StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,135.80560954893008,None,n,0.7080266589764506,135.80560954893008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
,,,,,,,,,,,,,,NeutralTest,"['yellow', 'blue', 'red']",yellow,blue,red,136.57122761942446,None,space,4070.77405525255,136.57122761942446,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,136.57122761942446,None,136.57122761942446,None,136.57122761942446,None,4209.886816300219,None,harmony,aloud,blue,42,148,4207.886156042339,None,None,4207.886156042339,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4212.404252023902,None,article,silent,red,61,11,4210.40346643189,None,None,4210.40346643189,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4214.92167188623,None,quiet,sing,yellow,21,249,4212.9209410308395,None,None,4212.9209410308395,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4217.439102944918,None,route,silent,red,74,267,4215.438466945197,None,None,4215.438466945197,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4219.956549553666,None,payment,sing,yellow,6,215,4217.955727263354,None,None,4217.955727263354,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4222.473981856136,None,theme,sing,yellow,8,326,4220.473330306122,None,None,4220.473330306122,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4224.991432818817,None,property,sing,yellow,7,242,4222.990789355012,None,None,4222.990789355012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4227.50883806427,None,surface,silent,red,62,316,4225.508190868422,None,None,4225.508190868422,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4230.026304577012,None,point,silent,red,80,226,4228.025636232924,None,None,4228.025636232924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4232.543771089753,None,broad,aloud,blue,59,31,4230.543285615277,None,None,4230.543285615277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4235.0611486560665,None,number,sing,yellow,3,203,4233.060538469348,None,None,4233.060538469348,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4237.5786332068965,None,union,sing,yellow,17,344,4235.577953044791,None,None,4235.577953044791,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4240.096077016555,None,mayor,sing,yellow,15,183,4238.095260013593,None,None,4238.095260013593,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4242.613503410248,None,safety,aloud,blue,31,270,4240.612683607964,None,None,4240.612683607964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245.1309238947,None,childhood,silent,red,84,49,4243.130283851875,None,None,4243.130283851875,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4247.648374857381,None,orchestra,aloud,blue,53,206,4245.647579002427,None,None,4245.647579002427,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250.165773882531,None,military,silent,red,88,190,4248.165007572854,None,None,4248.165007572854,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4252.683247237466,None,committee,sing,yellow,1,62,4250.682639539009,None,None,4250.682639539009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4255.200695090229,None,beauty,sing,yellow,22,18,4253.200037009316,None,None,4253.200037009316,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4257.718115885742,None,course,silent,red,64,74,4255.7174870390445,None,None,4255.7174870390445,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4260.235560628353,None,corner,silent,red,73,69,4258.234912188491,None,None,4258.234912188491,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4262.753006926039,None,benefit,sing,yellow,14,20,4260.752350400202,None,None,4260.752350400202,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4265.27034126292,None,revolution,aloud,blue,50,264,4263.273004375864,None,None,4263.273004375864,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC11,001,2019_Dec_06_1112,ProdSingRedo,3.2.4,59.98328524748412,
