StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,988.6561228,None,,,,,,,,,,,,,,,,,session,new_c,white,111,169,281,986.4302267,None,986.4302267,None,6,1.4985306,986.4302267,None,988.0090868,None,988.5331077,None,988.5331077,None,r,0.0626191,988.5331077,None,,,NC14a,1,2020_Feb_06_1300,ProdSingRedo,3.2.4,59.98980173
,,,,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,991.4383421,None,,,,,,,,,,,,,,,,,narrow,new_c,white,112,158,197,989.1949021,None,989.1949021,None,1,1.5175435,989.1949021,None,990.7930367,None,991.3154238,None,991.3154238,None,n,0.0636102,991.3154238,None,,,NC14a,1,2020_Feb_06_1300,ProdSingRedo,3.2.4,59.98980173
,,,,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,993.7048824,None,,,,,,,,,,,,,,,,,stranger,new_a,white,113,108,309,991.9780211,None,991.9780211,None,1,1.016167,991.9780211,None,993.0780163,None,993.5975276,None,993.5975276,None,n,0.0570219,993.5975276,None,,,NC14a,1,2020_Feb_06_1300,ProdSingRedo,3.2.4,59.98980173
,,,,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,995.7524659,None,,,,,,,,,,,,,,,,,subject,new_b,white,114,126,312,994.2545237,None,994.2545237,None,1,0.8312227,994.2545237,None,995.1595629,None,995.6803316,None,995.6803316,None,n,0.017236,995.6803316,None,,,NC14a,1,2020_Feb_06_1300,ProdSingRedo,3.2.4,59.98980173
,,,,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,998.1367254,None,,,,,,,,,,,,,,,,,number,silent,white,115,64,203,996.2916013,None,996.2916013,None,1,0.9924499,996.2916013,None,997.3588934,None,997.8795225,None,997.8795225,None,n,0.1984115,997.8795225,None,,,NC14a,1,2020_Feb_06_1300,ProdSingRedo,3.2.4,59.98980173
,,,,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,1000.584277,None,,,,,,,,,,,,,,,,,individual,new_b,white,116,137,160,998.6783268,None,998.6783268,None,6,1.2192263,998.6783268,None,999.9787343,None,1000.498182,None,1000.498182,None,r,0.028507,1000.498182,None,,,NC14a,1,2020_Feb_06_1300,ProdSingRedo,3.2.4,59.98980173
,,,,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,1003.201385,None,,,,,,,,,,,,,,,,,treatment,new_a,white,117,114,339,1001.125648,None,1001.125648,None,6,0.9169684,1001.125648,None,1002.126125,None,1002.646424,None,1002.646424,None,r,0.5002407,1002.646424,None,,,NC14a,1,2020_Feb_06_1300,ProdSingRedo,3.2.4,59.98980173
,,,,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,1005.553033,None,,,,,,,,,,,,,,,,,suggestion,aloud,white,118,53,314,1003.743356,None,1003.743356,None,6,0.8386012,1003.743356,None,1004.64163,None,1005.178701,None,1005.178701,None,r,0.3085897,1005.178701,None,,,NC14a,1,2020_Feb_06_1300,ProdSingRedo,3.2.4,59.98980173
,,,,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,1008.269048,None,,,,,,,,,,,,,,,,,income,aloud,white,119,34,159,1006.098548,None,1006.098548,None,6,0.8967326,1006.098548,None,1007.072376,None,1007.593646,None,1007.593646,None,r,0.6129085,1007.593646,None,,,NC14a,1,2020_Feb_06_1300,ProdSingRedo,3.2.4,59.98980173
,,,,120,0,120,0,,,,,,,,,,,,,,,,,,,,,,,,1011.797274,None,,,,,,,,,,,,,,,,,partner,new_a,white,120,94,211,1008.821656,None,1008.821656,None,3,1.9541337,1008.821656,None,1010.853792,None,1011.376276,None,1011.376276,None,f,0.3734326,1011.376276,None,,,NC14a,1,2020_Feb_06_1300,ProdSingRedo,3.2.4,59.98980173
