StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,32.31948499940336,None,y,20.817393401637673,32.31948499940336,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30,001,2022_Mar_08_1701,ProdSingRedo,3.2.3,60.03705501272325,
,,,,,,,,,,,,,,ColoredTest,"['blue', 'red', 'yellow']",blue,red,yellow,53.193851098418236,None,space,75.20960270054638,53.193851098418236,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30,001,2022_Mar_08_1701,ProdSingRedo,3.2.3,60.03705501272325,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,53.193851098418236,None,53.193851098418236,None,53.193851098418236,None,130.96195060014725,None,music,aloud,red,35,196,128.95818349905312,None,None,128.95818349905312,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30,001,2022_Mar_08_1701,ProdSingRedo,3.2.3,60.03705501272325,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.47707789950073,None,stand,sing,blue,10,302,131.47282329946756,None,None,131.47282329946756,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30,001,2022_Mar_08_1701,ProdSingRedo,3.2.3,60.03705501272325,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.99392259866,None,crisis,sing,blue,27,79,133.98600719869137,None,None,133.98600719869137,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30,001,2022_Mar_08_1701,ProdSingRedo,3.2.3,60.03705501272325,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.51087779924273,None,frank,sing,blue,3,133,136.51417279988527,None,None,136.51417279988527,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30,001,2022_Mar_08_1701,ProdSingRedo,3.2.3,60.03705501272325,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0275531988591,None,council,sing,blue,14,71,139.0127045996487,None,None,139.0127045996487,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30,001,2022_Mar_08_1701,ProdSingRedo,3.2.3,60.03705501272325,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.54509149864316,None,tough,silent,yellow,87,333,141.52961229905486,None,None,141.52961229905486,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30,001,2022_Mar_08_1701,ProdSingRedo,3.2.3,60.03705501272325,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.06086250022054,None,staff,aloud,red,57,301,144.04682420007885,None,None,144.04682420007885,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30,001,2022_Mar_08_1701,ProdSingRedo,3.2.3,60.03705501272325,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.5784559994936,None,season,sing,blue,28,277,146.5728422999382,None,None,146.5728422999382,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30,001,2022_Mar_08_1701,ProdSingRedo,3.2.3,60.03705501272325,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0948849990964,None,literature,sing,blue,18,173,149.08627069927752,None,None,149.08627069927752,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30,001,2022_Mar_08_1701,ProdSingRedo,3.2.3,60.03705501272325,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.6108690984547,None,research,sing,blue,4,261,151.5989123992622,None,None,151.5989123992622,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30,001,2022_Mar_08_1701,ProdSingRedo,3.2.3,60.03705501272325,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.12902189977467,None,community,silent,yellow,84,63,154.12285669893026,None,None,154.12285669893026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C30,001,2022_Mar_08_1701,ProdSingRedo,3.2.3,60.03705501272325,
