StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.668733299999985,None,y,1.254445300000043,13.668733299999985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color14,001,2020_Mar_09_0849,ProdSingRedo,3.2.3,59.93734150322943,
,,,,,,,,,,,,,,ColoredTest,"['yellow', 'red', 'blue']",yellow,red,blue,15.00663550000013,None,space,1389.7549943000001,15.00663550000013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color14,001,2020_Mar_09_0849,ProdSingRedo,3.2.3,59.93734150322943,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,15.00663550000013,None,15.00663550000013,None,15.00663550000013,None,1407.306861,None,union,aloud,red,43,344,1405.3096492999998,None,None,1405.3096492999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color14,001,2020_Mar_09_0849,ProdSingRedo,3.2.3,59.93734150322943,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409.8243830000001,None,sound,sing,yellow,11,295,1407.8214057,None,None,1407.8214057,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color14,001,2020_Mar_09_0849,ProdSingRedo,3.2.3,59.93734150322943,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1412.3410835,None,gesture,aloud,red,54,137,1410.3406306000002,None,None,1410.3406306000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color14,001,2020_Mar_09_0849,ProdSingRedo,3.2.3,59.93734150322943,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.8582668,None,health,sing,yellow,10,149,1412.8559854999999,None,None,1412.8559854999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color14,001,2020_Mar_09_0849,ProdSingRedo,3.2.3,59.93734150322943,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1417.3742576999998,None,series,silent,blue,74,279,1415.3734886000002,None,None,1415.3734886000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color14,001,2020_Mar_09_0849,ProdSingRedo,3.2.3,59.93734150322943,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419.8916193,None,nature,sing,yellow,3,200,1417.8909294999999,None,None,1417.8909294999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color14,001,2020_Mar_09_0849,ProdSingRedo,3.2.3,59.93734150322943,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.4087181999998,None,budget,silent,blue,71,34,1420.4153737000001,None,None,1420.4153737000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color14,001,2020_Mar_09_0849,ProdSingRedo,3.2.3,59.93734150322943,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424.9255484999999,None,question,aloud,red,34,247,1422.9343272,None,None,1422.9343272,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color14,001,2020_Mar_09_0849,ProdSingRedo,3.2.3,59.93734150322943,
