StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,keyCondition.keys,keyCondition.rt,Condition,stim_colors,color_sing,color_aloud,color_silent,keyWelcome.keys,keyWelcome.rt,study_word,study_type,study_color,study_num,study_word_num,keyStudy.keys,key_resp_3.keys,key_resp_3.rt,testWord,testType,testColor,testN,test_num,test_word_num,keyConf.keys,keyConf.rt,keyRKN.keys,keyRKN.rt,date,frameRate,expName,session,participant,
,,,,,,,,y,7.66765299998,,,,,,,,,,,,,,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
,,,,,,,,,,ColoredTest,"['red', 'yellow', 'blue']",red,yellow,blue,space,1288.6611023,,,,,,,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
0,0,0,0,,,,,,,,,,,,,,drama,silent,blue,68,103,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
1,0,1,0,,,,,,,,,,,,,,master,sing,red,7,180,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
2,0,2,0,,,,,,,,,,,,,,fight,aloud,yellow,43,127,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
3,0,3,0,,,,,,,,,,,,,,story,aloud,yellow,39,306,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
4,0,4,0,,,,,,,,,,,,,,light,silent,blue,86,171,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
5,0,5,0,,,,,,,,,,,,,,account,sing,red,5,1,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
6,0,6,0,,,,,,,,,,,,,,concern,sing,red,2,65,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
7,0,7,0,,,,,,,,,,,,,,worker,sing,red,8,356,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
8,0,8,0,,,,,,,,,,,,,,route,aloud,yellow,59,267,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
9,0,9,0,,,,,,,,,,,,,,region,aloud,yellow,45,256,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
10,0,10,0,,,,,,,,,,,,,,ground,aloud,yellow,32,142,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
11,0,11,0,,,,,,,,,,,,,,trail,silent,blue,76,336,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
12,0,12,0,,,,,,,,,,,,,,trash,silent,blue,71,337,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
13,0,13,0,,,,,,,,,,,,,,corner,silent,blue,88,69,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
14,0,14,0,,,,,,,,,,,,,,birth,sing,red,1,22,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
15,0,15,0,,,,,,,,,,,,,,husband,silent,blue,70,156,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
16,0,16,0,,,,,,,,,,,,,,reach,silent,blue,74,253,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
17,0,17,0,,,,,,,,,,,,,,property,sing,red,22,242,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
18,0,18,0,,,,,,,,,,,,,,military,aloud,yellow,37,190,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
19,0,19,0,,,,,,,,,,,,,,conference,sing,red,28,66,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
20,0,20,0,,,,,,,,,,,,,,safety,aloud,yellow,40,270,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
21,0,21,0,,,,,,,,,,,,,,enemy,aloud,yellow,58,113,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
22,0,22,0,,,,,,,,,,,,,,brilliant,silent,blue,69,30,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
23,0,23,0,,,,,,,,,,,,,,capital,aloud,yellow,33,40,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
24,0,24,0,,,,,,,,,,,,,,foundation,aloud,yellow,49,132,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
25,0,25,0,,,,,,,,,,,,,,provision,silent,blue,73,243,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
26,0,26,0,,,,,,,,,,,,,,benefit,aloud,yellow,55,20,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
27,0,27,0,,,,,,,,,,,,,,education,sing,red,4,108,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
28,0,28,0,,,,,,,,,,,,,,edition,sing,red,26,107,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
29,0,29,0,,,,,,,,,,,,,,member,sing,red,13,188,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
30,0,30,0,,,,,,,,,,,,,,guest,sing,red,0,146,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
31,0,31,0,,,,,,,,,,,,,,center,silent,blue,80,44,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
32,0,32,0,,,,,,,,,,,,,,state,aloud,yellow,34,303,None,,,,,,,,,,,,,2022_May_02_1041,59.7695048866,ProdSingRedo,001,C 46,
