StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.02705070003867,None,n,1.5821316000074148,17.02705070003867,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
,,,,,,,,,,,,,,NeutralTest,"['blue', 'yellow', 'red']",blue,yellow,red,18.67481190012768,None,space,243.5822155000642,18.67481190012768,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,18.67481190012768,None,18.67481190012768,None,18.67481190012768,None,264.79972060001455,None,reach,silent,red,86,253,262.79555659997277,None,None,262.79555659997277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.3187822001055,None,generation,silent,red,66,136,265.3137701000087,None,None,265.3137701000087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.8381229999941,None,under,silent,red,74,343,267.82784310006537,None,None,267.82784310006537,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.3572581000626,None,theme,silent,red,75,326,270.3447526001837,None,None,270.3447526001837,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.87654140009545,None,health,sing,blue,24,149,272.86808410007507,None,None,272.86808410007507,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.3952991999686,None,heavy,aloud,yellow,39,151,275.39902810007334,None,None,275.39902810007334,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.89810470002703,None,suspect,sing,blue,22,318,277.89594250009395,None,None,277.89594250009395,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.41729000001214,None,symbol,sing,blue,1,321,280.417080800049,None,None,280.417080800049,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.9364748999942,None,whole,sing,blue,21,355,282.92666420014575,None,None,282.92666420014575,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.4557211000938,None,bitter,aloud,yellow,30,23,285.4628950001206,None,None,285.4628950001206,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.9748951999936,None,throw,aloud,yellow,38,330,287.9640924001578,None,None,287.9640924001578,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.4940561000258,None,music,sing,blue,26,196,290.4883252000436,None,None,290.4883252000436,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.01326270005666,None,group,aloud,yellow,34,143,293.009235000005,None,None,293.009235000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.53241800004616,None,touch,aloud,yellow,37,332,295.52361620008014,None,None,295.52361620008014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0516304001212,None,state,silent,red,73,303,298.0433559000958,None,None,298.0433559000958,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.57079860009253,None,enemy,aloud,yellow,35,113,300.56188819999807,None,None,300.56188819999807,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.08998459996656,None,emergency,silent,red,63,110,303.08644970017485,None,None,303.08644970017485,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.6091688000597,None,trial,silent,red,84,341,305.60090890014544,None,None,305.60090890014544,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.12840520008467,None,split,aloud,yellow,33,299,308.1162605001591,None,None,308.1162605001591,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.64758129999973,None,produce,sing,blue,17,239,310.64045800012536,None,None,310.64045800012536,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.1667188000865,None,sweet,silent,red,68,319,313.15749620017596,None,None,313.15749620017596,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.68576100002974,None,history,aloud,yellow,48,153,315.68036140012555,None,None,315.68036140012555,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.20509970001876,None,service,sing,blue,14,280,318.19985980005004,None,None,318.19985980005004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.72433470003307,None,graduate,sing,blue,19,141,320.71097650006413,None,None,320.71097650006413,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.2434507000726,None,portion,silent,red,88,228,323.23145249998197,None,None,323.23145249998197,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.762663600035,None,force,silent,red,81,131,325.75429209996946,None,None,325.75429209996946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.2818322000094,None,native,sing,blue,25,199,328.2765556999948,None,None,328.2765556999948,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.8007670000661,None,stranger,aloud,yellow,46,309,330.79648270015605,None,None,330.79648270015605,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.32024620007724,None,drove,aloud,yellow,44,106,333.3132056000177,None,None,333.3132056000177,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.8393610001076,None,expansion,aloud,yellow,31,123,335.83675320004113,None,None,335.83675320004113,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.35832190001383,None,quick,sing,blue,27,248,338.3609289000742,None,None,338.3609289000742,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.86077230004594,None,population,silent,red,89,227,340.85896480013616,None,None,340.85896480013616,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.38027970003895,None,shock,silent,red,77,284,343.37486180011183,None,None,343.37486180011183,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.8828376000747,None,level,silent,red,72,170,345.88035010010935,None,None,345.88035010010935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.40195269999094,None,judge,sing,blue,10,166,348.4015761001501,None,None,348.4015761001501,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.92115429998375,None,month,sing,blue,7,193,350.91304720006883,None,None,350.91304720006883,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.4403204000555,None,range,sing,blue,0,251,353.43504020012915,None,None,353.43504020012915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.9595461001154,None,design,sing,blue,11,91,355.9524435000494,None,None,355.9524435000494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.47868619998917,None,build,silent,red,71,35,358.47131930012256,None,None,358.47131930012256,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.99798190011643,None,production,silent,red,64,240,360.9934022000525,None,None,360.9934022000525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.5170822001528,None,quantity,aloud,yellow,32,245,363.5124225001782,None,None,363.5124225001782,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.03625110001303,None,alert,aloud,yellow,49,6,366.0270424000919,None,None,366.0270424000919,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.55545840016566,None,general,silent,red,60,135,368.5483180000447,None,None,368.5483180000447,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.07461610017344,None,break,sing,blue,3,26,371.0699664000422,None,None,371.0699664000422,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.59374779998325,None,department,silent,red,85,90,373.58735699998215,None,None,373.58735699998215,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.11300970008597,None,government,silent,red,65,139,376.1095139000099,None,None,376.1095139000099,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.6321892000269,None,dispute,sing,blue,12,99,378.62540500005707,None,None,378.62540500005707,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.15135330008343,None,military,silent,red,82,190,381.1464851000346,None,None,381.1464851000346,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.67055899999104,None,report,aloud,yellow,42,259,383.65902300016023,None,None,383.65902300016023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.18972490006126,None,south,sing,blue,18,296,386.18262840015814,None,None,386.18262840015814,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.70895300013945,None,shear,aloud,yellow,45,283,388.70169210014865,None,None,388.70169210014865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.22809330001473,None,science,aloud,yellow,56,275,391.2160784001462,None,None,391.2160784001462,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.74730350007303,None,mechanical,aloud,yellow,40,185,393.74232790013775,None,None,393.74232790013775,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.26657600002363,None,damage,sing,blue,20,83,396.26045190007426,None,None,396.26045190007426,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.7857175001409,None,attack,silent,red,70,13,398.7816445999779,None,None,398.7816445999779,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.30459840013646,None,division,sing,blue,29,101,401.29710960015655,None,None,401.29710960015655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.80849740002304,None,dance,sing,blue,5,84,403.80500690010376,None,None,403.80500690010376,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.3265299999621,None,power,sing,blue,28,230,406.3201999999583,None,None,406.3201999999583,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC17,001,2021_Nov_01_1431,ProdSingRedo,3.2.3,59.93917370993954,
