StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,keyCondition.keys,keyCondition.rt,Condition,stim_colors,color_sing,color_aloud,color_silent,keyWelcome.keys,keyWelcome.rt,study_word,study_type,study_color,study_num,study_word_num,keyStudy.keys,key_resp_3.keys,key_resp_3.rt,testWord,testType,testColor,testN,test_num,test_word_num,keyConf.keys,keyConf.rt,keyRKN.keys,keyRKN.rt,date,frameRate,expName,session,participant,
,,,,,,,,n,6.00396090001,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
,,,,,,,,,,NeutralTest,"['blue', 'red', 'yellow']",blue,red,yellow,space,660.64306,,,,,,,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
0,0,0,0,,,,,,,,,,,,,,religion,aloud,red,39,258,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
1,0,1,0,,,,,,,,,,,,,,period,silent,yellow,60,217,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
2,0,2,0,,,,,,,,,,,,,,charter,sing,blue,2,47,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
3,0,3,0,,,,,,,,,,,,,,group,silent,yellow,84,143,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
4,0,4,0,,,,,,,,,,,,,,relation,silent,yellow,68,257,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
5,0,5,0,,,,,,,,,,,,,,trail,aloud,red,37,336,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
6,0,6,0,,,,,,,,,,,,,,background,aloud,red,32,16,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
7,0,7,0,,,,,,,,,,,,,,cover,silent,yellow,80,77,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
8,0,8,0,,,,,,,,,,,,,,engineer,aloud,red,36,114,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
9,0,9,0,,,,,,,,,,,,,,breath,sing,blue,29,27,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
10,0,10,0,,,,,,,,,,,,,,instrument,aloud,red,56,163,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
11,0,11,0,,,,,,,,,,,,,,mankind,silent,yellow,75,178,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
12,0,12,0,,,,,,,,,,,,,,capital,aloud,red,54,40,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
13,0,13,0,,,,,,,,,,,,,,search,sing,blue,0,276,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
14,0,14,0,,,,,,,,,,,,,,stranger,silent,yellow,82,309,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
15,0,15,0,,,,,,,,,,,,,,addition,aloud,red,50,2,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
16,0,16,0,,,,,,,,,,,,,,century,aloud,red,49,45,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
17,0,17,0,,,,,,,,,,,,,,poetry,silent,yellow,66,225,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
18,0,18,0,,,,,,,,,,,,,,dozen,sing,blue,4,102,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
19,0,19,0,,,,,,,,,,,,,,detective,sing,blue,7,92,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
20,0,20,0,,,,,,,,,,,,,,disease,aloud,red,40,97,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
21,0,21,0,,,,,,,,,,,,,,object,aloud,red,48,204,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
22,0,22,0,,,,,,,,,,,,,,profession,sing,blue,21,241,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
23,0,23,0,,,,,,,,,,,,,,season,sing,blue,8,277,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
24,0,24,0,,,,,,,,,,,,,,agency,aloud,red,42,4,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
25,0,25,0,,,,,,,,,,,,,,broad,silent,yellow,72,31,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
26,0,26,0,,,,,,,,,,,,,,guard,silent,yellow,61,145,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
27,0,27,0,,,,,,,,,,,,,,thing,aloud,red,45,328,None,,,,,,,,,,,,,2019_Dec_05_1512,59.999124076,ProdSingRedo,001,nc10,
