StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,keyCondition.keys,keyCondition.rt,Condition,stim_colors,color_sing,color_aloud,color_silent,keyWelcome.keys,keyWelcome.rt,study_word,study_type,study_color,study_num,study_word_num,keyStudy.keys,key_resp_3.keys,key_resp_3.rt,testWord,testType,testColor,testN,test_num,test_word_num,keyConf.keys,keyConf.rt,keyRKN.keys,keyRKN.rt,date,frameRate,expName,session,participant,
,,,,,,,,n,7.63488840009,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Dec_05_1545,60.8489770881,ProdSingRedo,001,nc11,
,,,,,,,,,,NeutralTest,"['yellow', 'blue', 'red']",yellow,blue,red,space,484.5432012,,,,,,,,,,,,,,,,,,,2019_Dec_05_1545,60.8489770881,ProdSingRedo,001,nc11,
0,0,0,0,,,,,,,,,,,,,,shock,sing,yellow,12,284,None,,,,,,,,,,,,,2019_Dec_05_1545,60.8489770881,ProdSingRedo,001,nc11,
1,0,1,0,,,,,,,,,,,,,,under,aloud,blue,30,343,None,,,,,,,,,,,,,2019_Dec_05_1545,60.8489770881,ProdSingRedo,001,nc11,
2,0,2,0,,,,,,,,,,,,,,cousin,sing,yellow,28,76,None,,,,,,,,,,,,,2019_Dec_05_1545,60.8489770881,ProdSingRedo,001,nc11,
3,0,3,0,,,,,,,,,,,,,,captain,sing,yellow,13,41,None,,,,,,,,,,,,,2019_Dec_05_1545,60.8489770881,ProdSingRedo,001,nc11,
4,0,4,0,,,,,,,,,,,,,,mayor,sing,yellow,26,183,None,,,,,,,,,,,,,2019_Dec_05_1545,60.8489770881,ProdSingRedo,001,nc11,
5,0,5,0,,,,,,,,,,,,,,light,silent,red,70,171,None,,,,,,,,,,,,,2019_Dec_05_1545,60.8489770881,ProdSingRedo,001,nc11,
6,0,6,0,,,,,,,,,,,,,,poetry,aloud,blue,49,225,None,,,,,,,,,,,,,2019_Dec_05_1545,60.8489770881,ProdSingRedo,001,nc11,
7,0,7,0,,,,,,,,,,,,,,worker,sing,yellow,17,356,None,,,,,,,,,,,,,2019_Dec_05_1545,60.8489770881,ProdSingRedo,001,nc11,
8,0,8,0,,,,,,,,,,,,,,degree,aloud,blue,43,89,None,,,,,,,,,,,,,2019_Dec_05_1545,60.8489770881,ProdSingRedo,001,nc11,
9,0,9,0,,,,,,,,,,,,,,block,silent,red,85,25,None,,,,,,,,,,,,,2019_Dec_05_1545,60.8489770881,ProdSingRedo,001,nc11,
10,0,10,0,,,,,,,,,,,,,,military,silent,red,69,190,None,,,,,,,,,,,,,2019_Dec_05_1545,60.8489770881,ProdSingRedo,001,nc11,
11,0,11,0,,,,,,,,,,,,,,institute,aloud,blue,41,162,None,,,,,,,,,,,,,2019_Dec_05_1545,60.8489770881,ProdSingRedo,001,nc11,
