StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.599195800023153,None,n,2.119775800034404,13.599195800023153,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC_51,001,2022_May_03_1624,ProdSingRedo,3.2.3,59.92006663630907,
,,,,,,,,,,,,,,NeutralTest,"['yellow', 'red', 'blue']",yellow,red,blue,15.771787300007418,None,space,633.6114604000468,15.771787300007418,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC_51,001,2022_May_03_1624,ProdSingRedo,3.2.3,59.92006663630907,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,15.771787300007418,None,15.771787300007418,None,15.771787300007418,None,651.9193889999297,None,company,aloud,red,50,64,649.926654699957,None,None,649.926654699957,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC_51,001,2022_May_03_1624,ProdSingRedo,3.2.3,59.92006663630907,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.4351878000889,None,length,aloud,red,41,169,652.4335382001009,None,None,652.4335382001009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC_51,001,2022_May_03_1624,ProdSingRedo,3.2.3,59.92006663630907,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.9530360000208,None,pressure,silent,blue,63,232,654.9522323999554,None,None,654.9522323999554,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC_51,001,2022_May_03_1624,ProdSingRedo,3.2.3,59.92006663630907,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.4699405999854,None,hearing,silent,blue,78,150,657.4702099999413,None,None,657.4702099999413,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC_51,001,2022_May_03_1624,ProdSingRedo,3.2.3,59.92006663630907,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.9854635000229,None,guest,aloud,red,45,146,659.98001820012,None,None,659.98001820012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC_51,001,2022_May_03_1624,ProdSingRedo,3.2.3,59.92006663630907,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.5034920999315,None,leader,aloud,red,49,168,662.4980518000666,None,None,662.4980518000666,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC_51,001,2022_May_03_1624,ProdSingRedo,3.2.3,59.92006663630907,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.0203804001212,None,population,silent,blue,62,227,665.018504699925,None,None,665.018504699925,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC_51,001,2022_May_03_1624,ProdSingRedo,3.2.3,59.92006663630907,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.5357339000329,None,sleep,sing,yellow,4,290,667.5300255001057,None,None,667.5300255001057,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC_51,001,2022_May_03_1624,ProdSingRedo,3.2.3,59.92006663630907,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.0543281999417,None,under,silent,blue,70,343,670.0414911000989,None,None,670.0414911000989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC_51,001,2022_May_03_1624,ProdSingRedo,3.2.3,59.92006663630907,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.5712777001318,None,research,silent,blue,66,261,672.5694206000771,None,None,672.5694206000771,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC_51,001,2022_May_03_1624,ProdSingRedo,3.2.3,59.92006663630907,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.0883855000138,None,rural,sing,yellow,1,269,675.08508790005,None,None,675.08508790005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC_51,001,2022_May_03_1624,ProdSingRedo,3.2.3,59.92006663630907,
