StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,41.06201949995011,None,y,3.6306922994554043,41.06201949995011,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color 27,001,2022_Feb_17_1151,ProdSingRedo,3.2.3,60.02062310338627,
,,,,,,,,,,,,,,ColoredTest,"['yellow', 'blue', 'red']",yellow,blue,red,44.766672199591994,None,space,504.71708749979734,44.766672199591994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color 27,001,2022_Feb_17_1151,ProdSingRedo,3.2.3,60.02062310338627,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,44.766672199591994,None,44.766672199591994,None,44.766672199591994,None,552.0217451993376,None,bicycle,sing,yellow,24,21,550.0324117997661,None,None,550.0324117997661,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color 27,001,2022_Feb_17_1151,ProdSingRedo,3.2.3,60.02062310338627,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.5413482999429,None,scale,aloud,blue,30,272,552.5292302994058,None,None,552.5292302994058,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color 27,001,2022_Feb_17_1151,ProdSingRedo,3.2.3,60.02062310338627,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.0590678993613,None,emergency,silent,red,75,110,555.0560168996453,None,None,555.0560168996453,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color 27,001,2022_Feb_17_1151,ProdSingRedo,3.2.3,60.02062310338627,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.5615173000842,None,running,sing,yellow,22,268,557.5594448000193,None,None,557.5594448000193,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color 27,001,2022_Feb_17_1151,ProdSingRedo,3.2.3,60.02062310338627,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.0817321995273,None,reading,silent,red,74,254,560.0684295995161,None,None,560.0684295995161,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color 27,001,2022_Feb_17_1151,ProdSingRedo,3.2.3,60.02062310338627,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.6010900996625,None,interview,silent,red,78,165,562.6044666999951,None,None,562.6044666999951,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color 27,001,2022_Feb_17_1151,ProdSingRedo,3.2.3,60.02062310338627,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.1201121993363,None,state,aloud,blue,44,303,565.1122014001012,None,None,565.1122014001012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color 27,001,2022_Feb_17_1151,ProdSingRedo,3.2.3,60.02062310338627,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.6382186999545,None,sweet,aloud,blue,56,319,567.6333047999069,None,None,567.6333047999069,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color 27,001,2022_Feb_17_1151,ProdSingRedo,3.2.3,60.02062310338627,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.1411668993533,None,service,sing,yellow,16,280,570.1386313997209,None,None,570.1386313997209,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color 27,001,2022_Feb_17_1151,ProdSingRedo,3.2.3,60.02062310338627,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.6610872000456,None,force,sing,yellow,4,131,572.6541447993368,None,None,572.6541447993368,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color 27,001,2022_Feb_17_1151,ProdSingRedo,3.2.3,60.02062310338627,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.1789906993508,None,search,silent,red,64,276,575.1725482000038,None,None,575.1725482000038,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color 27,001,2022_Feb_17_1151,ProdSingRedo,3.2.3,60.02062310338627,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.6814478999004,None,youth,aloud,blue,39,359,577.6797008002177,None,None,577.6797008002177,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color 27,001,2022_Feb_17_1151,ProdSingRedo,3.2.3,60.02062310338627,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.1853519994766,None,trail,silent,red,62,336,580.1822157995775,None,None,580.1822157995775,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color 27,001,2022_Feb_17_1151,ProdSingRedo,3.2.3,60.02062310338627,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.7058627000079,None,little,silent,red,76,174,582.6951628001407,None,None,582.6951628001407,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color 27,001,2022_Feb_17_1151,ProdSingRedo,3.2.3,60.02062310338627,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.2228186996654,None,captain,aloud,blue,35,41,585.2209155997261,None,None,585.2209155997261,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color 27,001,2022_Feb_17_1151,ProdSingRedo,3.2.3,60.02062310338627,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.7414916995913,None,volume,sing,yellow,23,349,587.7361897993833,None,None,587.7361897993833,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color 27,001,2022_Feb_17_1151,ProdSingRedo,3.2.3,60.02062310338627,
