StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,30.821700899861753,None,n,4.0811908999457955,30.821700899861753,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 25,001,2021_Nov_15_1319,ProdSingRedo,3.2.3,59.90918969806171,
,,,,,,,,,,,,,,NeutralTest,"['blue', 'yellow', 'red']",blue,yellow,red,34.93973710015416,None,space,2463.7328453999944,34.93973710015416,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 25,001,2021_Nov_15_1319,ProdSingRedo,3.2.3,59.90918969806171,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,34.93973710015416,None,34.93973710015416,None,34.93973710015416,None,2501.2188059999608,None,device,silent,red,61,93,2499.221516699996,None,None,2499.221516699996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 25,001,2021_Nov_15_1319,ProdSingRedo,3.2.3,59.90918969806171,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2503.7380153001286,None,author,aloud,yellow,35,15,2501.7315235999413,None,None,2501.7315235999413,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 25,001,2021_Nov_15_1319,ProdSingRedo,3.2.3,59.90918969806171,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2506.2571717998944,None,drama,aloud,yellow,34,103,2504.250153000001,None,None,2504.250153000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 25,001,2021_Nov_15_1319,ProdSingRedo,3.2.3,59.90918969806171,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2508.7764142998494,None,bitter,aloud,yellow,40,23,2506.776695200242,None,None,2506.776695200242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 25,001,2021_Nov_15_1319,ProdSingRedo,3.2.3,59.90918969806171,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511.2955801999196,None,rapid,silent,red,89,252,2509.289342999924,None,None,2509.289342999924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 25,001,2021_Nov_15_1319,ProdSingRedo,3.2.3,59.90918969806171,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2513.814724000171,None,level,aloud,yellow,32,170,2511.805865000002,None,None,2511.805865000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 25,001,2021_Nov_15_1319,ProdSingRedo,3.2.3,59.90918969806171,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2516.3339641001076,None,council,aloud,yellow,30,71,2514.3270483003,None,None,2514.3270483003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 25,001,2021_Nov_15_1319,ProdSingRedo,3.2.3,59.90918969806171,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2518.853130800184,None,detective,aloud,yellow,43,92,2516.8488246002235,None,None,2516.8488246002235,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 25,001,2021_Nov_15_1319,ProdSingRedo,3.2.3,59.90918969806171,
