StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.716886000009254,None,n,2.345803199801594,11.716886000009254,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC20,001,2021_Nov_04_1030,ProdSingRedo,3.2.3,59.87615208832419,
,,,,,,,,,,,,,,NeutralTest,"['red', 'blue', 'yellow']",red,blue,yellow,14.095220500137657,None,space,182.4084606000688,14.095220500137657,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC20,001,2021_Nov_04_1030,ProdSingRedo,3.2.3,59.87615208832419,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,14.095220500137657,None,14.095220500137657,None,14.095220500137657,None,199.06141720013693,None,write,aloud,blue,56,358,197.04854340013117,None,None,197.04854340013117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC20,001,2021_Nov_04_1030,ProdSingRedo,3.2.3,59.87615208832419,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.5764961000532,None,impact,sing,red,15,157,199.57214840012603,None,None,199.57214840012603,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC20,001,2021_Nov_04_1030,ProdSingRedo,3.2.3,59.87615208832419,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0923357999418,None,mankind,aloud,blue,36,178,202.09571860008873,None,None,202.09571860008873,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC20,001,2021_Nov_04_1030,ProdSingRedo,3.2.3,59.87615208832419,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.61017210013233,None,service,sing,red,10,280,204.59680930012837,None,None,204.59680930012837,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC20,001,2021_Nov_04_1030,ProdSingRedo,3.2.3,59.87615208832419,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.12709800014272,None,crime,silent,yellow,66,78,207.11931470013224,None,None,207.11931470013224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC20,001,2021_Nov_04_1030,ProdSingRedo,3.2.3,59.87615208832419,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.64388600015081,None,trail,silent,yellow,81,336,209.64019960002042,None,None,209.64019960002042,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC20,001,2021_Nov_04_1030,ProdSingRedo,3.2.3,59.87615208832419,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.1606974999886,None,bitter,aloud,blue,46,23,212.15798060013913,None,None,212.15798060013913,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC20,001,2021_Nov_04_1030,ProdSingRedo,3.2.3,59.87615208832419,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.67653320007958,None,crisis,silent,yellow,65,79,214.66943929996341,None,None,214.66943929996341,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC20,001,2021_Nov_04_1030,ProdSingRedo,3.2.3,59.87615208832419,
