StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,19.659540199674666,None,y,0.8006829000078142,19.659540199674666,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color21,001,2021_Nov_08_1729,ProdSingRedo,3.2.3,59.90351947977005,
,,,,,,,,,,,,,,ColoredTest,"['red', 'blue', 'yellow']",red,blue,yellow,20.502582399640232,None,space,260.0141984000802,20.502582399640232,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color21,001,2021_Nov_08_1729,ProdSingRedo,3.2.3,59.90351947977005,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,20.502582399640232,None,20.502582399640232,None,20.502582399640232,None,283.06467379955575,None,discovery,aloud,blue,35,95,281.0782643998973,None,None,281.0782643998973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color21,001,2021_Nov_08_1729,ProdSingRedo,3.2.3,59.90351947977005,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.5839350000024,None,theme,silent,yellow,74,326,283.5720438999124,None,None,283.5720438999124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color21,001,2021_Nov_08_1729,ProdSingRedo,3.2.3,59.90351947977005,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.10313719976693,None,working,silent,yellow,65,357,286.1052421997301,None,None,286.1052421997301,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color21,001,2021_Nov_08_1729,ProdSingRedo,3.2.3,59.90351947977005,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.6223274995573,None,appearance,silent,yellow,87,10,288.62137609999627,None,None,288.62137609999627,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color21,001,2021_Nov_08_1729,ProdSingRedo,3.2.3,59.90351947977005,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.1415961999446,None,household,aloud,blue,59,154,291.14912889990956,None,None,291.14912889990956,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color21,001,2021_Nov_08_1729,ProdSingRedo,3.2.3,59.90351947977005,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.6607053996995,None,tragedy,silent,yellow,71,335,293.65791939990595,None,None,293.65791939990595,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color21,001,2021_Nov_08_1729,ProdSingRedo,3.2.3,59.90351947977005,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.1798624997027,None,growth,silent,yellow,64,144,296.17418339988217,None,None,296.17418339988217,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color21,001,2021_Nov_08_1729,ProdSingRedo,3.2.3,59.90351947977005,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.6990421996452,None,portion,sing,red,10,228,298.6903470996767,None,None,298.6903470996767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color21,001,2021_Nov_08_1729,ProdSingRedo,3.2.3,59.90351947977005,
