StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,keyStudy.rt,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,835.4373276000842,None,,,,,,,,,,,,,,,,,,entrance,aloud,yellow,20,58,115,829.1785675000865,None,829.1785675000865,None,4,4.909478999907151,829.1785675000865,None,834.1337971000466,None,834.6561577001121,None,834.6561577001121,None,f,0.7521162000484765,834.6561577001121,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,844.801877199905,None,,,,,,,,,,,,,,,,,,solution,new_aloud,yellow,21,133,294,835.9609681998845,None,835.9609681998845,None,3,4.84734550002031,835.9609681998845,None,840.85094569996,None,841.3718453999609,None,841.3718453999609,None,n,3.4042545999400318,841.3718453999609,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,853.4841835000552,None,,,,,,,,,,,,,,,,,,patient,sing,red,22,26,213,845.3297894001007,None,845.3297894001007,None,5,7.286635700147599,845.3297894001007,None,852.6696409001015,None,853.188974800054,None,853.188974800054,None,f,0.25926560000516474,853.188974800054,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,858.585844800109,None,,,,,,,,,,,,,,,,,,range,sing,red,23,16,251,854.003607599996,None,854.003607599996,None,6,2.812615199945867,854.003607599996,None,856.8632310999092,None,857.3892530000303,None,857.3892530000303,None,r,1.1709704000968486,857.3892530000303,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,864.1038192000706,None,,,,,,,,,,,,,,,,,,number,new_sing,red,24,94,203,859.1099640999455,None,859.1099640999455,None,1,3.354116400005296,859.1099640999455,None,862.5201654001139,None,863.046252900036,None,863.046252900036,None,n,1.0261021999176592,863.046252900036,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,871.1047477000393,None,,,,,,,,,,,,,,,,,,nature,silent,blue,25,64,200,864.626695800107,None,864.626695800107,None,6,5.38939159992151,864.626695800107,None,870.0723013998941,None,870.5898265999276,None,870.5898265999276,None,r,0.4744299000594765,870.5898265999276,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,875.9363263999112,None,,,,,,,,,,,,,,,,,,youth,new_sing,red,26,103,359,871.6378736998886,None,871.6378736998886,None,1,2.466812400147319,871.6378736998886,None,874.1567432000302,None,874.6735165999271,None,874.6735165999271,None,n,1.2385378999169916,874.6735165999271,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,882.8891280998942,None,,,,,,,,,,,,,,,,,,surprise,sing,red,27,29,317,876.4650687999092,None,876.4650687999092,None,6,4.758894599974155,876.4650687999092,None,881.2781863999553,None,881.7957041000482,None,881.7957041000482,None,r,1.0604077999014407,881.7957041000482,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,887.3797148999292,None,,,,,,,,,,,,,,,,,,management,sing,red,28,8,177,883.4233484000433,None,883.4233484000433,None,6,3.1047792001627386,883.4233484000433,None,886.5775601998903,None,887.0956602001097,None,887.0956602001097,None,r,0.2563404000829905,887.0956602001097,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,891.1221968000755,None,,,,,,,,,,,,,,,,,,crisis,sing,red,29,11,79,887.8843986000866,None,887.8843986000866,None,6,2.5317160999402404,887.8843986000866,None,890.4683825999964,None,890.9881720999256,None,890.9881720999256,None,r,0.09997129999101162,890.9881720999256,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,895.4224213999696,None,,,,,,,,,,,,,,,,,,birth,new_silent,blue,30,151,22,891.6501915999688,None,891.6501915999688,None,1,2.4858633999247104,891.6501915999688,None,894.1818111001048,None,894.69858080009,None,894.69858080009,None,n,0.6934775998815894,894.69858080009,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,900.6738799000159,None,,,,,,,,,,,,,,,,,,society,silent,blue,31,68,293,895.9451307000127,None,895.9451307000127,None,4,3.8868801000062376,895.9451307000127,None,899.8793037999421,None,900.3924753998872,None,900.3924753998872,None,f,0.23972270009107888,900.3924753998872,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,906.5393254000228,None,,,,,,,,,,,,,,,,,,whole,sing,red,32,19,355,901.1982768999878,None,901.1982768999878,None,5,4.282210799865425,901.1982768999878,None,905.5183308999985,None,906.0395982998889,None,906.0395982998889,None,f,0.46442119986750185,906.0395982998889,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,913.7727582999505,None,,,,,,,,,,,,,,,,,,treatment,new_sing,red,33,91,339,907.0654504999984,None,907.0654504999984,None,1,4.958631500136107,907.0654504999984,None,912.0727220999543,None,912.5949675999582,None,912.5949675999582,None,n,1.1410922999493778,912.5949675999582,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,918.6907224000897,None,,,,,,,,,,,,,,,,,,engineer,silent,blue,34,79,114,914.3017245999072,None,914.3017245999072,None,2,3.3063044999726117,914.3017245999072,None,917.6542607999872,None,918.1788226000499,None,918.1788226000499,None,f,0.4773875998798758,918.1788226000499,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,927.6598078000825,None,,,,,,,,,,,,,,,,,,collection,aloud,yellow,35,35,54,919.2122041000985,None,919.2122041000985,None,4,7.236076699802652,919.2122041000985,None,926.487716200063,None,927.0098204000387,None,927.0098204000387,None,f,0.6142178000882268,927.0098204000387,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,934.8254029999953,None,,,,,,,,,,,,,,,,,,broke,silent,blue,36,67,32,928.1855160999112,None,928.1855160999112,None,2,5.4304593000561,928.1855160999112,None,933.6572740001138,None,934.1804402999114,None,934.1804402999114,None,f,0.6036789999343455,934.1804402999114,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,939.9279098999687,None,,,,,,,,,,,,,,,,,,travel,new_aloud,yellow,37,126,338,935.3552103000693,None,935.3552103000693,None,4,3.556964799994603,935.3552103000693,None,938.9584959000349,None,939.4796172999777,None,939.4796172999777,None,f,0.4172622000332922,939.4796172999777,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,944.2082686999347,None,,,,,,,,,,,,,,,,,,poetry,new_aloud,yellow,38,121,225,940.4496683001053,None,940.4496683001053,None,1,2.886406800011173,940.4496683001053,None,943.3896858999506,None,943.9107937000226,None,943.9107937000226,None,n,0.25719200004823506,943.9107937000226,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,950.4075662998948,None,,,,,,,,,,,,,,,,,,group,new_sing,red,39,99,143,944.7353149999399,None,944.7353149999399,None,2,4.8486746000126,944.7353149999399,None,949.6182341999374,None,950.1373570000287,None,950.1373570000287,None,f,0.23073869990184903,950.1373570000287,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,954.943141200114,None,,,,,,,,,,,,,,,,,,answer,new_silent,blue,40,154,8,950.9333538000938,None,950.9333538000938,None,3,3.194791200105101,950.9333538000938,None,954.1778098999057,None,954.6953416001052,None,954.6953416001052,None,f,0.2167318998835981,954.6953416001052,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,962.2683691000566,None,,,,,,,,,,,,,,,,,,congress,new_sing,red,41,97,67,955.465224500047,None,955.465224500047,None,4,6.174814399797469,955.465224500047,None,961.6929353000596,None,962.2020246000029,None,962.2020246000029,None,f,0.03770450013689697,962.2020246000029,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,970.3129175000358,None,,,,,,,,,,,,,,,,,,rough,aloud,yellow,42,59,266,962.783120200038,None,962.783120200038,None,5,6.657079000025988,962.783120200038,None,969.4844277999364,None,970.0009439999703,None,970.0009439999703,None,f,0.27906340011395514,970.0009439999703,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,974.7859755998943,None,,,,,,,,,,,,,,,,,,rural,aloud,yellow,43,39,269,970.83778479998,None,970.83778479998,None,6,3.2019160999916494,970.83778479998,None,974.0809379001148,None,974.5866264000069,None,974.5866264000069,None,r,0.17310879984870553,974.5866264000069,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,982.5106031999458,None,,,,,,,,,,,,,,,,,,problem,aloud,yellow,44,38,238,975.307353900047,None,975.307353900047,None,3,4.877094299998134,975.307353900047,None,980.2236405001022,None,980.7284792999271,None,980.7284792999271,None,f,1.7436373999807984,980.7284792999271,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,989.6809588999022,None,,,,,,,,,,,,,,,,,,debate,new_silent,blue,45,179,87,983.0197228998877,None,983.0197228998877,None,1,4.972432599868625,983.0197228998877,None,988.0410420000553,None,988.5638419000898,None,988.5638419000898,None,n,1.084222599864006,988.5638419000898,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,994.4645392000675,None,,,,,,,,,,,,,,,,,,interview,new_silent,blue,46,169,165,990.2040655000601,None,990.2040655000601,None,3,3.5080093999858946,990.2040655000601,None,993.7659060999285,None,994.2840821000282,None,994.2840821000282,None,f,0.14792530005797744,994.2840821000282,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,1004.1650094001088,None,,,,,,,,,,,,,,,,,,attack,sing,red,47,12,13,994.9913045000285,None,994.9913045000285,None,5,4.593015299877152,994.9913045000285,None,999.6330550001003,None,1000.1542801999021,None,1000.1542801999021,None,f,3.9820568999275565,1000.1542801999021,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,1010.3987084000837,None,,,,,,,,,,,,,,,,,,design,aloud,yellow,48,50,91,1004.6893257999327,None,1004.6893257999327,None,6,4.3267079999204725,1004.6893257999327,None,1009.063620199915,None,1009.5848594999406,None,1009.5848594999406,None,r,0.7835197001695633,1009.5848594999406,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,1018.1462131999433,None,,,,,,,,,,,,,,,,,,suggestion,sing,red,49,27,314,1010.9269173000939,None,1010.9269173000939,None,5,5.544945999979973,1010.9269173000939,None,1016.5121468999423,None,1017.034684299957,None,1017.034684299957,None,f,1.0773357001598924,1017.034684299957,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,1025.7487528000493,None,,,,,,,,,,,,,,,,,,disease,sing,red,50,6,97,1018.6719194999896,None,1018.6719194999896,None,6,4.984172000084072,1018.6719194999896,None,1023.6963641000912,None,1024.2174986000173,None,1024.2174986000173,None,r,1.4945411998778582,1024.2174986000173,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,1030.4645110000856,None,,,,,,,,,,,,,,,,,,produce,aloud,yellow,51,57,239,1026.2768467999995,None,1026.2768467999995,None,6,2.9471899999771267,1026.2768467999995,None,1029.279064500006,None,1029.791343000019,None,1029.791343000019,None,r,0.6327285000588745,1029.791343000019,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,1036.3472329000942,None,,,,,,,,,,,,,,,,,,smell,aloud,yellow,52,36,291,1030.9865484999027,None,1030.9865484999027,None,3,3.6695593998301774,1030.9865484999027,None,1034.69254920003,None,1035.2176387000363,None,1035.2176387000363,None,f,1.10268809995614,1035.2176387000363,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,1043.7160193999298,None,,,,,,,,,,,,,,,,,,comfort,new_sing,red,53,98,59,1036.8765155000146,None,1036.8765155000146,None,3,3.6835587001405656,1036.8765155000146,None,1040.6075444000307,None,1041.1347978000995,None,1041.1347978000995,None,f,2.5452416001353413,1041.1347978000995,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,1049.8529791999608,None,,,,,,,,,,,,,,,,,,clean,aloud,yellow,54,33,51,1044.2295679999515,None,1044.2295679999515,None,5,4.5625030000228435,1044.2295679999515,None,1048.8450480001047,None,1049.357475399971,None,1049.357475399971,None,f,0.4586455998942256,1049.357475399971,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,1058.7055653000716,None,,,,,,,,,,,,,,,,,,minor,silent,blue,55,86,191,1050.3718131999485,None,1050.3718131999485,None,6,6.420244700042531,1050.3718131999485,None,1056.8267447999679,None,1057.3473885999992,None,1057.3473885999992,None,f,1.3165684000123292,1057.3473885999992,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,1066.8690359001048,None,,,,,,,,,,,,,,,,,,straight,new_sing,red,56,115,307,1059.2310212000739,None,1059.2310212000739,None,1,5.849130799993873,1059.2310212000739,None,1065.134445700096,None,1065.6534223998897,None,1065.6534223998897,None,n,1.1866600001230836,1065.6534223998897,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,1075.1368698999286,None,,,,,,,,,,,,,,,,,,message,new_aloud,yellow,57,138,189,1067.3941107001156,None,1067.3941107001156,None,6,5.149869699962437,1067.3941107001156,None,1072.6073183999397,None,1073.12020809995,None,1073.12020809995,None,r,1.9838017001748085,1073.12020809995,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,1087.604157899972,None,,,,,,,,,,,,,,,,,,growth,silent,blue,58,65,144,1075.6611005999148,None,1075.6611005999148,None,3,10.602886500069872,1075.6611005999148,None,1086.319286199985,None,1086.8407380001154,None,1086.8407380001154,None,f,0.7272991000209004,1086.8407380001154,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,1093.6197927000467,None,,,,,,,,,,,,,,,,,,relation,sing,red,59,23,257,1088.12349119992,None,1088.12349119992,None,6,3.8847813000902534,1088.12349119992,None,1092.0520806999411,None,1092.571071299957,None,1092.571071299957,None,r,1.0209371999371797,1092.571071299957,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,1098.091816799948,None,,,,,,,,,,,,,,,,,,month,new_aloud,yellow,60,144,193,1094.140182199888,None,1094.140182199888,None,1,2.9878616998903453,1094.140182199888,None,1097.1813471000642,None,1097.7002222000156,None,1097.7002222000156,None,n,0.35580479982309043,1097.7002222000156,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,1107.5187089000829,None,,,,,,,,,,,,,,,,,,session,new_sing,red,61,107,281,1098.6086178999394,None,1098.6086178999394,None,6,7.3032076000235975,1098.6086178999394,None,1105.9525452998932,None,1106.4612404999789,None,1106.4612404999789,None,r,1.0268929000012577,1106.4612404999789,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,1112.9098606000189,None,,,,,,,,,,,,,,,,,,gesture,new_silent,blue,62,177,137,1108.0450865998864,None,1108.0450865998864,None,3,3.4348805998452008,1108.0450865998864,None,1111.5366114999633,None,1112.0596181999426,None,1112.0596181999426,None,f,0.8281357998494059,1112.0596181999426,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,1117.6946572999004,None,,,,,,,,,,,,,,,,,,review,aloud,yellow,63,31,263,1113.4327185999136,None,1113.4327185999136,None,6,3.095540199894458,1113.4327185999136,None,1116.5662491000257,None,1117.0921402000822,None,1117.0921402000822,None,r,0.5796899001579732,1117.0921402000822,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,1130.3556961999275,None,,,,,,,,,,,,,,,,,,expansion,silent,blue,64,87,123,1118.214507299941,None,1118.214507299941,None,4,11.209458499914035,1118.214507299941,None,1129.4659700999036,None,1129.9917719999794,None,1129.9917719999794,None,f,0.3285141000524163,1129.9917719999794,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,1135.7218526001088,None,,,,,,,,,,,,,,,,,,account,new_silent,blue,65,164,1,1130.8765847999603,None,1130.8765847999603,None,6,3.0115060000680387,1130.8765847999603,None,1133.9340123999864,None,1134.4587483999785,None,1134.4587483999785,None,r,1.2294413999188691,1134.4587483999785,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,1140.7875940001104,None,,,,,,,,,,,,,,,,,,measure,sing,red,66,18,184,1136.2525096000172,None,1136.2525096000172,None,6,3.0276707001030445,1136.2525096000172,None,1139.325448299991,None,1139.8414374000859,None,1139.8414374000859,None,r,0.9189086998812854,1139.8414374000859,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,1147.624612200074,None,,,,,,,,,,,,,,,,,,education,new_silent,blue,67,170,108,1141.3136887999717,None,1141.3136887999717,None,1,4.37438920000568,1141.3136887999717,None,1145.7421003999189,None,1146.2623642000835,None,1146.2623642000835,None,n,1.3296064999885857,1146.2623642000835,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,1154.156089300057,None,,,,,,,,,,,,,,,,,,afternoon,silent,blue,68,76,3,1148.1473453000654,None,1148.1473453000654,None,2,4.564954499946907,1148.1473453000654,None,1152.7490628999658,None,1153.276895500021,None,1153.276895500021,None,f,0.8432181000243872,1153.276895500021,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,1161.3605148000643,None,,,,,,,,,,,,,,,,,,space,new_aloud,yellow,69,130,297,1154.6888908001129,None,1154.6888908001129,None,1,5.199119199998677,1154.6888908001129,None,1159.9375231999438,None,1160.467522900086,None,1160.467522900086,None,n,0.8524184001144022,1160.467522900086,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,1165.0551090000663,None,,,,,,,,,,,,,,,,,,couch,new_aloud,yellow,70,122,70,1161.8845247998834,None,1161.8845247998834,None,1,2.083606199827045,1161.8845247998834,None,1164.0196181999054,None,1164.5419050999917,None,1164.5419050999917,None,n,0.4740624998230487,1164.5419050999917,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,1172.1219470999204,None,,,,,,,,,,,,,,,,,,trail,silent,blue,71,73,336,1165.581208199961,None,1165.581208199961,None,5,5.178879299899563,1165.581208199961,None,1170.8029074999504,None,1171.3260999000631,None,1171.3260999000631,None,f,0.7461270000785589,1171.3260999000631,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,1178.7578926999122,None,,,,,,,,,,,,,,,,,,captain,sing,red,72,10,41,1172.6352450000122,None,1172.6352450000122,None,1,4.828846499789506,1172.6352450000122,None,1177.51478759991,None,1178.0321104999166,None,1178.0321104999166,None,n,0.6958381000440568,1178.0321104999166,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,1185.0085791999009,None,,,,,,,,,,,,,,,,,,executive,aloud,yellow,73,42,122,1179.287480399944,None,1179.287480399944,None,6,3.4247667000163347,1179.287480399944,None,1182.7629784001037,None,1183.2807891000994,None,1183.2807891000994,None,r,1.7032389000523835,1183.2807891000994,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,1193.6580499000847,None,,,,,,,,,,,,,,,,,,marriage,sing,red,74,21,179,1185.533400000073,None,1185.533400000073,None,3,7.250670399982482,1185.533400000073,None,1192.8261877999175,None,1193.3495058999397,None,1193.3495058999397,None,f,0.2826735998969525,1193.3495058999397,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,1201.5999805999454,None,,,,,,,,,,,,,,,,,,principal,aloud,yellow,75,37,236,1194.1854032999836,None,1194.1854032999836,None,6,4.302627299912274,1194.1854032999836,None,1198.5452546998858,None,1199.062567600049,None,1199.062567600049,None,r,2.489391200011596,1199.062567600049,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,1205.6773256000597,None,,,,,,,,,,,,,,,,,,build,new_silent,blue,76,166,35,1202.1268015999813,None,1202.1268015999813,None,3,2.6972771999426186,1202.1268015999813,None,1204.8744385000318,None,1205.396087500034,None,1205.396087500034,None,f,0.24409419996663928,1205.396087500034,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,1209.6788480998948,None,,,,,,,,,,,,,,,,,,atmosphere,new_sing,red,77,116,12,1206.200356400106,None,1206.200356400106,None,1,2.264190300134942,1206.200356400106,None,1208.5092859999277,None,1209.0316906000953,None,1209.0316906000953,None,n,0.6166407999116927,1209.0316906000953,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,1213.2123048999347,None,,,,,,,,,,,,,,,,,,opening,new_sing,red,78,102,205,1210.2026023999788,None,1210.2026023999788,None,1,2.1094512999989092,1210.2026023999788,None,1212.353951399913,None,1212.8790512001142,None,1212.8790512001142,None,n,0.2969353999942541,1212.8790512001142,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,1219.8964037001133,None,,,,,,,,,,,,,,,,,,substance,new_silent,blue,79,171,313,1213.7354890001006,None,1213.7354890001006,None,5,4.6244775000959635,1213.7354890001006,None,1218.4138241999317,None,1218.9329506999347,None,1218.9329506999347,None,f,0.9230120999272913,1218.9329506999347,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,1225.3424643001053,None,,,,,,,,,,,,,,,,,,weather,silent,blue,80,72,352,1220.4220106001012,None,1220.4220106001012,None,3,3.9220556998625398,1220.4220106001012,None,1224.3970315000042,None,1224.9150894999038,None,1224.9150894999038,None,f,0.38887450005859137,1224.9150894999038,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
