StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,keyStudy.rt,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.2253572999034,None,dispute,aloud,yellow,46,99,336.2228496999014,None,None,336.2228496999014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.74215859989636,None,enemy,silent,blue,61,113,338.7356682000682,None,None,338.7356682000682,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.2589207999408,None,broke,silent,blue,67,32,341.258689600043,None,None,341.258689600043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.77760390006006,None,rural,aloud,yellow,39,269,343.76939380005933,None,None,343.76939380005933,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.29267699993216,None,tough,aloud,yellow,45,333,346.2778702999931,None,None,346.2778702999931,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.8088223999366,None,industry,silent,blue,60,161,348.8123488998972,None,None,348.8123488998972,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3263864000328,None,design,aloud,yellow,50,91,351.3239305000752,None,None,351.3239305000752,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.84318559989333,None,weather,silent,blue,72,352,353.8311234000139,None,None,353.8311234000139,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.3599048999604,None,tennis,sing,red,15,323,356.35135379992425,None,None,356.35135379992425,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.8773296000436,None,society,silent,blue,68,293,358.87936999998055,None,None,358.87936999998055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.3935724000912,None,engineer,silent,blue,79,114,361.3924857999664,None,None,361.3924857999664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.90952119999565,None,scene,sing,red,1,273,363.90480379993096,None,None,363.90480379993096,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.4274025999475,None,range,sing,red,16,251,366.42636379995383,None,None,366.42636379995383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.9278617000673,None,close,aloud,yellow,34,53,368.9273465999868,None,None,368.9273465999868,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.4443020001054,None,short,aloud,yellow,49,285,371.4397640998941,None,None,371.4397640998941,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.9610121001024,None,guard,sing,red,2,145,373.957346299896,None,None,373.957346299896,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.47806330001913,None,state,silent,blue,66,303,376.47367860004306,None,None,376.47367860004306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.99480849993415,None,company,aloud,yellow,48,64,378.9980099000968,None,None,378.9980099000968,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.51167439995334,None,cross,silent,blue,75,80,381.5032349000685,None,None,381.5032349000685,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.0290991999209,None,collection,aloud,yellow,35,54,384.02151170000434,None,None,384.02151170000434,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.5454082998913,None,patient,sing,red,26,213,386.54274459998123,None,None,386.54274459998123,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.0621499000117,None,reading,sing,red,25,254,389.0595641999971,None,None,389.0595641999971,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.57915670005605,None,display,aloud,yellow,30,98,391.57752800011076,None,None,391.57752800011076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0961474000942,None,marriage,sing,red,21,179,394.09549729991704,None,None,394.09549729991704,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.6127913999371,None,throw,sing,red,4,330,396.60873549990356,None,None,396.60873549990356,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.1294509000145,None,republic,aloud,yellow,40,260,399.11999629996717,None,None,399.11999629996717,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.6463542000856,None,crisis,sing,red,11,79,401.63902879995294,None,None,401.63902879995294,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.16320369997993,None,smell,aloud,yellow,36,291,404.1540614999831,None,None,404.1540614999831,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.68001000001095,None,growth,silent,blue,65,144,406.67756920005195,None,None,406.67756920005195,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.1973961000331,None,recall,sing,red,5,255,409.1960585000925,None,None,409.1960585000925,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.71431119996123,None,corner,sing,red,7,69,411.7089692999143,None,None,411.7089692999143,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.23065929999575,None,orchestra,silent,blue,84,206,414.23003010009415,None,None,414.23003010009415,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.74734020000324,None,general,silent,blue,74,135,416.74711690004915,None,None,416.74711690004915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.26451079989783,None,position,silent,blue,81,229,419.25889359996654,None,None,419.25889359996654,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.78108399990015,None,produce,aloud,yellow,57,239,421.7810541000217,None,None,421.7810541000217,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.29807769996114,None,entrance,aloud,yellow,58,115,424.28866340010427,None,None,424.28866340010427,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.8147247999441,None,split,aloud,yellow,51,299,426.8074060000945,None,None,426.8074060000945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.31529160006903,None,division,sing,red,9,101,429.31603399990126,None,None,429.31603399990126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.8318264998961,None,principal,aloud,yellow,37,236,431.83127620001324,None,None,431.83127620001324,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.34850060008466,None,native,aloud,yellow,54,199,434.3558743998874,None,None,434.3558743998874,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.86544200009666,None,mankind,silent,blue,78,178,436.86683419998735,None,None,436.86683419998735,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.3829075000249,None,sight,aloud,yellow,43,286,439.3778961999342,None,None,439.3778961999342,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.8990563999396,None,rapid,silent,blue,71,252,441.89539549988694,None,None,441.89539549988694,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.4159407999832,None,center,aloud,yellow,53,44,444.40804019989446,None,None,444.40804019989446,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.93273000000045,None,ground,sing,red,13,142,446.92921600001864,None,None,446.92921600001864,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.45017329999246,None,platform,silent,blue,62,224,449.44869240000844,None,None,449.44869240000844,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.96638070000336,None,review,aloud,yellow,31,263,451.96911570010707,None,None,451.96911570010707,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.4833382999059,None,suggestion,sing,red,27,314,454.4808231999632,None,None,454.4808231999632,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.00008290004916,None,estate,aloud,yellow,32,119,456.9976572000887,None,None,456.9976572000887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.51687659998424,None,season,silent,blue,70,277,459.51312889996916,None,None,459.51312889996916,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.03394449991174,None,sleep,silent,blue,83,290,462.02561299991794,None,None,462.02561299991794,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.55062770005316,None,public,sing,red,28,244,464.5464101000689,None,None,464.5464101000689,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.0674775999505,None,whole,sing,red,19,355,467.06224110000767,None,None,467.06224110000767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.58427629992366,None,disease,sing,red,6,97,469.5798998998944,None,None,469.5798998998944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.1010672999546,None,relation,sing,red,23,257,472.097704899963,None,None,472.097704899963,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.6178882000968,None,executive,aloud,yellow,42,122,474.6182744000107,None,None,474.6182744000107,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.13470060005784,None,harmony,sing,red,20,148,477.13516220008023,None,None,477.13516220008023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.6514280999545,None,impact,silent,blue,63,157,479.65020060003735,None,None,479.65020060003735,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.1507061000448,None,k,138.28160950005986,482.1507061000448,None,,,,,,,,,,,,,,,,,,,,,,,,,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,680.9621393000707,None,,,,,,,,,,,,,,,,,,dispute,aloud,yellow,0,46,99,620.9843369999435,None,620.9843369999435,None,3,57.031857799971476,620.9843369999435,None,678.063980499981,None,678.5812385999598,None,678.5812385999598,None,f,2.3472283000592142,678.5812385999598,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,690.2832380000036,None,,,,,,,,,,,,,,,,,,public,sing,red,1,28,244,681.4853000000585,None,681.4853000000585,None,6,6.202886499930173,681.4853000000585,None,687.7386928000487,None,688.2592281999532,None,688.2592281999532,None,r,1.996662399964407,688.2592281999532,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,700.2276133000851,None,,,,,,,,,,,,,,,,,,block,sing,red,2,0,25,690.801924899919,None,690.801924899919,None,6,6.686141799902543,690.801924899919,None,697.5433028000407,None,698.0598528999835,None,698.0598528999835,None,r,2.1403030999936163,698.0598528999835,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,708.6441927999258,None,,,,,,,,,,,,,,,,,,service,new_aloud,yellow,3,148,280,700.7530439998955,None,700.7530439998955,None,1,5.5431182000320405,700.7530439998955,None,706.3445109999739,None,706.858188000042,None,706.858188000042,None,n,1.7580540999770164,706.858188000042,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,714.6444127000868,None,,,,,,,,,,,,,,,,,,production,new_aloud,yellow,4,140,240,709.1703753001057,None,709.1703753001057,None,6,4.317846699850634,709.1703753001057,None,713.5433978999499,None,714.0658533000387,None,714.0658533000387,None,r,0.5503687998279929,714.0658533000387,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,725.960600099992,None,,,,,,,,,,,,,,,,,,prime,new_sing,red,5,109,235,715.163233499974,None,715.163233499974,None,1,8.676828399999067,715.163233499974,None,723.8890156000853,None,724.4095550000202,None,724.4095550000202,None,n,1.518570499960333,724.4095550000202,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,735.3790233000182,None,,,,,,,,,,,,,,,,,,dance,new_silent,blue,6,168,84,726.486670000013,None,726.486670000013,None,4,7.081534200115129,726.486670000013,None,733.6088292999193,None,734.1315826999489,None,734.1315826999489,None,f,1.2125647000502795,734.1315826999489,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,741.1128481000196,None,,,,,,,,,,,,,,,,,,orchestra,silent,blue,7,84,206,735.9044929000083,None,735.9044929000083,None,4,3.9036572000477463,735.9044929000083,None,739.8613495000172,None,740.3818932001013,None,740.3818932001013,None,f,0.6902562000323087,740.3818932001013,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,751.0796465000603,None,,,,,,,,,,,,,,,,,,native,aloud,yellow,8,54,199,741.6425771000795,None,741.6425771000795,None,6,7.277688300004229,741.6425771000795,None,748.9637480999809,None,749.4827403998934,None,749.4827403998934,None,r,1.5573773998767138,749.4827403998934,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,758.7968896001112,None,,,,,,,,,,,,,,,,,,division,sing,red,9,9,101,751.6060691000894,None,751.6060691000894,None,3,5.930234299972653,751.6060691000894,None,757.5794234001078,None,758.0992558998987,None,758.0992558998987,None,f,0.6691905001644045,758.0992558998987,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,766.1654081998859,None,,,,,,,,,,,,,,,,,,season,silent,blue,10,70,277,759.3213194999844,None,759.3213194999844,None,6,5.214931499911472,759.3213194999844,None,764.579432999948,None,765.1002966999076,None,765.1002966999076,None,r,1.0279594000894576,765.1002966999076,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,773.5976336998865,None,,,,,,,,,,,,,,,,,,material,new_silent,blue,11,167,182,766.6929319999181,None,766.6929319999181,None,1,2.7231956000905484,766.6929319999181,None,769.4624528998975,None,769.9893618999049,None,769.9893618999049,None,f,3.5706994000356644,769.9893618999049,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,782.2045380000491,None,,,,,,,,,,,,,,,,,,second,new_sing,red,12,92,278,774.1190518001094,None,774.1190518001094,None,5,6.081128699937835,774.1190518001094,None,780.2418992000166,None,780.765659699915,None,780.765659699915,None,f,1.4101336000021547,780.765659699915,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,788.7007323999424,None,,,,,,,,,,,,,,,,,,grade,new_silent,blue,13,175,140,782.7088870001025,None,782.7088870001025,None,1,2.6351729000452906,782.7088870001025,None,785.3947683998849,None,785.9176620000508,None,785.9176620000508,None,n,2.746482999995351,785.9176620000508,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,793.8164035000373,None,,,,,,,,,,,,,,,,,,turkey,new_aloud,yellow,14,145,342,789.2314720998984,None,789.2314720998984,None,1,3.0567165000829846,789.2314720998984,None,792.3353550999891,None,792.8548797001131,None,792.8548797001131,None,n,0.9293218001257628,792.8548797001131,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,801.0005773999728,None,,,,,,,,,,,,,,,,,,danger,new_silent,blue,15,165,85,794.3438897999004,None,794.3438897999004,None,3,4.67198590002954,794.3438897999004,None,799.0412419999484,None,799.5716105999891,None,799.5716105999891,None,f,1.3885317000094801,799.5716105999891,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,807.9991578001063,None,,,,,,,,,,,,,,,,,,force,new_aloud,yellow,16,141,131,801.5256244000047,None,801.5256244000047,None,1,3.082623199792579,801.5256244000047,None,804.6497736999299,None,805.1690138000995,None,805.1690138000995,None,n,2.7991473998408765,805.1690138000995,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,814.4345476999879,None,,,,,,,,,,,,,,,,,,safety,new_sing,red,17,113,270,808.5292062999215,None,808.5292062999215,None,1,4.10258309985511,808.5292062999215,None,812.6615526999813,None,813.1887193000875,None,813.1887193000875,None,n,1.2114598997868598,813.1887193000875,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,823.7850484000519,None,,,,,,,,,,,,,,,,,,revolution,new_silent,blue,18,159,264,814.9629965000786,None,814.9629965000786,None,4,6.989132300019264,814.9629965000786,None,821.998370599933,None,822.5264920999762,None,822.5264920999762,None,f,1.2176377000287175,822.5264920999762,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,828.6524225999601,None,,,,,,,,,,,,,,,,,,shape,aloud,yellow,19,52,282,824.3053731999826,None,824.3053731999826,None,3,3.2068311001639813,824.3053731999826,None,827.5664293000009,None,828.0851181000471,None,828.0851181000471,None,f,0.531025700038299,828.0851181000471,None,,,Color_53,001,2022_May_03_1737,ProdSingRedo,3.2.3,60.060024011551164,
