StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,40.57027189992368,None,y,5.488838799763471,40.57027189992368,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
,,,,,,,,,,,,,,ColoredTest,"['blue', 'yellow', 'red']",blue,yellow,red,46.127819099929184,None,space,132.93147210031748,46.127819099929184,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,46.127819099929184,None,46.127819099929184,None,46.127819099929184,None,181.60199650004506,None,bucket,silent,red,63,33,179.61333699990064,None,None,179.61333699990064,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.104618600104,None,phrase,sing,blue,13,220,182.1017709998414,None,None,182.1017709998414,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.6074843998067,None,property,sing,blue,3,242,184.60612720018253,None,None,184.60612720018253,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.12651359988376,None,corner,aloud,yellow,41,69,187.12005400005728,None,None,187.12005400005728,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.6454384000972,None,season,sing,blue,0,277,189.64133139979094,None,None,189.64133139979094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.16480069980025,None,rough,silent,red,62,266,192.1596331000328,None,None,192.1596331000328,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.68363469978794,None,principal,silent,red,68,236,194.67976879980415,None,None,194.67976879980415,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.20316730020568,None,birth,aloud,yellow,39,22,197.19715180015191,None,None,197.19715180015191,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.7241994999349,None,ground,sing,blue,7,142,199.72107770014554,None,None,199.72107770014554,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.2419086000882,None,afternoon,silent,red,84,3,202.2375171999447,None,None,202.2375171999447,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.76081709982827,None,owner,silent,red,64,208,204.75440109986812,None,None,204.75440109986812,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.27970169996843,None,contract,aloud,yellow,43,68,207.27652129996568,None,None,207.27652129996568,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.7981036999263,None,fellow,silent,red,80,126,209.79423000011593,None,None,209.79423000011593,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.31822879984975,None,suspect,silent,red,81,318,212.31295480020344,None,None,212.31295480020344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.83737620012835,None,brilliant,sing,blue,22,30,214.8351233000867,None,None,214.8351233000867,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.3568970002234,None,balance,aloud,yellow,54,17,217.35227329982445,None,None,217.35227329982445,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.85859629977494,None,court,aloud,yellow,49,75,219.85721709998325,None,None,219.85721709998325,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.3783007999882,None,stranger,aloud,yellow,52,309,222.3801158000715,None,None,222.3801158000715,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.8975960998796,None,health,silent,red,78,149,224.8931081998162,None,None,224.8931081998162,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.41707309987396,None,weight,aloud,yellow,33,353,227.4133708998561,None,None,227.4133708998561,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color20,001,2021_Nov_08_1414,ProdSingRedo,3.2.3,60.41817851238902,
