StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.478029299993068,None,y,2.7208797996863723,16.478029299993068,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color24,001,2021_Nov_10_1824,ProdSingRedo,3.2.3,59.997216052100654,
,,,,,,,,,,,,,,ColoredTest,"['yellow', 'red', 'blue']",yellow,red,blue,19.254684700164944,None,space,399.2661387999542,19.254684700164944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color24,001,2021_Nov_10_1824,ProdSingRedo,3.2.3,59.997216052100654,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,19.254684700164944,None,19.254684700164944,None,19.254684700164944,None,421.06828220002353,None,bureau,aloud,red,39,37,419.07812590012327,None,None,419.07812590012327,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color24,001,2021_Nov_10_1824,ProdSingRedo,3.2.3,59.997216052100654,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.5860195001587,None,research,sing,yellow,10,261,421.5865758000873,None,None,421.5865758000873,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color24,001,2021_Nov_10_1824,ProdSingRedo,3.2.3,59.997216052100654,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.10275720013306,None,state,sing,yellow,7,303,424.0971546000801,None,None,424.0971546000801,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color24,001,2021_Nov_10_1824,ProdSingRedo,3.2.3,59.997216052100654,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.6197691000998,None,afternoon,aloud,red,35,3,426.6171643999405,None,None,426.6171643999405,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color24,001,2021_Nov_10_1824,ProdSingRedo,3.2.3,59.997216052100654,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.1384801999666,None,management,sing,yellow,8,177,429.1354549000971,None,None,429.1354549000971,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color24,001,2021_Nov_10_1824,ProdSingRedo,3.2.3,59.997216052100654,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.65371169988066,None,light,aloud,red,43,171,431.6494562001899,None,None,431.6494562001899,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color24,001,2021_Nov_10_1824,ProdSingRedo,3.2.3,59.997216052100654,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.1701549999416,None,figure,sing,yellow,22,128,434.1705042999238,None,None,434.1705042999238,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color24,001,2021_Nov_10_1824,ProdSingRedo,3.2.3,59.997216052100654,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.6870174999349,None,welcome,aloud,red,30,354,436.6834244001657,None,None,436.6834244001657,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color24,001,2021_Nov_10_1824,ProdSingRedo,3.2.3,59.997216052100654,
