StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,keyStudy.rt,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,148,0,148,0,,,,,,,,,,,,,,,,,,,,,,,,1717.9696708999109,None,,,,,,,,,,,,,,,,,,subject,new_c,white,148,166,312,1714.8668174999766,None,1714.8668174999766,None,3,1.3612420000135899,1714.8668174999766,None,1716.2619151999243,None,1716.7761681000702,None,1716.7761681000702,None,f,1.1648572999984026,1716.7761681000702,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,149,0,149,0,,,,,,,,,,,,,,,,,,,,,,,,1721.25222819997,None,,,,,,,,,,,,,,,,,,balance,sing,white,149,8,17,1718.4967916000169,None,1718.4967916000169,None,5,1.883719300152734,1718.4967916000169,None,1720.4382559999358,None,1720.9557167999446,None,1720.9557167999446,None,f,0.27270940016023815,1720.9557167999446,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,150,0,150,0,,,,,,,,,,,,,,,,,,,,,,,,1724.0779490999412,None,,,,,,,,,,,,,,,,,,mankind,new_a,white,150,109,178,1721.7820180999115,None,1721.7820180999115,None,1,1.4143942000810057,1721.7820180999115,None,1723.2561653999146,None,1723.7733737998642,None,1723.7733737998642,None,n,0.2788732999470085,1723.7733737998642,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,151,0,151,0,,,,,,,,,,,,,,,,,,,,,,,,1726.836137499893,None,,,,,,,,,,,,,,,,,,universal,silent,white,151,81,345,1724.5936326999217,None,1724.5936326999217,None,6,1.2429210001137108,1724.5936326999217,None,1725.880741900066,None,1726.4099292000756,None,1726.4099292000756,None,f,0.3866596999578178,1726.4099292000756,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,152,0,152,0,,,,,,,,,,,,,,,,,,,,,,,,1729.6523676998913,None,,,,,,,,,,,,,,,,,,capital,silent,white,152,74,40,1727.3667178000323,None,1727.3667178000323,None,6,1.5100157998967916,1727.3667178000323,None,1728.9121932999697,None,1729.4464350999333,None,1729.4464350999333,None,f,0.18200040003284812,1729.4464350999333,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,153,0,153,0,,,,,,,,,,,,,,,,,,,,,,,,1733.2073127999902,None,,,,,,,,,,,,,,,,,,series,aloud,white,153,59,279,1730.1752583000343,None,1730.1752583000343,None,4,1.597216400085017,1730.1752583000343,None,1731.8137435999233,None,1732.3358467998914,None,1732.3358467998914,None,f,0.8367021000012755,1732.3358467998914,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,154,0,154,0,,,,,,,,,,,,,,,,,,,,,,,,1738.1215311000124,None,,,,,,,,,,,,,,,,,,sleep,aloud,white,154,31,290,1733.7123604998924,None,1733.7123604998924,None,5,2.860161100048572,1733.7123604998924,None,1736.6128291999921,None,1737.1358886999078,None,1737.1358886999078,None,f,0.9568839999847114,1737.1358886999078,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,155,0,155,0,,,,,,,,,,,,,,,,,,,,,,,,1743.0546563998796,None,,,,,,,,,,,,,,,,,,beginning,sing,white,155,26,19,1738.650848600082,None,1738.650848600082,None,3,1.9456680000294,1738.650848600082,None,1740.6572719998658,None,1741.1745978998952,None,1741.1745978998952,None,f,1.8541002999991179,1741.1745978998952,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,156,0,156,0,,,,,,,,,,,,,,,,,,,,,,,,1746.0386997000314,None,,,,,,,,,,,,,,,,,,budget,new_b,white,156,129,34,1743.5783530999906,None,1743.5783530999906,None,4,1.3780869001057,1743.5783530999906,None,1745.009833799908,None,1745.52642140002,None,1745.52642140002,None,n,0.486186700174585,1745.52642140002,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,157,0,157,0,,,,,,,,,,,,,,,,,,,,,,,,1752.6897593000904,None,,,,,,,,,,,,,,,,,,phrase,new_b,white,157,135,220,1746.5649995000567,None,1746.5649995000567,None,4,4.15935490000993,1746.5649995000567,None,1750.7696696999483,None,1751.2928597000428,None,1751.2928597000428,None,n,1.3596586999483407,1751.2928597000428,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,158,0,158,0,,,,,,,,,,,,,,,,,,,,,,,,1756.1380664999597,None,,,,,,,,,,,,,,,,,,interior,new_b,white,158,137,164,1753.2115263000596,None,1753.2115263000596,None,5,1.8657240001484752,1753.2115263000596,None,1755.1173207999673,None,1755.638379599899,None,1755.638379599899,None,f,0.47004740010015666,1755.638379599899,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,159,0,159,0,,,,,,,,,,,,,,,,,,,,,,,,1759.3891698999796,None,,,,,,,,,,,,,,,,,,weather,sing,white,159,19,352,1756.663810600061,None,1756.663810600061,None,4,1.3968718000687659,1756.663810600061,None,1758.1001228999812,None,1758.629729700042,None,1758.629729700042,None,f,0.7269181001465768,1758.629729700042,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,160,0,160,0,,,,,,,,,,,,,,,,,,,,,,,,1762.354272400029,None,,,,,,,,,,,,,,,,,,shear,new_c,white,160,173,283,1759.9135924999136,None,1759.9135924999136,None,1,1.4109790998045355,1759.9135924999136,None,1761.3725833999924,None,1761.8915273998864,None,1761.8915273998864,None,n,0.4248768000397831,1761.8915273998864,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,161,0,161,0,,,,,,,,,,,,,,,,,,,,,,,,1765.7566432999447,None,,,,,,,,,,,,,,,,,,dozen,aloud,white,161,57,102,1762.8806159000378,None,1762.8806159000378,None,6,1.555744299897924,1762.8806159000378,None,1764.4837911999784,None,1765.0067417998798,None,1765.0067417998798,None,f,0.7178776999935508,1765.0067417998798,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,162,0,162,0,,,,,,,,,,,,,,,,,,,,,,,,1769.0712498000357,None,,,,,,,,,,,,,,,,,,watch,sing,white,162,22,351,1766.2797010999639,None,1766.2797010999639,None,3,1.6927108999807388,1766.2797010999639,None,1768.017917699879,None,1768.5439726000186,None,1768.5439726000186,None,n,0.49258399987593293,1768.5439726000186,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,163,0,163,0,,,,,,,,,,,,,,,,,,,,,,,,1774.0386318999808,None,,,,,,,,,,,,,,,,,,machinery,aloud,white,163,42,175,1769.601508300053,None,1769.601508300053,None,5,2.0749010001309216,1769.601508300053,None,1771.7177822000813,None,1772.2453876999207,None,1772.2453876999207,None,f,1.7672868000809103,1772.2453876999207,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,164,0,164,0,,,,,,,,,,,,,,,,,,,,,,,,1778.2630455000326,None,,,,,,,,,,,,,,,,,,company,aloud,white,164,34,64,1774.568820900051,None,1774.568820900051,None,4,1.9156865999102592,1774.568820900051,None,1776.5396535999607,None,1777.0622302999254,None,1777.0622302999254,None,n,1.173879100009799,1777.0622302999254,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,165,0,165,0,,,,,,,,,,,,,,,,,,,,,,,,1783.2820323000196,None,,,,,,,,,,,,,,,,,,health,new_c,white,165,156,149,1778.7651452999562,None,1778.7651452999562,None,4,3.0873587999958545,1778.7651452999562,None,1781.9041244999971,None,1782.423926499905,None,1782.423926499905,None,f,0.8284655001480132,1782.423926499905,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,166,0,166,0,,,,,,,,,,,,,,,,,,,,,,,,1787.7610269000288,None,,,,,,,,,,,,,,,,,,dance,silent,white,166,73,84,1783.8003600998782,None,1783.8003600998782,None,2,2.228673300007358,1783.8003600998782,None,1786.0749278999865,None,1786.5905071999878,None,1786.5905071999878,None,n,1.125989600084722,1786.5905071999878,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,167,0,167,0,,,,,,,,,,,,,,,,,,,,,,,,1791.1227994998917,None,,,,,,,,,,,,,,,,,,member,aloud,white,167,38,188,1788.2923248999286,None,1788.2923248999286,None,4,1.3840189001057297,1788.2923248999286,None,1789.7199699999765,None,1790.2449187999591,None,1790.2449187999591,None,f,0.8474525997880846,1790.2449187999591,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,168,0,168,0,,,,,,,,,,,,,,,,,,,,,,,,1793.8811000999995,None,,,,,,,,,,,,,,,,,,account,sing,white,168,3,1,1791.6519116000272,None,1791.6519116000272,None,3,1.392530299955979,1791.6519116000272,None,1793.0901563998777,None,1793.5995716000907,None,1793.5995716000907,None,f,0.2525106000248343,1793.5995716000907,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,169,0,169,0,,,,,,,,,,,,,,,,,,,,,,,,1797.474079299951,None,,,,,,,,,,,,,,,,,,benefit,silent,white,169,66,20,1794.3982474999502,None,1794.3982474999502,None,3,1.4380099000409245,1794.3982474999502,None,1795.873985900078,None,1796.3963880999945,None,1796.3963880999945,None,f,1.0480880998075008,1796.3963880999945,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,170,0,170,0,,,,,,,,,,,,,,,,,,,,,,,,1800.0730828000233,None,,,,,,,,,,,,,,,,,,novel,new_a,white,170,100,202,1797.9960368000902,None,1797.9960368000902,None,3,1.184544200077653,1797.9960368000902,None,1799.2202765999828,None,1799.7437668000348,None,1799.7437668000348,None,n,0.2926936000585556,1799.7437668000348,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,171,0,171,0,,,,,,,,,,,,,,,,,,,,,,,,1805.3581586999353,None,,,,,,,,,,,,,,,,,,damage,new_a,white,171,105,83,1800.6010990000796,None,1800.6010990000796,None,1,1.9314945000223815,1800.6010990000796,None,1802.5763816998806,None,1803.0928458999842,None,1803.0928458999842,None,n,2.231591399991885,1803.0928458999842,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,172,0,172,0,,,,,,,,,,,,,,,,,,,,,,,,1808.291836899938,None,,,,,,,,,,,,,,,,,,treatment,silent,white,172,69,339,1805.8828986999579,None,1805.8828986999579,None,2,1.465574499918148,1805.8828986999579,None,1807.3865541999694,None,1807.9189706000034,None,1807.9189706000034,None,n,0.34152689995244145,1807.9189706000034,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,173,0,173,0,,,,,,,,,,,,,,,,,,,,,,,,1811.9914367999882,None,,,,,,,,,,,,,,,,,,instrument,silent,white,173,75,163,1808.8188483000267,None,1808.8188483000267,None,4,2.321544900070876,1808.8188483000267,None,1811.1826937999576,None,1811.7021985999309,None,1811.7021985999309,None,f,0.25420670001767576,1811.7021985999309,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,174,0,174,0,,,,,,,,,,,,,,,,,,,,,,,,1814.941707599908,None,,,,,,,,,,,,,,,,,,write,sing,white,174,14,358,1812.5180343999527,None,1812.5180343999527,None,2,0.8384529000613838,1812.5180343999527,None,1813.405083999969,None,1813.9255335000344,None,1813.9255335000344,None,n,0.9828765999991447,1813.9255335000344,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,175,0,175,0,,,,,,,,,,,,,,,,,,,,,,,,1818.5361267998815,None,,,,,,,,,,,,,,,,,,listen,new_a,white,175,98,172,1815.4676866000518,None,1815.4676866000518,None,2,1.0966948000714183,1815.4676866000518,None,1816.591323300032,None,1817.10121169989,None,1817.10121169989,None,n,1.399467500159517,1817.10121169989,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,176,0,176,0,,,,,,,,,,,,,,,,,,,,,,,,1823.4681726999115,None,,,,,,,,,,,,,,,,,,title,new_b,white,176,147,331,1819.061641599983,None,1819.061641599983,None,5,2.158826499944553,1819.061641599983,None,1821.2696674999315,None,1821.7888615999836,None,1821.7888615999836,None,f,1.6471660998649895,1821.7888615999836,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,177,0,177,0,,,,,,,,,,,,,,,,,,,,,,,,1826.7001149000134,None,,,,,,,,,,,,,,,,,,smell,sing,white,177,24,291,1823.9833207000047,None,1823.9833207000047,None,6,1.493130899965763,1823.9833207000047,None,1825.5206633000635,None,1826.0399585000705,None,1826.0399585000705,None,f,0.6205213000066578,1826.0399585000705,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,178,0,178,0,,,,,,,,,,,,,,,,,,,,,,,,1829.7273806000594,None,,,,,,,,,,,,,,,,,,motion,new_b,white,178,124,194,1827.2164559999947,None,1827.2164559999947,None,3,1.6918995999731123,1827.2164559999947,None,1828.9528212998994,None,1829.4728890000843,None,1829.4728890000843,None,f,0.2195625000167638,1829.4728890000843,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,179,0,179,0,,,,,,,,,,,,,,,,,,,,,,,,1834.2466617000755,None,,,,,,,,,,,,,,,,,,curve,aloud,white,179,51,82,1830.2505121000577,None,1830.2505121000577,None,3,2.1299302999395877,1830.2505121000577,None,1832.4282819998916,None,1832.9486034999136,None,1832.9486034999136,None,n,1.2639370998367667,1832.9486034999136,None,,,NC_56,001,2022_May_05_1249,ProdSingRedo,3.2.3,59.98318069978884,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834.7520778998733,None,,,,,,,
