StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,24.9271706007421,None,y,2.234163999557495,24.9271706007421,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color36,001,2022_Apr_18_1457,ProdSingRedo,3.2.3,59.8937967102657,
,,,,,,,,,,,,,,ColoredTest,"['red', 'yellow', 'blue']",red,yellow,blue,27.19352040067315,None,space,270.1435279008001,27.19352040067315,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color36,001,2022_Apr_18_1457,ProdSingRedo,3.2.3,59.8937967102657,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,27.19352040067315,None,27.19352040067315,None,27.19352040067315,None,299.8810299001634,None,public,aloud,yellow,37,244,297.8934799991548,None,None,297.8934799991548,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color36,001,2022_Apr_18_1457,ProdSingRedo,3.2.3,59.8937967102657,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.4002381991595,None,phrase,sing,red,15,220,300.39837170019746,None,None,300.39837170019746,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color36,001,2022_Apr_18_1457,ProdSingRedo,3.2.3,59.8937967102657,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.91979599930346,None,community,silent,blue,73,63,302.9285195991397,None,None,302.9285195991397,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color36,001,2022_Apr_18_1457,ProdSingRedo,3.2.3,59.8937967102657,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.4387289006263,None,sound,aloud,yellow,40,295,305.4343321993947,None,None,305.4343321993947,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color36,001,2022_Apr_18_1457,ProdSingRedo,3.2.3,59.8937967102657,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.95856880024076,None,accident,sing,red,2,0,307.95387060008943,None,None,307.95387060008943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color36,001,2022_Apr_18_1457,ProdSingRedo,3.2.3,59.8937967102657,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.47709410078824,None,conference,sing,red,8,66,310.47474999912083,None,None,310.47474999912083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color36,001,2022_Apr_18_1457,ProdSingRedo,3.2.3,59.8937967102657,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.9962349999696,None,beginning,sing,red,0,19,312.99605550058186,None,None,312.99605550058186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color36,001,2022_Apr_18_1457,ProdSingRedo,3.2.3,59.8937967102657,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.5154381990433,None,height,sing,red,24,152,315.5152074005455,None,None,315.5152074005455,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color36,001,2022_Apr_18_1457,ProdSingRedo,3.2.3,59.8937967102657,
