StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,305.5924086999148,None,y,8.200497899204493,305.5924086999148,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
,,,,,,,,,,,,,,ColoredTest,"['yellow', 'red', 'blue']",yellow,red,blue,313.8579788990319,None,space,816.557289801538,313.8579788990319,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,313.8579788990319,None,313.8579788990319,None,313.8579788990319,None,1132.9714489988983,None,suggestion,sing,yellow,18,314,1130.965432599187,None,None,1130.965432599187,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.4870093986392,None,minute,aloud,red,52,192,1133.4829372987151,None,None,1133.4829372987151,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137.9864010997117,None,treatment,silent,blue,75,339,1135.985848698765,None,None,1135.985848698765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.503221899271,None,scale,sing,yellow,1,272,1138.5005727987736,None,None,1138.5005727987736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.0200434997678,None,degree,silent,blue,66,89,1141.0156362988055,None,None,1141.0156362988055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.536915499717,None,story,sing,yellow,14,306,1143.5388453993946,None,None,1143.5388453993946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.053650898859,None,article,aloud,red,49,11,1146.0491981003433,None,None,1146.0491981003433,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.5704535990953,None,partner,sing,yellow,6,211,1148.5708678998053,None,None,1148.5708678998053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153.0873130001128,None,employment,aloud,red,30,111,1151.0864971000701,None,None,1151.0864971000701,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155.6044021993876,None,running,aloud,red,51,268,1153.6041019000113,None,None,1153.6041019000113,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158.1200321987271,None,discovery,silent,blue,61,95,1156.1315639987588,None,None,1156.1315639987588,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.6378274988383,None,cousin,aloud,red,53,76,1158.635334899649,None,None,1158.635334899649,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.154148299247,None,salary,sing,yellow,4,271,1161.1415966004133,None,None,1161.1415966004133,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165.6700924001634,None,watch,silent,blue,80,351,1163.6682554986328,None,None,1163.6682554986328,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168.1716353986412,None,ground,silent,blue,70,142,1166.172387599945,None,None,1166.172387599945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.688508398831,None,broad,sing,yellow,3,31,1168.6952325999737,None,None,1168.6952325999737,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.2053126990795,None,problem,silent,blue,69,238,1171.204955900088,None,None,1171.204955900088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color31,001,2022_Apr_01_1049,ProdSingRedo,3.2.3,59.98332487182604,
