StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,152,0,152,0,,,,,,,,,,,,,,,,,,,,,,,,2186.975229,None,,,,,,,,,,,,,,,,,voice,silent,white,152,73,348,2185.166547,None,2185.166547,None,4,1.1893629,2185.166547,None,2186.397722,None,2186.911347,None,2186.911347,None,r,0.0206771,2186.911347,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,153,0,153,0,,,,,,,,,,,,,,,,,,,,,,,,2189.442403,None,,,,,,,,,,,,,,,,,opening,new_b,white,153,141,205,2187.497907,None,2187.497907,None,1,0.9701536,2187.497907,None,2188.510419,None,2189.022568,None,2189.022568,None,n,0.3894448,2189.022568,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,154,0,154,0,,,,,,,,,,,,,,,,,,,,,,,,2195.34268,None,,,,,,,,,,,,,,,,,leader,aloud,white,154,47,168,2189.973079,None,2189.973079,None,5,4.094779,2189.973079,None,2194.100094,None,2194.612055,None,2194.612055,None,n,0.6959292,2194.612055,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,155,0,155,0,,,,,,,,,,,,,,,,,,,,,,,,2197.92724,None,,,,,,,,,,,,,,,,,bicycle,aloud,white,155,58,21,2195.872281,None,2195.872281,None,1,0.947787,2195.872281,None,2196.877049,None,2197.396515,None,2197.396515,None,n,0.49552,2197.396515,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,156,0,156,0,,,,,,,,,,,,,,,,,,,,,,,,2202.543827,None,,,,,,,,,,,,,,,,,afternoon,aloud,white,156,49,3,2198.453398,None,2198.453398,None,6,1.7984782,2198.453398,None,2200.293981,None,2200.817809,None,2200.817809,None,r,1.6986344,2200.817809,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,157,0,157,0,,,,,,,,,,,,,,,,,,,,,,,,2205.220095,None,,,,,,,,,,,,,,,,,fight,new_c,white,157,174,127,2203.068344,None,2203.068344,None,3,1.4645322,2203.068344,None,2204.572349,None,2205.087698,None,2205.087698,None,f,0.1080179,2205.087698,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,158,0,158,0,,,,,,,,,,,,,,,,,,,,,,,,2207.918038,None,,,,,,,,,,,,,,,,,distance,new_b,white,158,137,100,2205.758566,None,2205.758566,None,3,1.4053021,2205.758566,None,2207.198652,None,2207.701452,None,2207.701452,None,f,0.1903641,2207.701452,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,159,0,159,0,,,,,,,,,,,,,,,,,,,,,,,,2210.376307,None,,,,,,,,,,,,,,,,,range,new_b,white,159,143,251,2208.437401,None,2208.437401,None,5,1.0952375,2208.437401,None,2209.57475,None,2210.09861,None,2210.09861,None,f,0.2414876,2210.09861,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,160,0,160,0,,,,,,,,,,,,,,,,,,,,,,,,2212.760852,None,,,,,,,,,,,,,,,,,guide,aloud,white,160,46,147,2210.898628,None,2210.898628,None,1,0.993557,2210.898628,None,2211.939465,None,2212.462282,None,2212.462282,None,f,0.2617821,2212.462282,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,161,0,161,0,,,,,,,,,,,,,,,,,,,,,,,,2215.267882,None,,,,,,,,,,,,,,,,,working,silent,white,161,84,357,2213.290159,None,2213.290159,None,2,1.1784486,2213.290159,None,2214.519551,None,2215.044481,None,2215.044481,None,f,0.1992744,2215.044481,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,162,0,162,0,,,,,,,,,,,,,,,,,,,,,,,,2217.445243,None,,,,,,,,,,,,,,,,,measure,new_b,white,162,129,184,2215.784781,None,2215.784781,None,4,1.0352767,2215.784781,None,2216.861194,None,2217.384312,None,2217.384312,None,n,0.0360068,2217.384312,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,163,0,163,0,,,,,,,,,,,,,,,,,,,,,,,,2219.577729,None,,,,,,,,,,,,,,,,,object,new_a,white,163,108,204,2217.971056,None,2217.971056,None,5,0.9769955,2217.971056,None,2218.992029,None,2219.515477,None,2219.515477,None,n,0.032523,2219.515477,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,164,0,164,0,,,,,,,,,,,,,,,,,,,,,,,,2222.734993,None,,,,,,,,,,,,,,,,,emergency,new_a,white,164,115,110,2220.104485,None,2220.104485,None,4,2.0434528,2220.104485,None,2222.186715,None,2222.688612,None,2222.688612,None,n,0.0191434,2222.688612,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,165,0,165,0,,,,,,,,,,,,,,,,,,,,,,,,2225.412821,None,,,,,,,,,,,,,,,,,disease,aloud,white,165,56,97,2223.235588,None,2223.235588,None,6,1.2082947,2223.235588,None,2224.481982,None,2225.004962,None,2225.004962,None,f,0.367164,2225.004962,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,166,0,166,0,,,,,,,,,,,,,,,,,,,,,,,,2229.754139,None,,,,,,,,,,,,,,,,,design,sing,white,166,21,91,2225.944642,None,2225.944642,None,6,2.9155036,2225.944642,None,2228.913054,None,2229.429773,None,2229.429773,None,f,0.2941112,2229.429773,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,167,0,167,0,,,,,,,,,,,,,,,,,,,,,,,,2232.128258,None,,,,,,,,,,,,,,,,,growth,new_c,white,167,171,144,2230.290145,None,2230.290145,None,6,1.049959,2230.290145,None,2231.389152,None,2231.917601,None,2231.917601,None,f,0.1829557,2231.917601,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,168,0,168,0,,,,,,,,,,,,,,,,,,,,,,,,2235.728588,None,,,,,,,,,,,,,,,,,citizen,new_a,white,168,101,50,2232.657412,None,2232.657412,None,4,2.3147958,2232.657412,None,2235.037354,None,2235.550312,None,2235.550312,None,f,0.1418181,2235.550312,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,169,0,169,0,,,,,,,,,,,,,,,,,,,,,,,,2238.379216,None,,,,,,,,,,,,,,,,,commercial,sing,white,169,11,61,2236.268403,None,2236.268403,None,6,1.3519487,2236.268403,None,2237.657163,None,2238.187777,None,2238.187777,None,f,0.1523327,2238.187777,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,170,0,170,0,,,,,,,,,,,,,,,,,,,,,,,,2241.004768,None,,,,,,,,,,,,,,,,,murder,aloud,white,170,32,195,2238.905788,None,2238.905788,None,6,1.3463576,2238.905788,None,2240.293579,None,2240.816423,None,2240.816423,None,f,0.1554539,2240.816423,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,171,0,171,0,,,,,,,,,,,,,,,,,,,,,,,,2243.831707,None,,,,,,,,,,,,,,,,,carry,silent,white,171,89,43,2241.522125,None,2241.522125,None,1,1.0658714,2241.522125,None,2242.629727,None,2243.147399,None,2243.147399,None,n,0.6488152,2243.147399,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,172,0,172,0,,,,,,,,,,,,,,,,,,,,,,,,2249.17658,None,,,,,,,,,,,,,,,,,profession,aloud,white,172,50,241,2244.36455,None,2244.36455,None,4,3.5757782,2244.36455,None,2247.996392,None,2248.51544,None,2248.51544,None,n,0.6326109,2248.51544,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,173,0,173,0,,,,,,,,,,,,,,,,,,,,,,,,2251.98048,None,,,,,,,,,,,,,,,,,permit,new_b,white,173,144,218,2249.705328,None,2249.705328,None,1,1.6587509,2249.705328,None,2251.401004,None,2251.912841,None,2251.912841,None,n,0.0272212,2251.912841,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,174,0,174,0,,,,,,,,,,,,,,,,,,,,,,,,2254.597357,None,,,,,,,,,,,,,,,,,ground,new_b,white,174,123,142,2252.512471,None,2252.512471,None,2,1.0035844,2252.512471,None,2253.551917,None,2254.065799,None,2254.065799,None,f,0.5062964,2254.065799,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,175,0,175,0,,,,,,,,,,,,,,,,,,,,,,,,2258.205946,None,,,,,,,,,,,,,,,,,break,new_c,white,175,153,26,2255.127442,None,2255.127442,None,4,1.5167513,2255.127442,None,2256.697999,None,2257.216744,None,2257.216744,None,f,0.963108,2257.216744,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,176,0,176,0,,,,,,,,,,,,,,,,,,,,,,,,2261.384334,None,,,,,,,,,,,,,,,,,orchestra,new_a,white,176,97,206,2258.726054,None,2258.726054,None,1,1.0220299,2258.726054,None,2259.795728,None,2260.316561,None,2260.316561,None,n,1.0395146,2260.316561,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,177,0,177,0,,,,,,,,,,,,,,,,,,,,,,,,2265.247405,None,,,,,,,,,,,,,,,,,charter,new_a,white,177,109,47,2261.911236,None,2261.911236,None,5,2.4126809,2261.911236,None,2264.365158,None,2264.884286,None,2264.884286,None,n,0.3362888,2264.884286,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,178,0,178,0,,,,,,,,,,,,,,,,,,,,,,,,2268.938897,None,,,,,,,,,,,,,,,,,congress,silent,white,178,72,67,2265.775125,None,2265.775125,None,3,2.2527941,2265.775125,None,2268.06844,None,2268.573183,None,2268.573183,None,n,0.3426362,2268.573183,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,179,0,179,0,,,,,,,,,,,,,,,,,,,,,,,,2271.757774,None,,,,,,,,,,,,,,,,,skill,silent,white,179,78,289,2269.450897,None,2269.450897,None,6,1.3771666,2269.450897,None,2270.876842,None,2271.38857,None,2271.38857,None,n,0.3434074,2271.38857,None,,,NC14b,1,2021_Nov_11_1113,ProdSingRedo,3.2.3,59.72263601
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272.2734,None,,,,,,
