StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,keyCondition.keys,keyCondition.rt,Condition,stim_colors,color_sing,color_aloud,color_silent,keyWelcome.keys,keyWelcome.rt,study_word,study_type,study_color,study_num,study_word_num,keyStudy.keys,key_resp_3.keys,key_resp_3.rt,testWord,testType,testColor,testN,test_num,test_word_num,keyConf.keys,keyConf.rt,keyRKN.keys,keyRKN.rt,date,frameRate,expName,session,participant,
,,,,,,,,n,2.79509580001,,,,,,,,,,,,,,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
,,,,,,,,,,NeutralTest,"['yellow', 'blue', 'red']",yellow,blue,red,space,266.7776278,,,,,,,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
0,0,0,0,,,,,,,,,,,,,,murder,aloud,blue,41,195,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
1,0,1,0,,,,,,,,,,,,,,military,sing,yellow,28,190,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
2,0,2,0,,,,,,,,,,,,,,distance,aloud,blue,32,100,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
3,0,3,0,,,,,,,,,,,,,,object,silent,red,72,204,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
4,0,4,0,,,,,,,,,,,,,,broad,aloud,blue,38,31,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
5,0,5,0,,,,,,,,,,,,,,front,silent,red,73,134,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
6,0,6,0,,,,,,,,,,,,,,fellow,aloud,blue,54,126,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
7,0,7,0,,,,,,,,,,,,,,present,sing,yellow,15,231,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
8,0,8,0,,,,,,,,,,,,,,sleep,aloud,blue,33,290,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
9,0,9,0,,,,,,,,,,,,,,staff,aloud,blue,40,301,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
10,0,10,0,,,,,,,,,,,,,,escape,silent,red,87,118,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
11,0,11,0,,,,,,,,,,,,,,strength,sing,yellow,13,310,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
12,0,12,0,,,,,,,,,,,,,,raise,sing,yellow,14,250,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
13,0,13,0,,,,,,,,,,,,,,empty,silent,red,88,112,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
14,0,14,0,,,,,,,,,,,,,,division,silent,red,76,101,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
15,0,15,0,,,,,,,,,,,,,,trial,aloud,blue,57,341,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
16,0,16,0,,,,,,,,,,,,,,science,sing,yellow,4,275,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
17,0,17,0,,,,,,,,,,,,,,thick,sing,yellow,24,327,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
18,0,18,0,,,,,,,,,,,,,,population,aloud,blue,44,227,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
19,0,19,0,,,,,,,,,,,,,,expansion,silent,red,69,123,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
20,0,20,0,,,,,,,,,,,,,,employment,silent,red,66,111,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
21,0,21,0,,,,,,,,,,,,,,people,aloud,blue,50,216,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
22,0,22,0,,,,,,,,,,,,,,captain,silent,red,68,41,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
23,0,23,0,,,,,,,,,,,,,,profession,aloud,blue,51,241,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
24,0,24,0,,,,,,,,,,,,,,executive,sing,yellow,1,122,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
25,0,25,0,,,,,,,,,,,,,,equipment,sing,yellow,29,116,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
26,0,26,0,,,,,,,,,,,,,,thing,aloud,blue,31,328,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
27,0,27,0,,,,,,,,,,,,,,little,aloud,blue,55,174,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
28,0,28,0,,,,,,,,,,,,,,interior,aloud,blue,56,164,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
29,0,29,0,,,,,,,,,,,,,,incident,sing,yellow,19,158,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
30,0,30,0,,,,,,,,,,,,,,reading,sing,yellow,20,254,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
31,0,31,0,,,,,,,,,,,,,,permit,aloud,blue,46,218,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
32,0,32,0,,,,,,,,,,,,,,express,silent,red,80,124,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
33,0,33,0,,,,,,,,,,,,,,candidate,silent,red,84,39,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
34,0,34,0,,,,,,,,,,,,,,scene,sing,yellow,7,273,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
35,0,35,0,,,,,,,,,,,,,,provision,aloud,blue,53,243,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
36,0,36,0,,,,,,,,,,,,,,spoke,silent,red,81,300,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
37,0,37,0,,,,,,,,,,,,,,guest,silent,red,85,146,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
38,0,38,0,,,,,,,,,,,,,,service,silent,red,71,280,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
39,0,39,0,,,,,,,,,,,,,,addition,silent,red,63,2,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
40,0,40,0,,,,,,,,,,,,,,edition,sing,yellow,3,107,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
41,0,41,0,,,,,,,,,,,,,,opening,sing,yellow,12,205,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
42,0,42,0,,,,,,,,,,,,,,instrument,silent,red,82,163,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
43,0,43,0,,,,,,,,,,,,,,judge,aloud,blue,42,166,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
44,0,44,0,,,,,,,,,,,,,,republic,aloud,blue,35,260,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
45,0,45,0,,,,,,,,,,,,,,husband,aloud,blue,45,156,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
46,0,46,0,,,,,,,,,,,,,,smell,aloud,blue,47,291,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
47,0,47,0,,,,,,,,,,,,,,skill,silent,red,65,289,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
48,0,48,0,,,,,,,,,,,,,,brilliant,sing,yellow,10,30,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
49,0,49,0,,,,,,,,,,,,,,country,aloud,blue,43,73,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
50,0,50,0,,,,,,,,,,,,,,master,sing,yellow,26,180,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
51,0,51,0,,,,,,,,,,,,,,agency,silent,red,64,4,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
52,0,52,0,,,,,,,,,,,,,,color,sing,yellow,25,56,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
53,0,53,0,,,,,,,,,,,,,,death,silent,red,74,86,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
54,0,54,0,,,,,,,,,,,,,,build,sing,yellow,5,35,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
55,0,55,0,,,,,,,,,,,,,,burden,sing,yellow,9,36,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
56,0,56,0,,,,,,,,,,,,,,south,aloud,blue,58,296,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
57,0,57,0,,,,,,,,,,,,,,principal,silent,red,79,236,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
58,0,58,0,,,,,,,,,,,,,,notice,sing,yellow,27,201,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
59,0,59,0,,,,,,,,,,,,,,accident,silent,red,61,0,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
60,0,60,0,,,,,,,,,,,,,,error,aloud,blue,36,117,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
61,0,61,0,,,,,,,,,,,,,,recall,sing,yellow,22,255,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
62,0,62,0,,,,,,,,,,,,,,conference,sing,yellow,0,66,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
63,0,63,0,,,,,,,,,,,,,,trash,aloud,blue,48,337,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
64,0,64,0,,,,,,,,,,,,,,danger,sing,yellow,8,85,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
65,0,65,0,,,,,,,,,,,,,,safety,aloud,blue,59,270,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
66,0,66,0,,,,,,,,,,,,,,report,sing,yellow,21,259,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
67,0,67,0,,,,,,,,,,,,,,trail,silent,red,75,336,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
68,0,68,0,,,,,,,,,,,,,,research,silent,red,70,261,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
69,0,69,0,,,,,,,,,,,,,,worker,sing,yellow,23,356,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
70,0,70,0,,,,,,,,,,,,,,trend,sing,yellow,6,340,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
71,0,71,0,,,,,,,,,,,,,,waste,silent,red,77,350,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
72,0,72,0,,,,,,,,,,,,,,discovery,sing,yellow,2,95,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
73,0,73,0,,,,,,,,,,,,,,order,silent,red,60,207,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
74,0,74,0,,,,,,,,,,,,,,under,silent,red,62,343,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
75,0,75,0,,,,,,,,,,,,,,degree,silent,red,67,89,None,,,,,,,,,,,,,2022_May_02_1159,59.9558125508,ProdSingRedo,001,NC 48,
