StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.537855203496292,None,n,0.9841690484900028,9.537855203496292,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
,,,,,,,,,,,,,,NeutralTest,"['red', 'yellow', 'blue']",red,yellow,blue,10.586735750781372,None,space,991.2747537638061,10.586735750781372,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,10.586735750781372,None,10.586735750781372,None,10.586735750781372,None,1004.4082082845271,None,answer,aloud,yellow,53,8,1002.4074074535165,None,None,1002.4074074535165,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006.9256362330634,None,still,silent,blue,73,304,1004.924971310189,None,None,1004.924971310189,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009.4430676025804,None,heavy,aloud,yellow,51,151,1007.4437835300341,None,None,1007.4437835300341,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.9605191873852,None,quiet,sing,red,19,249,1009.9597575427033,None,None,1009.9597575427033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.4779287867714,None,health,aloud,yellow,33,149,1012.4771413288545,None,None,1012.4771413288545,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.9954008976929,None,mechanical,aloud,yellow,46,185,1014.9947502808645,None,None,1014.9947502808645,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019.5128179611638,None,religion,silent,blue,62,258,1017.5121726312209,None,None,1017.5121726312209,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.030267679831,None,treatment,aloud,yellow,57,339,1020.0296245268546,None,None,1020.0296245268546,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.5477180203889,None,power,sing,red,28,230,1022.5470708245412,None,None,1022.5470708245412,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.0651269978844,None,chief,silent,blue,74,48,1025.0645068592858,None,None,1025.0645068592858,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.5826040848624,None,distance,sing,red,11,100,1027.5819201907143,None,None,1027.5819201907143,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.1000410523266,None,passage,sing,red,21,212,1030.099377684528,None,None,1030.099377684528,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034.6174662020057,None,permit,silent,blue,72,218,1032.6167720446829,None,None,1032.6167720446829,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037.1348897963762,None,machinery,sing,red,6,175,1035.1340967405122,None,None,1035.1340967405122,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.6523388931528,None,disease,silent,blue,86,97,1037.651667439146,None,None,1037.651667439146,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.1697192583233,None,colonel,sing,red,27,55,1040.1690033308696,None,None,1040.1690033308696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044.6872218474746,None,defeat,silent,blue,82,88,1042.6864577145316,None,None,1042.6864577145316,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC4,001,2019_Dec_03_1523,ProdSingRedo,3.2.4,59.98619471811765,
