StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,keyCondition.keys,keyCondition.rt,Condition,stim_colors,color_sing,color_aloud,color_silent,keyWelcome.keys,keyWelcome.rt,study_word,study_type,study_color,study_num,study_word_num,keyStudy.keys,key_resp_3.keys,key_resp_3.rt,testWord,testType,testColor,testN,test_num,test_word_num,keyConf.keys,keyConf.rt,keyRKN.keys,keyRKN.rt,date,frameRate,expName,session,participant,
,,,,,,,,y,0.493624499999,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
,,,,,,,,,,ColoredTest,"['red', 'yellow', 'blue']",red,yellow,blue,space,547.1994336,,,,,,,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
0,0,0,0,,,,,,,,,,,,,,problem,sing,red,29,238,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
1,0,1,0,,,,,,,,,,,,,,opening,silent,blue,71,205,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
2,0,2,0,,,,,,,,,,,,,,benefit,sing,red,25,20,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
3,0,3,0,,,,,,,,,,,,,,company,sing,red,26,64,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
4,0,4,0,,,,,,,,,,,,,,signal,silent,blue,67,287,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
5,0,5,0,,,,,,,,,,,,,,disease,aloud,yellow,44,97,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
6,0,6,0,,,,,,,,,,,,,,background,silent,blue,89,16,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
7,0,7,0,,,,,,,,,,,,,,strength,silent,blue,75,310,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
8,0,8,0,,,,,,,,,,,,,,edition,aloud,yellow,39,107,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
9,0,9,0,,,,,,,,,,,,,,surprise,aloud,yellow,59,317,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
10,0,10,0,,,,,,,,,,,,,,scene,aloud,yellow,45,273,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
11,0,11,0,,,,,,,,,,,,,,express,silent,blue,61,124,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
12,0,12,0,,,,,,,,,,,,,,working,sing,red,19,357,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
13,0,13,0,,,,,,,,,,,,,,shock,silent,blue,81,284,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
14,0,14,0,,,,,,,,,,,,,,captain,sing,red,11,41,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
15,0,15,0,,,,,,,,,,,,,,tennis,aloud,yellow,56,323,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
16,0,16,0,,,,,,,,,,,,,,point,silent,blue,70,226,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
17,0,17,0,,,,,,,,,,,,,,drama,sing,red,6,103,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
18,0,18,0,,,,,,,,,,,,,,turkey,aloud,yellow,37,342,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
19,0,19,0,,,,,,,,,,,,,,employment,aloud,yellow,58,111,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
20,0,20,0,,,,,,,,,,,,,,agreement,sing,red,3,5,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
21,0,21,0,,,,,,,,,,,,,,shape,sing,red,15,282,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
22,0,22,0,,,,,,,,,,,,,,strain,sing,red,22,308,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
23,0,23,0,,,,,,,,,,,,,,profession,sing,red,9,241,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
24,0,24,0,,,,,,,,,,,,,,foundation,aloud,yellow,32,132,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
25,0,25,0,,,,,,,,,,,,,,republic,silent,blue,86,260,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
26,0,26,0,,,,,,,,,,,,,,country,silent,blue,77,73,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
27,0,27,0,,,,,,,,,,,,,,article,aloud,yellow,35,11,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
28,0,28,0,,,,,,,,,,,,,,exchange,sing,red,13,121,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
29,0,29,0,,,,,,,,,,,,,,passage,sing,red,28,212,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
30,0,30,0,,,,,,,,,,,,,,oxygen,aloud,yellow,57,209,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
31,0,31,0,,,,,,,,,,,,,,review,aloud,yellow,53,263,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
32,0,32,0,,,,,,,,,,,,,,trash,sing,red,2,337,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
33,0,33,0,,,,,,,,,,,,,,length,sing,red,17,169,None,,,,,,,,,,,,,2019_Nov_23_1700,60.1956358152,ProdSingRedo,001,color8,
