StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,stim_colors,color_sing,color_aloud,color_silent,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,textBlank500.started,textBlank500.stopped,study_word,study_type,study_color,study_num,study_word_num,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,testWord,testType,testColor,testN,test_num,test_word_num,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,59.72462620027363,None,n,1.9417256992310286,59.72462620027363,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
,,,,,,,,,,,,,,NeutralTest,"['red', 'yellow', 'blue']",red,yellow,blue,61.72967670112848,None,space,718.0954181011766,61.72967670112848,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,61.72967670112848,None,61.72967670112848,None,61.72967670112848,None,782.373003501445,None,mankind,silent,blue,78,178,780.3789597004652,None,None,780.3789597004652,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.8898122012615,None,force,sing,red,19,131,782.8864334002137,None,None,782.8864334002137,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.4067538008094,None,community,silent,blue,76,63,785.4140646010637,None,None,785.4140646010637,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.9351246003062,None,payment,aloud,yellow,31,215,787.9113921001554,None,None,787.9113921001554,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.4404166005552,None,question,sing,red,9,247,790.4455882012844,None,None,790.4455882012844,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.9572292007506,None,husband,aloud,yellow,44,156,792.9656203016639,None,None,792.9656203016639,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.4741654004902,None,comedy,aloud,yellow,30,58,795.4715046007186,None,None,795.4715046007186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.9907379001379,None,phrase,sing,red,4,220,797.9891221001744,None,None,797.9891221001744,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.5062521006912,None,under,silent,blue,66,343,800.5016772001982,None,None,800.5016772001982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.0249327998608,None,education,aloud,yellow,42,108,803.0089156012982,None,None,803.0089156012982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.5413100998849,None,majority,aloud,yellow,51,176,805.5522760003805,None,None,805.5522760003805,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.0582127012312,None,volume,aloud,yellow,59,349,808.0625139009207,None,None,808.0625139009207,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.5749395005405,None,command,silent,blue,69,60,810.5718406010419,None,None,810.5718406010419,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.0917863007635,None,discussion,aloud,yellow,52,96,813.0908420011401,None,None,813.0908420011401,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.6085970010608,None,running,silent,blue,77,268,815.6112251002342,None,None,815.6112251002342,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.1257093008608,None,swift,sing,red,21,320,818.1242942009121,None,None,818.1242942009121,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.6415108013898,None,quiet,silent,blue,62,249,820.6421913001686,None,None,820.6421913001686,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.1592808999121,None,debate,aloud,yellow,46,87,823.1601808015257,None,None,823.1601808015257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.6759579014033,None,burden,aloud,yellow,40,36,825.6727724000812,None,None,825.6727724000812,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.1929277013987,None,drama,sing,red,23,103,828.1896696016192,None,None,828.1896696016192,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.7085853014141,None,account,silent,blue,89,1,830.708623001352,None,None,830.708623001352,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.2265793010592,None,report,aloud,yellow,34,259,833.2191805001348,None,None,833.2191805001348,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.7433289010078,None,guard,aloud,yellow,36,145,835.739077700302,None,None,835.739077700302,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.2600941006094,None,smooth,sing,red,7,292,838.2520574014634,None,None,838.2520574014634,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.7770345006138,None,impact,aloud,yellow,39,157,840.7762667015195,None,None,840.7762667015195,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.2938191015273,None,sight,sing,red,25,286,843.2910863999277,None,None,843.2910863999277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.810709901154,None,agreement,sing,red,14,5,845.8060493003577,None,None,845.8060493003577,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.3274732008576,None,working,silent,blue,63,357,848.3239357005805,None,None,848.3239357005805,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.8444723002613,None,length,silent,blue,67,169,850.8402511011809,None,None,850.8402511011809,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.3610430005938,None,career,sing,red,18,42,853.3577105011791,None,None,853.3577105011791,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC 33,001,2022_Apr_05_1547,ProdSingRedo,3.2.3,60.07990624027698,
