StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,132.769454929512,None,space,296.04437306616455,132.769454929512,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing1,001,2019_Oct_22_1215,ProdFawcett_Revision2019,3.2.4,59.98893660103507,
,,,,,,,,,,,,,,428.8419188914704,None,space,18.674884983862285,428.8419188914704,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing1,001,2019_Oct_22_1215,ProdFawcett_Revision2019,3.2.4,59.98893660103507,
0,0,0,0,,,,,,,,,,,,,,,,,452.33223601651844,None,materials/readPic.jpg,opening,A_silent,0,205,448.7974195587449,None,448.7974195587449,None,449.58242051815614,None,449.8482539911638,None,449.8482539911638,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing1,001,2019_Oct_22_1215,ProdFawcett_Revision2019,3.2.4,59.98893660103507,
1,0,1,0,,,,,,,,,,,,,,,,,456.60023499274394,None,materials/speakPic.jpg,trend,B_aloud,1,340,452.9696024064324,None,452.9696024064324,None,453.84928309504176,None,454.1159360568854,None,454.1159360568854,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing1,001,2019_Oct_22_1215,ProdFawcett_Revision2019,3.2.4,59.98893660103507,
2,0,2,0,,,,,,,,,,,,,,,,,460.8680896642618,None,materials/singPic.jpg,household,C_sing,2,154,457.29135891777696,None,457.29135891777696,None,458.11717695271363,None,458.3746587925707,None,458.3746587925707,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing1,001,2019_Oct_22_1215,ProdFawcett_Revision2019,3.2.4,59.98893660103507,
3,0,3,0,,,,,,,,,,,,,,,,,465.1360112010734,None,materials/speakPic.jpg,community,B_aloud,3,63,461.4251215782715,None,461.4251215782715,None,462.3851774838986,None,462.6518593688961,None,462.6518593688961,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing1,001,2019_Oct_22_1215,ProdFawcett_Revision2019,3.2.4,59.98893660103507,
4,0,4,0,,,,,,,,,,,,,,,,,469.4040030242177,None,materials/speakPic.jpg,bicycle,B_aloud,4,21,465.7037745314301,None,465.7037745314301,None,466.65350456663873,None,466.91979956580326,None,466.91979956580326,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing1,001,2019_Oct_22_1215,ProdFawcett_Revision2019,3.2.4,59.98893660103507,
5,0,5,0,,,,,,,,,,,,,,,,,473.6719845843036,None,materials/speakPic.jpg,trial,B_aloud,5,341,469.9707257436821,None,469.9707257436821,None,470.922891853319,None,471.1881285145646,None,471.1881285145646,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing1,001,2019_Oct_22_1215,ProdFawcett_Revision2019,3.2.4,59.98893660103507,
6,0,6,0,,,,,,,,,,,,,,,,,477.94008370296797,None,materials/speakPic.jpg,discovery,B_aloud,6,95,474.25516176898964,None,474.25516176898964,None,475.1896144794882,None,475.4557378058671,None,475.4557378058671,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing1,001,2019_Oct_22_1215,ProdFawcett_Revision2019,3.2.4,59.98893660103507,
7,0,7,0,,,,,,,,,,,,,,,,,482.2078895472223,None,materials/singPic.jpg,crowd,C_sing,7,81,478.5487384381704,None,478.5487384381704,None,479.456968438637,None,479.72373242804315,None,479.72373242804315,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing1,001,2019_Oct_22_1215,ProdFawcett_Revision2019,3.2.4,59.98893660103507,
