StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,20.513805199298076,None,space,229.62988431670237,20.513805199298076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base3,001,2019_Oct_22_1657,ProdFawcett_Revision2019,3.2.4,59.93716272586252,
,,,,,,,,,,,,,,250.16602470783982,None,space,4.8893587429774925,250.16602470783982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base3,001,2019_Oct_22_1657,ProdFawcett_Revision2019,3.2.4,59.93716272586252,
0,0,0,0,,,,,,,,,,,,,,,,,259.86897819535807,None,materials/mumblePic.jpg,title,C_aloud2,0,331,256.187890598434,None,256.187890598434,None,257.1194992006058,None,257.3847927750321,None,257.3847927750321,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base3,001,2019_Oct_22_1657,ProdFawcett_Revision2019,3.2.4,59.93716272586252,
1,0,1,0,,,,,,,,,,,,,,,,,264.1369588224916,None,materials/readPic.jpg,curve,A_silent,1,82,260.4695347636007,None,260.4695347636007,None,261.386279362021,None,261.6527419909835,None,261.6527419909835,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base3,001,2019_Oct_22_1657,ProdFawcett_Revision2019,3.2.4,59.93716272586252,
2,0,2,0,,,,,,,,,,,,,,,,,268.40471926052123,None,materials/mumblePic.jpg,rapid,C_aloud2,2,252,264.70489600265864,None,264.70489600265864,None,265.65425812313333,None,265.92070644604973,None,265.92070644604973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base3,001,2019_Oct_22_1657,ProdFawcett_Revision2019,3.2.4,59.93716272586252,
3,0,3,0,,,,,,,,,,,,,,,,,272.6728581873467,None,materials/readPic.jpg,thing,A_silent,3,328,269.0054104924202,None,269.0054104924202,None,269.92219334398396,None,270.18868240807205,None,270.18868240807205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base3,001,2019_Oct_22_1657,ProdFawcett_Revision2019,3.2.4,59.93716272586252,
4,0,4,0,,,,,,,,,,,,,,,,,276.9408198434394,None,materials/readPic.jpg,council,A_silent,4,71,273.2577542770887,None,273.2577542770887,None,274.1901817461476,None,274.4566226049792,None,274.4566226049792,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base3,001,2019_Oct_22_1657,ProdFawcett_Revision2019,3.2.4,59.93716272586252,
5,0,5,0,,,,,,,,,,,,,,,,,281.20879922644235,None,materials/readPic.jpg,grade,A_silent,5,140,277.523972459021,None,277.523972459021,None,278.4581751243677,None,278.7246097631287,None,278.7246097631287,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base3,001,2019_Oct_22_1657,ProdFawcett_Revision2019,3.2.4,59.93716272586252,
6,0,6,0,,,,,,,,,,,,,,,,,285.4767425333848,None,materials/speakPic.jpg,hunger,B_aloud1,6,155,281.7962893793592,None,281.7962893793592,None,282.72611252218485,None,282.9925729741808,None,282.9925729741808,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base3,001,2019_Oct_22_1657,ProdFawcett_Revision2019,3.2.4,59.93716272586252,
7,0,7,0,,,,,,,,,,,,,,,,,289.7447082324652,None,materials/speakPic.jpg,bucket,B_aloud1,7,33,286.05990572308656,None,286.05990572308656,None,286.9940723122563,None,287.26051223813556,None,287.26051223813556,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base3,001,2019_Oct_22_1657,ProdFawcett_Revision2019,3.2.4,59.93716272586252,
