StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.679097468440887,None,space,409.724087205308,11.679097468440887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
,,,,,,,,,,,,,,421.4198762206943,None,space,19.894425265898462,421.4198762206943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
0,0,0,0,,,,,,,,,,,,,,,,,446.12726814704365,None,materials/readPic.jpg,travel,A_silent,0,338,442.4660710953758,None,442.4660710953758,None,443.3776833364682,None,443.64308484172216,None,443.64308484172216,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
1,0,1,0,,,,,,,,,,,,,,,,,450.3952836350072,None,materials/speakPic.jpg,course,B_aloud1,1,74,446.76206941594137,None,446.76206941594137,None,447.64456677241833,None,447.9110816694738,None,447.9110816694738,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
2,0,2,0,,,,,,,,,,,,,,,,,454.6632586925407,None,materials/speakPic.jpg,salary,B_aloud1,2,271,450.9618031971331,None,450.9618031971331,None,451.9125729302759,None,452.17903340177145,None,452.17903340177145,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
3,0,3,0,,,,,,,,,,,,,,,,,458.9312542763073,None,materials/mumblePic.jpg,waste,C_aloud2,3,350,455.218785532139,None,455.218785532139,None,456.18052994963364,None,456.4470324065478,None,456.4470324065478,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
4,0,4,0,,,,,,,,,,,,,,,,,463.19923213287257,None,materials/mumblePic.jpg,guide,C_aloud2,4,147,459.4812660944299,None,459.4812660944299,None,460.44871773340856,None,460.71502083723317,None,460.71502083723317,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
5,0,5,0,,,,,,,,,,,,,,,,,467.4672146544908,None,materials/mumblePic.jpg,poetry,C_aloud2,5,225,463.7492212477664,None,463.7492212477664,None,464.7166122411145,None,464.9830058468797,None,464.9830058468797,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
6,0,6,0,,,,,,,,,,,,,,,,,471.7352419605886,None,materials/speakPic.jpg,appeal,B_aloud1,6,9,468.0511071717483,None,468.0511071717483,None,468.9845170118788,None,469.2510120047373,None,469.2510120047373,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
7,0,7,0,,,,,,,,,,,,,,,,,476.00320706600905,None,materials/speakPic.jpg,report,B_aloud1,7,259,472.31842476830934,None,472.31842476830934,None,473.25257790632895,None,473.5190069664968,None,473.5190069664968,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
8,0,8,0,,,,,,,,,,,,,,,,,480.27118616658845,None,materials/mumblePic.jpg,question,C_aloud2,8,247,476.5710710953572,None,476.5710710953572,None,477.5205032033555,None,477.7869953971531,None,477.7869953971531,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
9,0,9,0,,,,,,,,,,,,,,,,,484.539182372333,None,materials/mumblePic.jpg,trial,C_aloud2,9,341,480.8211861665768,None,480.8211861665768,None,481.7884935000329,None,482.05495988059556,None,482.05495988059556,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
10,0,10,0,,,,,,,,,,,,,,,,,488.80714809978963,None,materials/mumblePic.jpg,position,C_aloud2,10,229,485.0891148846422,None,485.0891148846422,None,486.05660104498384,None,486.32295235429774,None,486.32295235429774,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
11,0,11,0,,,,,,,,,,,,,,,,,493.07513404241763,None,materials/mumblePic.jpg,straight,C_aloud2,11,307,489.3572544628987,None,489.3572544628987,None,490.3244967966748,None,490.5909473160573,None,490.5909473160573,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
12,0,12,0,,,,,,,,,,,,,,,,,497.34314331033966,None,materials/readPic.jpg,institute,A_silent,12,162,493.66729738135473,None,493.66729738135473,None,494.59246190209524,None,494.85889998133644,None,494.85889998133644,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
13,0,13,0,,,,,,,,,,,,,,,,,501.61112334392965,None,materials/readPic.jpg,committee,A_silent,13,62,497.9144921316183,None,497.9144921316183,None,498.86056447098963,None,499.1269241773989,None,499.1269241773989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
14,0,14,0,,,,,,,,,,,,,,,,,505.87911395161063,None,materials/readPic.jpg,incident,A_silent,14,158,502.1973689121078,None,502.1973689121078,None,503.128444050526,None,503.3949073210242,None,503.3949073210242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
15,0,15,0,,,,,,,,,,,,,,,,,510.1470992722607,None,materials/mumblePic.jpg,afternoon,C_aloud2,15,3,506.44729053930496,None,506.44729053930496,None,507.3964831747289,None,507.6628941966919,None,507.6628941966919,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
16,0,16,0,,,,,,,,,,,,,,,,,514.4150979660626,None,materials/readPic.jpg,society,A_silent,16,293,510.78105367918033,None,510.78105367918033,None,511.66442402190296,None,511.930884804402,None,511.930884804402,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
17,0,17,0,,,,,,,,,,,,,,,,,518.6831044349237,None,materials/mumblePic.jpg,disease,C_aloud2,17,97,514.971166262374,None,514.971166262374,None,515.9324199166731,None,516.1988735460618,None,516.1988735460618,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
18,0,18,0,,,,,,,,,,,,,,,,,522.9510689183371,None,materials/mumblePic.jpg,notice,C_aloud2,18,201,519.2330192200025,None,519.2330192200025,None,520.2005943273252,None,520.4668514026271,None,520.4668514026271,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
19,0,19,0,,,,,,,,,,,,,,,,,527.2190713441814,None,materials/readPic.jpg,suggestion,A_silent,19,314,523.5516800398182,None,523.5516800398182,None,524.4683908689476,None,524.7348457423795,None,524.7348457423795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
20,0,20,0,,,,,,,,,,,,,,,,,531.4870320955524,None,materials/mumblePic.jpg,dream,C_aloud2,20,104,527.776463581511,None,527.776463581511,None,528.7364334142185,None,529.0028447471559,None,529.0028447471559,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
21,0,21,0,,,,,,,,,,,,,,,,,535.7550556696078,None,materials/readPic.jpg,center,A_silent,21,44,532.0761497791973,None,532.0761497791973,None,533.0043832804658,None,533.2708185606753,None,533.2708185606753,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
22,0,22,0,,,,,,,,,,,,,,,,,540.0230307271413,None,materials/readPic.jpg,patient,A_silent,22,213,536.3415519064583,None,536.3415519064583,None,537.2723639360629,None,537.5388076133677,None,537.5388076133677,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
23,0,23,0,,,,,,,,,,,,,,,,,544.291042172059,None,materials/readPic.jpg,discovery,A_silent,23,95,540.6062057598028,None,540.6062057598028,None,541.5403722709452,None,541.8067988430848,None,541.8067988430848,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
24,0,24,0,,,,,,,,,,,,,,,,,548.5589988804131,None,materials/mumblePic.jpg,chief,C_aloud2,24,48,544.859354979184,None,544.859354979184,None,545.8088626609533,None,546.0747938048153,None,546.0747938048153,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
25,0,25,0,,,,,,,,,,,,,,,,,552.8269692728936,None,materials/speakPic.jpg,tennis,B_aloud1,25,323,549.1595717484597,None,549.1595717484597,None,550.0764442993095,None,550.3427744604123,None,550.3427744604123,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base8,001,2019_Oct_26_1430,ProdFawcett_Revision2019,3.2.4,59.9654239280865,
