StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.505885426377063,None,space,215.05391211046663,11.505885426377063,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing5,001,2019_Oct_24_1259,ProdFawcett_Revision2019,3.2.4,59.977727996596286,
,,,,,,,,,,,,,,226.58871773340798,None,space,17.27383093860408,226.58871773340798,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing5,001,2019_Oct_24_1259,ProdFawcett_Revision2019,3.2.4,59.977727996596286,
0,0,0,0,,,,,,,,,,,,,,,,,248.67887696709658,None,materials/speakPic.jpg,passage,B_aloud,0,212,245.03423493188166,None,245.03423493188166,None,245.929054238979,None,246.19467344653094,None,246.19467344653094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing5,001,2019_Oct_24_1259,ProdFawcett_Revision2019,3.2.4,59.977727996596286,
1,0,1,0,,,,,,,,,,,,,,,,,252.94687286185217,None,materials/readPic.jpg,range,A_silent,1,251,249.3154195434472,None,249.3154195434472,None,250.19614573614672,None,250.46268737947685,None,250.46268737947685,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing5,001,2019_Oct_24_1259,ProdFawcett_Revision2019,3.2.4,59.977727996596286,
2,0,2,0,,,,,,,,,,,,,,,,,257.2149297132564,None,materials/speakPic.jpg,volume,B_aloud,2,349,253.5481028798822,None,253.5481028798822,None,254.4641120855813,None,254.73067456614808,None,254.73067456614808,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing5,001,2019_Oct_24_1259,ProdFawcett_Revision2019,3.2.4,59.977727996596286,
3,0,3,0,,,,,,,,,,,,,,,,,261.4828546992503,None,materials/readPic.jpg,burden,A_silent,3,36,257.8327601542551,None,257.8327601542551,None,258.7321197984711,None,258.99866268581536,None,258.99866268581536,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing5,001,2019_Oct_24_1259,ProdFawcett_Revision2019,3.2.4,59.977727996596286,
4,0,4,0,,,,,,,,,,,,,,,,,265.75085588106595,None,materials/readPic.jpg,vision,A_silent,4,347,262.06603937302134,None,262.06603937302134,None,263.0001160042302,None,263.26666542264866,None,263.26666542264866,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing5,001,2019_Oct_24_1259,ProdFawcett_Revision2019,3.2.4,59.977727996596286,
5,0,5,0,,,,,,,,,,,,,,,,,270.0192753623123,None,materials/singPic.jpg,block,C_sing,5,25,266.48561329850054,None,266.48561329850054,None,267.2681908938248,None,267.5346131119004,None,267.5346131119004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing5,001,2019_Oct_24_1259,ProdFawcett_Revision2019,3.2.4,59.977727996596286,
6,0,6,0,,,,,,,,,,,,,,,,,274.28683678546804,None,materials/speakPic.jpg,machinery,B_aloud,6,175,270.6243148597423,None,270.6243148597423,None,271.5361522672174,None,271.80263139889576,None,271.80263139889576,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing5,001,2019_Oct_24_1259,ProdFawcett_Revision2019,3.2.4,59.977727996596286,
7,0,7,0,,,,,,,,,,,,,,,,,278.5549623685947,None,materials/readPic.jpg,pattern,A_silent,7,214,274.8932104870328,None,274.8932104870328,None,275.80416557815624,None,276.0706160975242,None,276.0706160975242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing5,001,2019_Oct_24_1259,ProdFawcett_Revision2019,3.2.4,59.977727996596286,
