StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.522948933255975,None,space,569.712470921193,13.522948933255975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing6,001,2019_Oct_24_1416,ProdFawcett_Revision2019,3.2.4,59.97907056465202,
,,,,,,,,,,,,,,583.2652478696255,None,space,10.153441562477383,583.2652478696255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing6,001,2019_Oct_24_1416,ProdFawcett_Revision2019,3.2.4,59.97907056465202,
0,0,0,0,,,,,,,,,,,,,,,,,598.2198774647113,None,materials/speakPic.jpg,country,B_aloud,0,73,594.5713578403956,None,594.5713578403956,None,595.4709404739697,None,595.7356876282865,None,595.7356876282865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing6,001,2019_Oct_24_1416,ProdFawcett_Revision2019,3.2.4,59.97907056465202,
1,0,1,0,,,,,,,,,,,,,,,,,602.4878475461883,None,materials/readPic.jpg,appeal,A_silent,1,9,598.821361572438,None,598.821361572438,None,599.7373110655026,None,600.003661752824,None,600.003661752824,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing6,001,2019_Oct_24_1416,ProdFawcett_Revision2019,3.2.4,59.97907056465202,
2,0,2,0,,,,,,,,,,,,,,,,,606.7559942775406,None,materials/speakPic.jpg,close,B_aloud,2,53,603.0894128257787,None,603.0894128257787,None,604.0053859550972,None,604.27164271941,None,604.27164271941,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing6,001,2019_Oct_24_1416,ProdFawcett_Revision2019,3.2.4,59.97907056465202,
3,0,3,0,,,,,,,,,,,,,,,,,611.0238315606111,None,materials/readPic.jpg,season,A_silent,3,277,607.3572855632228,None,607.3572855632228,None,608.2731989799067,None,608.5396215089859,None,608.5396215089859,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing6,001,2019_Oct_24_1416,ProdFawcett_Revision2019,3.2.4,59.97907056465202,
4,0,4,0,,,,,,,,,,,,,,,,,615.2918492255994,None,materials/speakPic.jpg,grade,B_aloud,4,140,611.6150880139321,None,611.6150880139321,None,612.5411811905215,None,612.8076133607101,None,612.8076133607101,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing6,001,2019_Oct_24_1416,ProdFawcett_Revision2019,3.2.4,59.97907056465202,
5,0,5,0,,,,,,,,,,,,,,,,,619.5598305032036,None,materials/readPic.jpg,style,A_silent,5,311,615.8993350749515,None,615.8993350749515,None,616.8091792623018,None,617.0756238726171,None,617.0756238726171,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing6,001,2019_Oct_24_1416,ProdFawcett_Revision2019,3.2.4,59.97907056465202,
6,0,6,0,,,,,,,,,,,,,,,,,623.8279710144998,None,materials/singPic.jpg,colonel,C_sing,6,55,620.1798109100055,None,620.1798109100055,None,621.0772227405687,None,621.343602662193,None,621.343602662193,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing6,001,2019_Oct_24_1416,ProdFawcett_Revision2019,3.2.4,59.97907056465202,
7,0,7,0,,,,,,,,,,,,,,,,,628.0957943024259,None,materials/singPic.jpg,charter,C_sing,7,47,624.4121944392682,None,624.4121944392682,None,625.3453532997519,None,625.6115945139027,None,625.6115945139027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing6,001,2019_Oct_24_1416,ProdFawcett_Revision2019,3.2.4,59.97907056465202,
