StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.918299605720676,None,space,381.5484109536046,9.918299605720676,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing4,001,2019_Oct_22_1625,ProdFawcett_Revision2019,3.2.4,60.04483635894939,
,,,,,,,,,,,,,,391.48366791394074,None,space,6.285917014232837,391.48366791394074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing4,001,2019_Oct_22_1625,ProdFawcett_Revision2019,3.2.4,60.04483635894939,
0,0,0,0,,,,,,,,,,,,,,,,,402.57017234771047,None,materials/readPic.jpg,track,A_silent,0,334,398.9020650186576,None,398.9020650186576,None,399.8205048859818,None,400.0859797743615,None,400.0859797743615,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing4,001,2019_Oct_22_1625,ProdFawcett_Revision2019,3.2.4,60.04483635894939,
1,0,1,0,,,,,,,,,,,,,,,,,406.83815577381756,None,materials/readPic.jpg,guard,A_silent,1,145,403.1563814856345,None,403.1563814856345,None,404.08732920966577,None,404.35394049738534,None,404.35394049738534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing4,001,2019_Oct_22_1625,ProdFawcett_Revision2019,3.2.4,60.04483635894939,
2,0,2,0,,,,,,,,,,,,,,,,,411.1061267598998,None,materials/singPic.jpg,shape,C_sing,2,282,407.4562581112841,None,407.4562581112841,None,408.35530952573754,None,408.62193480855785,None,408.62193480855785,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing4,001,2019_Oct_22_1625,ProdFawcett_Revision2019,3.2.4,60.04483635894939,
3,0,3,0,,,,,,,,,,,,,,,,,415.37410147790797,None,materials/speakPic.jpg,country,B_aloud,3,73,411.7244427553378,None,411.7244427553378,None,412.6231878333492,None,412.8898908664705,None,412.8898908664705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing4,001,2019_Oct_22_1625,ProdFawcett_Revision2019,3.2.4,60.04483635894939,
4,0,4,0,,,,,,,,,,,,,,,,,419.64215487940237,None,materials/singPic.jpg,power,C_sing,4,230,415.9777033724822,None,415.9777033724822,None,416.8913286261959,None,417.1578232883476,None,417.1578232883476,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing4,001,2019_Oct_22_1625,ProdFawcett_Revision2019,3.2.4,60.04483635894939,
5,0,5,0,,,,,,,,,,,,,,,,,423.90999431186356,None,materials/readPic.jpg,mechanical,A_silent,5,185,420.24941010796465,None,420.24941010796465,None,421.1610648565693,None,421.42576846131124,None,421.42576846131124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing4,001,2019_Oct_22_1625,ProdFawcett_Revision2019,3.2.4,60.04483635894939,
6,0,6,0,,,,,,,,,,,,,,,,,428.1779565898469,None,materials/speakPic.jpg,story,B_aloud,6,306,424.51142199512105,None,424.51142199512105,None,425.42714806378353,None,425.6938100446714,None,425.6938100446714,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing4,001,2019_Oct_22_1625,ProdFawcett_Revision2019,3.2.4,60.04483635894939,
7,0,7,0,,,,,,,,,,,,,,,,,432.4459297528956,None,materials/speakPic.jpg,health,B_aloud,7,149,428.74699160514865,None,428.74699160514865,None,429.6951333559118,None,429.96182674798183,None,429.96182674798183,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing4,001,2019_Oct_22_1625,ProdFawcett_Revision2019,3.2.4,60.04483635894939,
