StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.888317900011316,None,space,3090.452268100009,11.888317900011316,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base6,001,2019_Oct_24_1530,ProdFawcett_Revision2019,3.2.3,59.97332386314757,
,,,,,,,,,,,,,,3102.3678358000034,None,space,1.588715100006084,3102.3678358000034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base6,001,2019_Oct_24_1530,ProdFawcett_Revision2019,3.2.3,59.97332386314757,
0,0,0,0,,,,,,,,,,,,,,,,,3108.7558172999998,None,materials/mumblePic.jpg,evidence,C_aloud2,0,120,3105.0655531000084,None,3105.0655531000084,None,3106.0035639000125,None,3106.2671058000124,None,3106.2671058000124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base6,001,2019_Oct_24_1530,ProdFawcett_Revision2019,3.2.3,59.97332386314757,
1,0,1,0,,,,,,,,,,,,,,,,,3113.02650610001,None,materials/readPic.jpg,religion,A_silent,1,258,3109.334994900011,None,3109.334994900011,None,3110.273573700004,None,3110.535608700011,None,3110.535608700011,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base6,001,2019_Oct_24_1530,ProdFawcett_Revision2019,3.2.3,59.97332386314757,
2,0,2,0,,,,,,,,,,,,,,,,,3117.297520500011,None,materials/speakPic.jpg,appeal,B_aloud1,2,9,3113.641666399999,None,3113.641666399999,None,3114.5446377000044,None,3114.7943939000106,None,3114.7943939000106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base6,001,2019_Oct_24_1530,ProdFawcett_Revision2019,3.2.3,59.97332386314757,
3,0,3,0,,,,,,,,,,,,,,,,,3121.5684183999983,None,materials/mumblePic.jpg,service,C_aloud2,3,280,3117.844078400012,None,3117.844078400012,None,3118.816113500012,None,3119.0777959000116,None,3119.0777959000116,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base6,001,2019_Oct_24_1530,ProdFawcett_Revision2019,3.2.3,59.97332386314757,
4,0,4,0,,,,,,,,,,,,,,,,,3125.839325699999,None,materials/readPic.jpg,opening,A_silent,4,205,3122.1587691000022,None,3122.1587691000022,None,3123.0865365000063,None,3123.3481052999996,None,3123.3481052999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base6,001,2019_Oct_24_1530,ProdFawcett_Revision2019,3.2.3,59.97332386314757,
5,0,5,0,,,,,,,,,,,,,,,,,3130.110053100012,None,materials/readPic.jpg,quick,A_silent,5,248,3126.4335839999985,None,3126.4335839999985,None,3127.3575104000047,None,3127.6233647000045,None,3127.6233647000045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base6,001,2019_Oct_24_1530,ProdFawcett_Revision2019,3.2.3,59.97332386314757,
6,0,6,0,,,,,,,,,,,,,,,,,3134.3811287999997,None,materials/speakPic.jpg,weather,B_aloud1,6,352,3130.67878870001,None,3130.67878870001,None,3131.6285167000024,None,3131.889284600009,None,3131.889284600009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base6,001,2019_Oct_24_1530,ProdFawcett_Revision2019,3.2.3,59.97332386314757,
7,0,7,0,,,,,,,,,,,,,,,,,3138.6354942000034,None,materials/mumblePic.jpg,sight,C_aloud2,7,286,3134.9148215000023,None,3134.9148215000023,None,3135.883554400003,None,3136.1466948000016,None,3136.1466948000016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base6,001,2019_Oct_24_1530,ProdFawcett_Revision2019,3.2.3,59.97332386314757,
