StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,32.58252345956862,None,space,306.7445875639096,32.58252345956862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing3,001,2019_Oct_22_1549,ProdFawcett_Revision2019,3.2.4,60.03654002614148,
,,,,,,,,,,,,,,339.354042505729,None,space,6.596487736096606,339.354042505729,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing3,001,2019_Oct_22_1549,ProdFawcett_Revision2019,3.2.4,60.03654002614148,
0,0,0,0,,,,,,,,,,,,,,,,,350.7575277124997,None,materials/readPic.jpg,track,A_silent,0,334,347.0939494976774,None,347.0939494976774,None,348.00792804919183,None,348.27333047415596,None,348.27333047415596,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing3,001,2019_Oct_22_1549,ProdFawcett_Revision2019,3.2.4,60.03654002614148,
1,0,1,0,,,,,,,,,,,,,,,,,355.02547257440165,None,materials/singPic.jpg,position,C_sing,1,229,351.40884282882325,None,351.40884282882325,None,352.27472842566203,None,352.54128000105266,None,352.54128000105266,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing3,001,2019_Oct_22_1549,ProdFawcett_Revision2019,3.2.4,60.03654002614148,
2,0,2,0,,,,,,,,,,,,,,,,,359.29344946949277,None,materials/singPic.jpg,running,C_sing,2,268,355.6086214579409,None,355.6086214579409,None,356.5426369004417,None,356.80946744419634,None,356.80946744419634,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing3,001,2019_Oct_22_1549,ProdFawcett_Revision2019,3.2.4,60.03654002614148,
3,0,3,0,,,,,,,,,,,,,,,,,363.5614226325415,None,materials/readPic.jpg,employment,A_silent,3,111,359.90221336623654,None,359.90221336623654,None,360.8106035324745,None,361.0772222841624,None,361.0772222841624,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing3,001,2019_Oct_22_1549,ProdFawcett_Revision2019,3.2.4,60.03654002614148,
4,0,4,0,,,,,,,,,,,,,,,,,367.82942347473,None,materials/speakPic.jpg,write,B_aloud,4,358,364.16286244487856,None,364.16286244487856,None,365.0786096616648,None,365.3451770981774,None,365.3451770981774,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing3,001,2019_Oct_22_1549,ProdFawcett_Revision2019,3.2.4,60.03654002614148,
5,0,5,0,,,,,,,,,,,,,,,,,372.09732572955545,None,materials/readPic.jpg,afternoon,A_silent,5,3,368.42267803975847,None,368.42267803975847,None,369.3485110338079,None,369.6131704762811,None,369.6131704762811,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing3,001,2019_Oct_22_1549,ProdFawcett_Revision2019,3.2.4,60.03654002614148,
6,0,6,0,,,,,,,,,,,,,,,,,376.3652998255566,None,materials/singPic.jpg,welcome,C_sing,6,354,372.7039931653999,None,372.7039931653999,None,373.6145696719177,None,373.8811047641793,None,373.8811047641793,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing3,001,2019_Oct_22_1549,ProdFawcett_Revision2019,3.2.4,60.03654002614148,
7,0,7,0,,,,,,,,,,,,,,,,,380.6332670795964,None,materials/speakPic.jpg,nature,B_aloud,7,200,376.96693245880306,None,376.96693245880306,None,377.8825860641664,None,378.14907108526677,None,378.14907108526677,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing3,001,2019_Oct_22_1549,ProdFawcett_Revision2019,3.2.4,60.03654002614148,
