StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,keyWelcome.keys,keyWelcome.rt,keyReady.keys,keyReady.rt,studyPic,studyWord,studyType,studyN,studyOrder,kPress2.keys,kPress2.rt,testWord,testType,testN,testOrder,keyConf.keys,keyConf.rt,keyRKN.keys,keyRKN.rt,date,frameRate,expName,session,participant,
,,,,98,0,98,0,,,,,,,,,,,,public,A_silent,98,244,6,1.1217372,r,0.0985602000001,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,99,0,99,0,,,,,,,,,,,,foundation,D_new,99,132,1,1.4875085,n,0.2388313,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,100,0,100,0,,,,,,,,,,,,conference,D_new,100,66,6,1.8837848,f,0.2487271,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,101,0,101,0,,,,,,,,,,,,military,D_new,101,190,1,1.6389735,n,0.7557717,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,102,0,102,0,,,,,,,,,,,,report,D_new,102,259,1,1.4692628,n,0.0931791000003,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,103,0,103,0,,,,,,,,,,,,search,C_sing,103,276,6,1.4337101,f,0.453807,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,104,0,104,0,,,,,,,,,,,,citizen,C_sing,104,50,6,1.4744821,r,0.103993,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,105,0,105,0,,,,,,,,,,,,series,D_new,105,279,6,1.3039509,r,0.128261000001,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,106,0,106,0,,,,,,,,,,,,degree,D_new,106,89,1,1.8598652,f,0.841667,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,107,0,107,0,,,,,,,,,,,,minor,D_new,107,191,4,2.3827518,f,4.1649537,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,108,0,108,0,,,,,,,,,,,,brilliant,A_silent,108,30,1,1.7528449,n,1.4838501,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,109,0,109,0,,,,,,,,,,,,volume,A_silent,109,349,1,1.7594748,n,0.4669509,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,110,0,110,0,,,,,,,,,,,,review,A_silent,110,263,6,1.5650014,r,0.0740114,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,111,0,111,0,,,,,,,,,,,,background,A_silent,111,16,1,1.4495688,n,0.263602499999,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,112,0,112,0,,,,,,,,,,,,poetry,D_new,112,225,1,1.4407069,n,0.3785468,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,113,0,113,0,,,,,,,,,,,,department,D_new,113,90,1,1.5700324,n,0.5016812,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,114,0,114,0,,,,,,,,,,,,relation,D_new,114,257,1,1.3239695,n,0.742627000001,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,115,0,115,0,,,,,,,,,,,,marriage,D_new,115,179,2,2.1721269,f,0.456966600001,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,116,0,116,0,,,,,,,,,,,,finance,C_sing,116,129,6,1.5726673,r,0.2930056,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,117,0,117,0,,,,,,,,,,,,husband,D_new,117,156,4,2.0439193,f,0.222939,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,118,0,118,0,,,,,,,,,,,,strength,C_sing,118,310,4,1.2036768,f,0.390996900001,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,119,0,119,0,,,,,,,,,,,,murder,B_aloud,119,195,4,1.2335613,f,0.2532243,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,120,0,120,0,,,,,,,,,,,,blind,A_silent,120,24,6,1.5037057,r,0.1789887,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,121,0,121,0,,,,,,,,,,,,fight,B_aloud,121,127,1,1.5286288,n,0.4135044,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,122,0,122,0,,,,,,,,,,,,sleep,C_sing,122,290,1,1.2250051,n,0.3119124,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,123,0,123,0,,,,,,,,,,,,beauty,D_new,123,18,6,3.5791221,f,0.1970978,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,124,0,124,0,,,,,,,,,,,,power,B_aloud,124,230,6,1.5603536,r,0.1031131,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,125,0,125,0,,,,,,,,,,,,throw,B_aloud,125,330,6,1.1543785,r,0.525534599999,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,126,0,126,0,,,,,,,,,,,,quarter,D_new,126,246,3,1.5677966,f,0.1872767,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,127,0,127,0,,,,,,,,,,,,government,B_aloud,127,139,6,1.2810609,r,0.704488400001,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,128,0,128,0,,,,,,,,,,,,prime,A_silent,128,235,4,1.6553001,f,0.9283473,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,129,0,129,0,,,,,,,,,,,,nation,D_new,129,198,6,1.4348549,r,0.733772899999,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,130,0,130,0,,,,,,,,,,,,dance,D_new,130,84,6,1.2422841,r,0.0391652999997,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,131,0,131,0,,,,,,,,,,,,author,D_new,131,15,1,1.1991007,n,0.2595289,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,132,0,132,0,,,,,,,,,,,,travel,D_new,132,338,6,1.0860944,f,0.393424100001,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,133,0,133,0,,,,,,,,,,,,raise,B_aloud,133,250,5,1.0252789,f,0.3288617,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,134,0,134,0,,,,,,,,,,,,smooth,D_new,134,292,4,1.7635039,f,1.2457443,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,135,0,135,0,,,,,,,,,,,,engineer,C_sing,135,114,6,1.3898874,r,1.2268411,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,136,0,136,0,,,,,,,,,,,,broad,D_new,136,31,3,1.557431,f,0.3457565,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,137,0,137,0,,,,,,,,,,,,frank,D_new,137,133,1,1.2137633,n,0.3398174,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,138,0,138,0,,,,,,,,,,,,accident,B_aloud,138,0,6,1.2238001,f,0.6698992,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,139,0,139,0,,,,,,,,,,,,state,D_new,139,303,1,1.1844308,n,0.5286326,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,140,0,140,0,,,,,,,,,,,,signal,A_silent,140,287,3,1.7704543,f,1.1207178,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,141,0,141,0,,,,,,,,,,,,breath,C_sing,141,27,6,1.4379331,r,1.6075535,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,142,0,142,0,,,,,,,,,,,,month,D_new,142,193,1,1.6583709,n,1.4263288,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,143,0,143,0,,,,,,,,,,,,stand,C_sing,143,302,3,1.4230507,f,0.0947200999999,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,144,0,144,0,,,,,,,,,,,,length,A_silent,144,169,3,1.6495306,f,1.0617101,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,145,0,145,0,,,,,,,,,,,,waste,D_new,145,350,2,1.2976207,f,0.959229,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,146,0,146,0,,,,,,,,,,,,device,D_new,146,93,6,1.505109,r,0.3554742,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,147,0,147,0,,,,,,,,,,,,charter,D_new,147,47,6,1.4282856,r,0.9096667,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,148,0,148,0,,,,,,,,,,,,brief,A_silent,148,28,6,6.159057,n,1.4722411,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,149,0,149,0,,,,,,,,,,,,empty,D_new,149,112,5,5.1215699,f,0.894757399999,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,150,0,150,0,,,,,,,,,,,,angle,D_new,150,7,6,1.4767756,r,0.0455567000008,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,151,0,151,0,,,,,,,,,,,,country,D_new,151,73,1,1.7181624,n,0.1773606,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,152,0,152,0,,,,,,,,,,,,shock,A_silent,152,284,6,1.3278161,r,1.0599922,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,153,0,153,0,,,,,,,,,,,,rapid,D_new,153,252,1,1.6124791,n,0.228265,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,154,0,154,0,,,,,,,,,,,,court,D_new,154,75,1,1.7421291,n,0.2749291,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,155,0,155,0,,,,,,,,,,,,community,D_new,155,63,5,1.6778585,n,1.2044701,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,156,0,156,0,,,,,,,,,,,,present,D_new,156,231,6,1.9910361,r,0.2933991,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,157,0,157,0,,,,,,,,,,,,detective,B_aloud,157,92,6,1.2652967,r,0.9611965,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,158,0,158,0,,,,,,,,,,,,opening,B_aloud,158,205,3,1.6970302,f,0.2388325,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,159,0,159,0,,,,,,,,,,,,couch,A_silent,159,70,3,1.0420583,f,0.9138979,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,160,0,160,0,,,,,,,,,,,,speech,D_new,160,298,3,1.2409977,f,0.0752666999997,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,161,0,161,0,,,,,,,,,,,,light,D_new,161,171,1,7.0056713,n,0.3904908,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,162,0,162,0,,,,,,,,,,,,trail,D_new,162,336,6,1.3401258,f,0.171487099999,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,163,0,163,0,,,,,,,,,,,,vision,B_aloud,163,347,6,1.4600289,r,0.8070984,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,164,0,164,0,,,,,,,,,,,,stranger,D_new,164,309,1,1.3513038,n,0.486867500001,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,165,0,165,0,,,,,,,,,,,,industry,B_aloud,165,161,5,2.1215773,n,1.7203247,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,166,0,166,0,,,,,,,,,,,,object,D_new,166,204,1,3.5789301,n,1.1586648,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,167,0,167,0,,,,,,,,,,,,front,D_new,167,134,1,2.1604669,n,0.5782349,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,168,0,168,0,,,,,,,,,,,,education,D_new,168,108,3,2.3444558,f,0.389916,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,169,0,169,0,,,,,,,,,,,,production,D_new,169,240,3,1.4487294,f,0.3236863,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,170,0,170,0,,,,,,,,,,,,finish,B_aloud,170,130,4,1.4526138,f,0.1783209,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,171,0,171,0,,,,,,,,,,,,majority,C_sing,171,176,6,2.121539,r,0.2200108,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,172,0,172,0,,,,,,,,,,,,mechanical,A_silent,172,185,6,1.2832362,r,0.305576100001,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,173,0,173,0,,,,,,,,,,,,crisis,A_silent,173,79,6,1.3777255,r,0.0236586999999,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,174,0,174,0,,,,,,,,,,,,partner,D_new,174,211,4,1.4690765,f,0.0898384000002,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,175,0,175,0,,,,,,,,,,,,trial,B_aloud,175,341,6,1.3752841,f,0.1412654,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,176,0,176,0,,,,,,,,,,,,listen,B_aloud,176,172,6,1.1680333,r,1.1311452,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,177,0,177,0,,,,,,,,,,,,group,A_silent,177,143,3,1.4189594,f,0.3267921,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,178,0,178,0,,,,,,,,,,,,skill,D_new,178,289,3,1.0435866,f,0.0433677000001,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
,,,,179,0,179,0,,,,,,,,,,,,addition,C_sing,179,2,6,2.3984957,r,1.0932923,2019_Nov_04_0959,59.868695976,ProdFawcett_Revision2019,001,sing19,
