StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.28042078751605,None,space,759.5268585557351,9.28042078751605,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base10,001,2019_Oct_29_1758,ProdFawcett_Revision2019,3.2.4,59.960280095433795,
,,,,,,,,,,,,,,768.8318741058465,None,space,17.390113205183297,768.8318741058465,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base10,001,2019_Oct_29_1758,ProdFawcett_Revision2019,3.2.4,59.960280095433795,
0,0,0,0,,,,,,,,,,,,,,,,,791.0387423026841,None,materials/speakPic.jpg,foundation,B_aloud1,0,132,787.3943422280718,None,787.3943422280718,None,788.2891945014708,None,788.5545366051374,None,788.5545366051374,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base10,001,2019_Oct_29_1758,ProdFawcett_Revision2019,3.2.4,59.960280095433795,
1,0,1,0,,,,,,,,,,,,,,,,,795.3067490825197,None,materials/speakPic.jpg,crime,B_aloud1,1,78,791.6107946134871,None,791.6107946134871,None,792.5561018846929,None,792.8225278347963,None,792.8225278347963,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base10,001,2019_Oct_29_1758,ProdFawcett_Revision2019,3.2.4,59.960280095433795,
2,0,2,0,,,,,,,,,,,,,,,,,799.5747154320125,None,materials/speakPic.jpg,republic,B_aloud1,2,260,795.889899856993,None,795.889899856993,None,796.8240648130886,None,797.0905140885152,None,797.0905140885152,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base10,001,2019_Oct_29_1758,ProdFawcett_Revision2019,3.2.4,59.960280095433795,
3,0,3,0,,,,,,,,,,,,,,,,,803.84268364741,None,materials/readPic.jpg,dance,A_silent,3,84,800.2000447844621,None,800.2000447844621,None,801.092037382652,None,801.3585046961671,None,801.3585046961671,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base10,001,2019_Oct_29_1758,ProdFawcett_Revision2019,3.2.4,59.960280095433795,
4,0,4,0,,,,,,,,,,,,,,,,,808.1106381787686,None,materials/readPic.jpg,speech,A_silent,4,298,804.4260925545823,None,804.4260925545823,None,805.3600202152738,None,805.6264837967465,None,805.6264837967465,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base10,001,2019_Oct_29_1758,ProdFawcett_Revision2019,3.2.4,59.960280095433795,
5,0,5,0,,,,,,,,,,,,,,,,,812.3786434036447,None,materials/mumblePic.jpg,material,C_aloud2,5,182,808.6854366486659,None,808.6854366486659,None,809.63007090881,None,809.8944784475025,None,809.8944784475025,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base10,001,2019_Oct_29_1758,ProdFawcett_Revision2019,3.2.4,59.960280095433795,
6,0,6,0,,,,,,,,,,,,,,,,,816.6466371213319,None,materials/mumblePic.jpg,master,C_aloud2,6,180,812.930498538306,None,812.930498538306,None,813.89600796171,None,814.1624712322373,None,814.1624712322373,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base10,001,2019_Oct_29_1758,ProdFawcett_Revision2019,3.2.4,59.960280095433795,
7,0,7,0,,,,,,,,,,,,,,,,,820.9146308391355,None,materials/mumblePic.jpg,citizen,C_aloud2,7,50,817.1966753747547,None,817.1966753747547,None,818.1639444548637,None,818.4335759158712,None,818.4335759158712,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base10,001,2019_Oct_29_1758,ProdFawcett_Revision2019,3.2.4,59.960280095433795,
