StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,12.150836799992248,None,space,1475.4477185000433,12.150836799992248,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing14,001,2019_Oct_31_1526,ProdFawcett_Revision2019,3.2.3,59.65836044304997,
,,,,,,,,,,,,,,1487.6325897000497,None,space,11.94951609999407,1487.6325897000497,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing14,001,2019_Oct_31_1526,ProdFawcett_Revision2019,3.2.3,59.65836044304997,
0,0,0,0,,,,,,,,,,,,,,,,,1504.3670982000185,None,materials/speakPic.jpg,narrow,B_aloud,0,197,1500.682734400034,None,1500.682734400034,None,1501.6188280000351,None,1501.8793062000768,None,1501.8793062000768,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing14,001,2019_Oct_31_1526,ProdFawcett_Revision2019,3.2.3,59.65836044304997,
1,0,1,0,,,,,,,,,,,,,,,,,1508.6340549000306,None,materials/singPic.jpg,profession,C_sing,1,241,1504.9486271000933,None,1504.9486271000933,None,1505.884771300014,None,1506.1437552000862,None,1506.1437552000862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing14,001,2019_Oct_31_1526,ProdFawcett_Revision2019,3.2.3,59.65836044304997,
2,0,2,0,,,,,,,,,,,,,,,,,1512.9000601000153,None,materials/readPic.jpg,brief,A_silent,2,28,1509.208375700051,None,1509.208375700051,None,1510.1500429000007,None,1510.4123424000572,None,1510.4123424000572,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing14,001,2019_Oct_31_1526,ProdFawcett_Revision2019,3.2.3,59.65836044304997,
3,0,3,0,,,,,,,,,,,,,,,,,1517.1679347000318,None,materials/speakPic.jpg,production,B_aloud,3,240,1513.482562100049,None,1513.482562100049,None,1514.4183294000104,None,1514.6766802000348,None,1514.6766802000348,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing14,001,2019_Oct_31_1526,ProdFawcett_Revision2019,3.2.3,59.65836044304997,
4,0,4,0,,,,,,,,,,,,,,,,,1521.4349685000489,None,materials/singPic.jpg,trend,C_sing,4,340,1517.7536900000414,None,1517.7536900000414,None,1518.68554830004,None,1518.937248100061,None,1518.937248100061,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing14,001,2019_Oct_31_1526,ProdFawcett_Revision2019,3.2.3,59.65836044304997,
5,0,5,0,,,,,,,,,,,,,,,,,1525.7019513000268,None,materials/speakPic.jpg,people,B_aloud,5,216,1522.0582715000492,None,1522.0582715000492,None,1522.9524826999987,None,1523.2025093000848,None,1523.2025093000848,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing14,001,2019_Oct_31_1526,ProdFawcett_Revision2019,3.2.3,59.65836044304997,
6,0,6,0,,,,,,,,,,,,,,,,,1529.968789900071,None,materials/speakPic.jpg,travel,B_aloud,6,338,1526.2673429000424,None,1526.2673429000424,None,1527.2181712000165,None,1527.4792818001006,None,1527.4792818001006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing14,001,2019_Oct_31_1526,ProdFawcett_Revision2019,3.2.3,59.65836044304997,
7,0,7,0,,,,,,,,,,,,,,,,,1534.235753200017,None,materials/singPic.jpg,period,C_sing,7,217,1530.563125399989,None,1530.563125399989,None,1531.4857766000787,None,1531.7427662000991,None,1531.7427662000991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing14,001,2019_Oct_31_1526,ProdFawcett_Revision2019,3.2.3,59.65836044304997,
8,0,8,0,,,,,,,,,,,,,,,,,1538.5016527000116,None,materials/readPic.jpg,smooth,A_silent,8,292,1534.813134200056,None,1534.813134200056,None,1535.7529115000507,None,1536.0106142000295,None,1536.0106142000295,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing14,001,2019_Oct_31_1526,ProdFawcett_Revision2019,3.2.3,59.65836044304997,
9,0,9,0,,,,,,,,,,,,,,,,,1542.7696113000857,None,materials/singPic.jpg,theme,C_sing,9,326,1539.0870506000938,None,1539.0870506000938,None,1540.019769000006,None,1540.2788494999986,None,1540.2788494999986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing14,001,2019_Oct_31_1526,ProdFawcett_Revision2019,3.2.3,59.65836044304997,
