StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,keyWelcome.keys,keyWelcome.rt,keyReady.keys,keyReady.rt,studyPic,studyWord,studyType,studyN,studyOrder,kPress2.keys,kPress2.rt,testWord,testType,testN,testOrder,keyConf.keys,keyConf.rt,keyRKN.keys,keyRKN.rt,date,frameRate,expName,session,participant,
85,0,85,0,,,,,,,,,materials/singPic.jpg,heavy,C_sing,85,151,,,,,,,,,,,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
86,0,86,0,,,,,,,,,materials/singPic.jpg,watch,C_sing,86,351,,,,,,,,,,,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
87,0,87,0,,,,,,,,,materials/readPic.jpg,impact,A_silent,87,157,,,,,,,,,,,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
88,0,88,0,,,,,,,,,materials/singPic.jpg,bicycle,C_sing,88,21,,,,,,,,,,,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
89,0,89,0,,,,,,,,,materials/readPic.jpg,poetry,A_silent,89,225,,,,,,,,,,,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,,,,,,,,,,,,,,k,75.5055816,,,,,,,,,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,,,,,,,space,1.500619,,,,,,,,,,,,,,,,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,0,0,0,0,,,,,,,,,,,,provision,A_silent,0,243,6,6.345648,f,4.0961543,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,1,0,1,0,,,,,,,,,,,,department,D_new,1,90,5,6.0912705,f,1.4239163,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,2,0,2,0,,,,,,,,,,,,household,D_new,2,154,1,2.48602,n,1.3884791,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,3,0,3,0,,,,,,,,,,,,science,D_new,3,275,1,6.3725821,n,3.1621201,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,4,0,4,0,,,,,,,,,,,,theme,A_silent,4,326,6,2.2171705,f,1.9119474,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,5,0,5,0,,,,,,,,,,,,poetry,A_silent,5,225,6,4.4460349,f,1.3432558,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,6,0,6,0,,,,,,,,,,,,interview,D_new,6,165,1,2.7966355,n,1.321221,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,7,0,7,0,,,,,,,,,,,,majority,D_new,7,176,1,5.542308,n,1.0932835,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,8,0,8,0,,,,,,,,,,,,territory,A_silent,8,324,6,2.2280358,r,1.341446,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,9,0,9,0,,,,,,,,,,,,school,D_new,9,274,6,2.5682018,r,0.9317479,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,10,0,10,0,,,,,,,,,,,,silence,D_new,10,288,4,8.755331,f,0.3120316,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,11,0,11,0,,,,,,,,,,,,material,D_new,11,182,6,2.1528302,r,0.431187,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,12,0,12,0,,,,,,,,,,,,minor,D_new,12,191,1,1.8883818,n,1.4380583,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,13,0,13,0,,,,,,,,,,,,research,B_aloud,13,261,6,1.8444965,r,0.8631734,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,14,0,14,0,,,,,,,,,,,,union,D_new,14,344,6,2.1750446,r,0.6723201,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,15,0,15,0,,,,,,,,,,,,watch,C_sing,15,351,6,1.7310827,r,0.9601089,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,16,0,16,0,,,,,,,,,,,,travel,D_new,16,338,6,1.637606,r,0.5897495,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,17,0,17,0,,,,,,,,,,,,graduate,D_new,17,141,1,2.2015996,n,0.611085,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,18,0,18,0,,,,,,,,,,,,figure,D_new,18,128,6,2.0683988,r,0.515183,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,19,0,19,0,,,,,,,,,,,,owner,D_new,19,208,1,1.4701181,n,1.1396587,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,20,0,20,0,,,,,,,,,,,,notice,B_aloud,20,201,5,2.6319625,r,2.2500556,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,21,0,21,0,,,,,,,,,,,,appeal,D_new,21,9,1,1.6728594,n,1.362188,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,22,0,22,0,,,,,,,,,,,,marriage,A_silent,22,179,6,1.8176165,r,1.8058187,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,23,0,23,0,,,,,,,,,,,,number,D_new,23,203,5,2.9126138,f,1.1726503,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,24,0,24,0,,,,,,,,,,,,style,C_sing,24,311,6,1.9947826,r,0.3338602,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,25,0,25,0,,,,,,,,,,,,signal,D_new,25,287,6,2.4174943,r,0.2560334,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,26,0,26,0,,,,,,,,,,,,meeting,D_new,26,187,4,3.7351183,f,0.9604017,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,27,0,27,0,,,,,,,,,,,,build,D_new,27,35,4,3.0407348,f,0.8083308,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,28,0,28,0,,,,,,,,,,,,entrance,D_new,28,115,4,3.9869535,f,0.5276765,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,29,0,29,0,,,,,,,,,,,,military,B_aloud,29,190,6,1.6995049,r,0.9743361,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,30,0,30,0,,,,,,,,,,,,people,D_new,30,216,6,2.246557,r,0.3296283,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,31,0,31,0,,,,,,,,,,,,nation,B_aloud,31,198,6,1.5927691,r,0.3723987,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,32,0,32,0,,,,,,,,,,,,income,D_new,32,159,1,1.5335797,n,0.5284237,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,33,0,33,0,,,,,,,,,,,,problem,D_new,33,238,3,3.0364613,f,0.6038878,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,34,0,34,0,,,,,,,,,,,,review,D_new,34,263,6,2.2528557,f,1.4434987,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,35,0,35,0,,,,,,,,,,,,welcome,C_sing,35,354,6,1.9578948,r,1.0594258,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,36,0,36,0,,,,,,,,,,,,partner,B_aloud,36,211,6,2.0570359,r,0.5958071,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,37,0,37,0,,,,,,,,,,,,sound,D_new,37,295,5,2.8986757,f,0.6767924,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,38,0,38,0,,,,,,,,,,,,dance,D_new,38,84,6,2.3358778,r,1.5916584,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,39,0,39,0,,,,,,,,,,,,business,A_silent,39,38,6,1.6455825,r,0.5740737,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,40,0,40,0,,,,,,,,,,,,frank,C_sing,40,133,6,1.6245259,r,0.8465452,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,41,0,41,0,,,,,,,,,,,,distance,B_aloud,41,100,6,1.9080768,r,0.8305098,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,42,0,42,0,,,,,,,,,,,,mayor,C_sing,42,183,6,1.9175464,r,0.911628,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,43,0,43,0,,,,,,,,,,,,close,B_aloud,43,53,6,1.6259449,r,0.5894619,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,44,0,44,0,,,,,,,,,,,,vision,C_sing,44,347,6,1.8294018,r,0.8953374,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,45,0,45,0,,,,,,,,,,,,production,C_sing,45,240,5,1.9863322,f,0.9741791,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,46,0,46,0,,,,,,,,,,,,fashion,D_new,46,125,1,1.7152372,n,1.5244399,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,47,0,47,0,,,,,,,,,,,,appearance,D_new,47,10,4,2.9458797,f,0.3358503,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,48,0,48,0,,,,,,,,,,,,point,C_sing,48,226,5,2.3986766,f,0.5927653,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,49,0,49,0,,,,,,,,,,,,rural,D_new,49,269,1,1.3884089,n,0.8434138,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,50,0,50,0,,,,,,,,,,,,committee,B_aloud,50,62,4,3.741721,f,0.3847648,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,51,0,51,0,,,,,,,,,,,,literature,D_new,51,173,4,3.7680084,f,0.3539914,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,52,0,52,0,,,,,,,,,,,,taste,C_sing,52,322,6,2.3052076,r,0.4285416,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,53,0,53,0,,,,,,,,,,,,religion,C_sing,53,258,6,1.716447,r,0.5017559,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,54,0,54,0,,,,,,,,,,,,command,A_silent,54,60,6,1.6389038,r,0.5408021,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,55,0,55,0,,,,,,,,,,,,drama,C_sing,55,103,5,3.0921356,f,0.862796,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,56,0,56,0,,,,,,,,,,,,private,D_new,56,237,3,2.2393066,f,0.4553262,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,57,0,57,0,,,,,,,,,,,,grade,D_new,57,140,1,1.5665084,n,1.6784844,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
,,,,58,0,58,0,,,,,,,,,,,,pretty,D_new,58,233,1,1.3197233,n,0.905699,2019_Nov_04_0931,60.015039769,ProdFawcett_Revision2019,001,sing18,
