StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,10.850304161227541,None,space,1526.4818551346834,10.850304161227541,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing9,001,2019_Oct_26_1502,ProdFawcett_Revision2019,3.2.4,59.99932824338381,
,,,,,,,,,,,,,,1537.351267649443,None,space,26.051219754939666,1537.351267649443,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing9,001,2019_Oct_26_1502,ProdFawcett_Revision2019,3.2.4,59.99932824338381,
0,0,0,0,,,,,,,,,,,,,,,,,1568.2108583691006,None,materials/singPic.jpg,population,C_sing,0,227,1564.5996983267833,None,1564.5996983267833,None,1565.4609050196013,None,1565.7266815948242,None,1565.7266815948242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing9,001,2019_Oct_26_1502,ProdFawcett_Revision2019,3.2.4,59.99932824338381,
1,0,1,0,,,,,,,,,,,,,,,,,1572.47886732599,None,materials/singPic.jpg,character,C_sing,1,46,1568.80047023698,None,1568.80047023698,None,1569.727936182113,None,1569.9946476332552,None,1569.9946476332552,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing9,001,2019_Oct_26_1502,ProdFawcett_Revision2019,3.2.4,59.99932824338381,
2,0,2,0,,,,,,,,,,,,,,,,,1576.7468240343442,None,materials/speakPic.jpg,range,B_aloud,2,251,1573.1001520806167,None,1573.1001520806167,None,1573.99593269889,None,1574.2626055856235,None,1574.2626055856235,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing9,001,2019_Oct_26_1502,ProdFawcett_Revision2019,3.2.4,59.99932824338381,
3,0,3,0,,,,,,,,,,,,,,,,,1581.014808732958,None,materials/singPic.jpg,mankind,C_sing,3,178,1577.3647306711355,None,1577.3647306711355,None,1578.2639043353847,None,1578.5306073894317,None,1578.5306073894317,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing9,001,2019_Oct_26_1502,ProdFawcett_Revision2019,3.2.4,59.99932824338381,
4,0,4,0,,,,,,,,,,,,,,,,,1585.2827959196293,None,materials/speakPic.jpg,waste,B_aloud,4,350,1581.6182701996586,None,1581.6182701996586,None,1582.5320006842085,None,1582.7986067052407,None,1582.7986067052407,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing9,001,2019_Oct_26_1502,ProdFawcett_Revision2019,3.2.4,59.99932824338381,
5,0,5,0,,,,,,,,,,,,,,,,,1589.5507837283076,None,materials/speakPic.jpg,trail,B_aloud,5,336,1585.8661258319335,None,1585.8661258319335,None,1586.7998908378358,None,1587.066581140767,None,1587.066581140767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing9,001,2019_Oct_26_1502,ProdFawcett_Revision2019,3.2.4,59.99932824338381,
6,0,6,0,,,,,,,,,,,,,,,,,1593.8187749579956,None,materials/singPic.jpg,mechanical,C_sing,6,185,1590.1584082851186,None,1590.1584082851186,None,1591.0678811345424,None,1591.334555887297,None,1591.334555887297,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing9,001,2019_Oct_26_1502,ProdFawcett_Revision2019,3.2.4,59.99932824338381,
7,0,7,0,,,,,,,,,,,,,,,,,1598.086762766674,None,materials/readPic.jpg,listen,A_silent,7,172,1594.4202917210932,None,1594.4202917210932,None,1595.3358362878498,None,1595.602565777197,None,1595.602565777197,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing9,001,2019_Oct_26_1502,ProdFawcett_Revision2019,3.2.4,59.99932824338381,
