StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.1434323178255,None,space,651.6341770699364,11.1434323178255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing2,001,2019_Oct_22_1252,ProdFawcett_Revision2019,3.2.4,59.97864181308594,
,,,,,,,,,,,,,,662.8067934536957,None,space,13.873702618526295,662.8067934536957,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing2,001,2019_Oct_22_1252,ProdFawcett_Revision2019,3.2.4,59.97864181308594,
0,0,0,0,,,,,,,,,,,,,,,,,681.4960087627987,None,materials/speakPic.jpg,subject,B_aloud,0,312,677.8622717599501,None,677.8622717599501,None,678.7454555689474,None,679.0158103811555,None,679.0158103811555,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing2,001,2019_Oct_22_1252,ProdFawcett_Revision2019,3.2.4,59.97864181308594,
1,0,1,0,,,,,,,,,,,,,,,,,685.764088288357,None,materials/speakPic.jpg,contract,B_aloud,1,68,682.0458322850172,None,682.0458322850172,None,683.0149196729762,None,683.279632607766,None,683.279632607766,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing2,001,2019_Oct_22_1252,ProdFawcett_Revision2019,3.2.4,59.97864181308594,
2,0,2,0,,,,,,,,,,,,,,,,,690.0318359753583,None,materials/singPic.jpg,measure,C_sing,2,184,686.3742103284458,None,686.3742103284458,None,687.2827681244817,None,687.5367089016945,None,687.5367089016945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing2,001,2019_Oct_22_1252,ProdFawcett_Revision2019,3.2.4,59.97864181308594,
3,0,3,0,,,,,,,,,,,,,,,,,694.2996685657417,None,materials/singPic.jpg,rapid,C_sing,3,252,690.6151695937733,None,690.6151695937733,None,691.5505142564652,None,691.8004182347795,None,691.8004182347795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing2,001,2019_Oct_22_1252,ProdFawcett_Revision2019,3.2.4,59.97864181308594,
4,0,4,0,,,,,,,,,,,,,,,,,698.5676998861018,None,materials/singPic.jpg,burden,C_sing,4,36,694.850056555646,None,694.850056555646,None,695.8186031120713,None,696.0717732277117,None,696.0717732277117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing2,001,2019_Oct_22_1252,ProdFawcett_Revision2019,3.2.4,59.97864181308594,
5,0,5,0,,,,,,,,,,,,,,,,,702.8359025682439,None,materials/singPic.jpg,guide,C_sing,5,147,699.1367843506741,None,699.1367843506741,None,700.0851832996123,None,700.3515149969608,None,700.3515149969608,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing2,001,2019_Oct_22_1252,ProdFawcett_Revision2019,3.2.4,59.97864181308594,
6,0,6,0,,,,,,,,,,,,,,,,,707.1037410676363,None,materials/singPic.jpg,majority,C_sing,6,176,703.418969036371,None,703.418969036371,None,704.3529717277852,None,704.619311200222,None,704.619311200222,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing2,001,2019_Oct_22_1252,ProdFawcett_Revision2019,3.2.4,59.97864181308594,
7,0,7,0,,,,,,,,,,,,,,,,,711.371682197554,None,materials/speakPic.jpg,patient,B_aloud,7,213,707.7218275440973,None,707.7218275440973,None,708.6224663099856,None,708.8873901037732,None,708.8873901037732,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing2,001,2019_Oct_22_1252,ProdFawcett_Revision2019,3.2.4,59.97864181308594,
8,0,8,0,,,,,,,,,,,,,,,,,715.6395567731815,None,materials/readPic.jpg,figure,A_silent,8,128,711.9899210647563,None,711.9899210647563,None,712.8886860468192,None,713.1553275016486,None,713.1553275016486,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing2,001,2019_Oct_22_1252,ProdFawcett_Revision2019,3.2.4,59.97864181308594,
