StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.710255022742786,None,space,367.65385768492706,17.710255022742786,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing28,001,2019_Nov_07_1801,ProdFawcett_Revision2019,3.2.4,59.91469508142321,
,,,,,,,,,,,,,,385.3880608944455,None,space,11.69526217575185,385.3880608944455,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing28,001,2019_Nov_07_1801,ProdFawcett_Revision2019,3.2.4,59.91469508142321,
0,0,0,0,,,,,,,,,,,,,,,,,401.8931750326883,None,materials/speakPic.jpg,present,B_aloud,0,231,398.2435426386073,None,398.2435426386073,None,399.14369378623087,None,399.4089715121081,None,399.4089715121081,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing28,001,2019_Nov_07_1801,ProdFawcett_Revision2019,3.2.4,59.91469508142321,
1,0,1,0,,,,,,,,,,,,,,,,,406.16115662129596,None,materials/readPic.jpg,executive,A_silent,1,122,402.5277772594709,None,402.5277772594709,None,403.4104294956196,None,403.6769185793819,None,403.6769185793819,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing28,001,2019_Nov_07_1801,ProdFawcett_Revision2019,3.2.4,59.91469508142321,
2,0,2,0,,,,,,,,,,,,,,,,,410.42921875976026,None,materials/readPic.jpg,frank,A_silent,2,133,406.7443954095943,None,406.7443954095943,None,407.67839646700304,None,407.94494744052645,None,407.94494744052645,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing28,001,2019_Nov_07_1801,ProdFawcett_Revision2019,3.2.4,59.91469508142321,
3,0,3,0,,,,,,,,,,,,,,,,,414.69715245382395,None,materials/speakPic.jpg,minute,B_aloud,3,192,411.0502687068656,None,411.0502687068656,None,411.94640480191447,None,412.2129389811307,None,412.2129389811307,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing28,001,2019_Nov_07_1801,ProdFawcett_Revision2019,3.2.4,59.91469508142321,
4,0,4,0,,,,,,,,,,,,,,,,,418.9650665547233,None,materials/speakPic.jpg,mayor,B_aloud,4,183,415.26785003428813,None,415.26785003428813,None,416.21434907009825,None,416.4809283448849,None,416.4809283448849,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing28,001,2019_Nov_07_1801,ProdFawcett_Revision2019,3.2.4,59.91469508142321,
5,0,5,0,,,,,,,,,,,,,,,,,423.23312122910284,None,materials/singPic.jpg,member,C_sing,5,188,419.58329476893414,None,419.58329476893414,None,420.4839603160508,None,420.74891024443787,None,420.74891024443787,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing28,001,2019_Nov_07_1801,ProdFawcett_Revision2019,3.2.4,59.91469508142321,
6,0,6,0,,,,,,,,,,,,,,,,,427.5011152578518,None,materials/readPic.jpg,personnel,A_silent,6,219,423.837877091486,None,423.837877091486,None,424.75042887357995,None,425.0168706848053,None,425.0168706848053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing28,001,2019_Nov_07_1801,ProdFawcett_Revision2019,3.2.4,59.91469508142321,
7,0,7,0,,,,,,,,,,,,,,,,,431.76911146356724,None,materials/readPic.jpg,raise,A_silent,7,250,428.0845789015293,None,428.0845789015293,None,429.0183320892975,None,429.2848755987361,None,429.2848755987361,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing28,001,2019_Nov_07_1801,ProdFawcett_Revision2019,3.2.4,59.91469508142321,
