StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.916285998537205,None,space,2.2489124215207994,9.916285998537205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing25,001,2019_Nov_07_1411,ProdFawcett_Revision2019,3.2.4,60.00179140589014,
,,,,,,,,,,,,,,12.181731355260126,None,space,10.230657460866496,12.181731355260126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing25,001,2019_Nov_07_1411,ProdFawcett_Revision2019,3.2.4,60.00179140589014,
0,0,0,0,,,,,,,,,,,,,,,,,27.219828326138668,None,materials/singPic.jpg,break,C_sing,0,26,23.6185087391641,None,23.6185087391641,None,24.47125085524749,None,24.735489830141887,None,24.735489830141887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing25,001,2019_Nov_07_1411,ProdFawcett_Revision2019,3.2.4,60.00179140589014,
1,0,1,0,,,,,,,,,,,,,,,,,31.487710393732414,None,materials/speakPic.jpg,community,B_aloud,1,63,27.828740125638433,None,27.828740125638433,None,28.737267835997045,None,29.00347826082725,None,29.00347826082725,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing25,001,2019_Nov_07_1411,ProdFawcett_Revision2019,3.2.4,60.00179140589014,
2,0,2,0,,,,,,,,,,,,,,,,,35.75569073832594,None,materials/speakPic.jpg,comfort,B_aloud,2,59,32.058854885865,None,32.058854885865,None,33.005894445464946,None,33.27147850964684,None,33.27147850964684,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing25,001,2019_Nov_07_1411,ProdFawcett_Revision2019,3.2.4,60.00179140589014,
3,0,3,0,,,,,,,,,,,,,,,,,40.0236791690113,None,materials/singPic.jpg,novel,C_sing,3,202,36.365759780979715,None,36.365759780979715,None,37.27316912356764,None,37.5394495241344,None,37.5394495241344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing25,001,2019_Nov_07_1411,ProdFawcett_Revision2019,3.2.4,60.00179140589014,
4,0,4,0,,,,,,,,,,,,,,,,,44.29212570749223,None,materials/speakPic.jpg,production,B_aloud,4,240,40.615748895914294,None,40.615748895914294,None,41.54128319956362,None,41.807433911715634,None,41.807433911715634,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing25,001,2019_Nov_07_1411,ProdFawcett_Revision2019,3.2.4,60.00179140589014,
5,0,5,0,,,,,,,,,,,,,,,,,48.55982614913955,None,materials/singPic.jpg,enemy,C_sing,5,113,44.8968448714586,None,44.8968448714586,None,45.81110219564289,None,46.07542669645045,None,46.07542669645045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing25,001,2019_Nov_07_1411,ProdFawcett_Revision2019,3.2.4,60.00179140589014,
6,0,6,0,,,,,,,,,,,,,,,,,52.8276388628874,None,materials/speakPic.jpg,angle,B_aloud,6,7,49.14491665107198,None,49.14491665107198,None,50.07731510850135,None,50.34342290228233,None,50.34342290228233,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing25,001,2019_Nov_07_1411,ProdFawcett_Revision2019,3.2.4,60.00179140589014,
7,0,7,0,,,,,,,,,,,,,,,,,57.09564470977057,None,materials/speakPic.jpg,childhood,B_aloud,7,49,53.41128662053961,None,53.41128662053961,None,54.345914349658415,None,54.61142812704202,None,54.61142812704202,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing25,001,2019_Nov_07_1411,ProdFawcett_Revision2019,3.2.4,60.00179140589014,
8,0,8,0,,,,,,,,,,,,,,,,,61.36361105926335,None,materials/singPic.jpg,watch,C_sing,8,351,57.704864713479765,None,57.704864713479765,None,58.61304067913443,None,58.87938110344112,None,58.87938110344112,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing25,001,2019_Nov_07_1411,ProdFawcett_Revision2019,3.2.4,60.00179140589014,
9,0,9,0,,,,,,,,,,,,,,,,,65.63159824593458,None,materials/readPic.jpg,trend,A_silent,9,340,61.95683865144383,None,61.95683865144383,None,62.8820414255606,None,63.14736860105768,None,63.14736860105768,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing25,001,2019_Nov_07_1411,ProdFawcett_Revision2019,3.2.4,60.00179140589014,
10,0,10,0,,,,,,,,,,,,,,,,,69.89960036077537,None,materials/singPic.jpg,group,C_sing,10,143,66.23513901839033,None,66.23513901839033,None,67.14927411824465,None,67.41596690926235,None,67.41596690926235,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing25,001,2019_Nov_07_1411,ProdFawcett_Revision2019,3.2.4,60.00179140589014,
11,0,11,0,,,,,,,,,,,,,,,,,74.16759096842725,None,materials/speakPic.jpg,machinery,B_aloud,11,175,70.50156838959083,None,70.50156838959083,None,71.41717049200088,None,71.68335137143731,None,71.68335137143731,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing25,001,2019_Nov_07_1411,ProdFawcett_Revision2019,3.2.4,60.00179140589014,
12,0,12,0,,,,,,,,,,,,,,,,,78.43556695897132,None,materials/readPic.jpg,council,A_silent,12,71,74.76912079367321,None,74.76912079367321,None,75.68596068909392,None,75.95135752938222,None,75.95135752938222,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing25,001,2019_Nov_07_1411,ProdFawcett_Revision2019,3.2.4,60.00179140589014,
