StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,10.923336132371332,None,space,10479.079526341986,10.923336132371332,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing10,001,2019_Oct_28_1352,ProdFawcett_Revision2019,3.2.4,60.0117582303494,
,,,,,,,,,,,,,,10490.03437674942,None,space,20.527180133096408,10490.03437674942,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing10,001,2019_Oct_28_1352,ProdFawcett_Revision2019,3.2.4,60.0117582303494,
0,0,0,0,,,,,,,,,,,,,,,,,10515.375560738961,None,materials/readPic.jpg,council,A_silent,0,71,10511.757483050344,None,10511.757483050344,None,10512.626080425456,None,10512.891340735194,None,10512.891340735194,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing10,001,2019_Oct_28_1352,ProdFawcett_Revision2019,3.2.4,60.0117582303494,
1,0,1,0,,,,,,,,,,,,,,,,,10519.643529887428,None,materials/speakPic.jpg,interview,B_aloud,1,165,10515.977022765437,None,10515.977022765437,None,10516.893003980862,None,10517.159349381109,None,10517.159349381109,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing10,001,2019_Oct_28_1352,ProdFawcett_Revision2019,3.2.4,60.0117582303494,
2,0,2,0,,,,,,,,,,,,,,,,,10523.911534490297,None,materials/speakPic.jpg,judge,B_aloud,2,166,10520.2149800958,None,10520.2149800958,None,10521.16110064066,None,10521.428788331163,None,10521.428788331163,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing10,001,2019_Oct_28_1352,ProdFawcett_Revision2019,3.2.4,60.0117582303494,
3,0,3,0,,,,,,,,,,,,,,,,,10528.179520121892,None,materials/readPic.jpg,quarter,A_silent,3,246,10524.51273527398,None,10524.51273527398,None,10525.428983330203,None,10525.695353610732,None,10525.695353610732,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing10,001,2019_Oct_28_1352,ProdFawcett_Revision2019,3.2.4,60.0117582303494,
4,0,4,0,,,,,,,,,,,,,,,,,10532.447514461644,None,materials/speakPic.jpg,people,B_aloud,4,216,10528.780916215735,None,10528.780916215735,None,10529.696902407159,None,10529.963274242706,None,10529.963274242706,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing10,001,2019_Oct_28_1352,ProdFawcett_Revision2019,3.2.4,60.0117582303494,
5,0,5,0,,,,,,,,,,,,,,,,,10536.715499782295,None,materials/singPic.jpg,count,C_sing,5,72,10533.065250357671,None,10533.065250357671,None,10533.96490638802,None,10534.231298127794,None,10534.231298127794,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing10,001,2019_Oct_28_1352,ProdFawcett_Revision2019,3.2.4,60.0117582303494,
6,0,6,0,,,,,,,,,,,,,,,,,10540.98343907448,None,materials/readPic.jpg,watch,A_silent,6,351,10537.317097406252,None,10537.317097406252,None,10538.232969459496,None,10538.499282204371,None,10538.499282204371,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing10,001,2019_Oct_28_1352,ProdFawcett_Revision2019,3.2.4,60.0117582303494,
7,0,7,0,,,,,,,,,,,,,,,,,10545.251451763383,None,materials/speakPic.jpg,addition,B_aloud,7,2,10541.56970236986,None,10541.56970236986,None,10542.500889469462,None,10542.767266281007,None,10542.767266281007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing10,001,2019_Oct_28_1352,ProdFawcett_Revision2019,3.2.4,60.0117582303494,
