StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.574934898642823,None,space,277.9748010416224,9.574934898642823,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing33,001,2019_Nov_14_1304,ProdFawcett_Revision2019,3.2.4,59.97629204653933,
,,,,,,,,,,,,,,287.5789160877466,None,space,12.386432234430686,287.5789160877466,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing33,001,2019_Nov_14_1304,ProdFawcett_Revision2019,3.2.4,59.97629204653933,
0,0,0,0,,,,,,,,,,,,,,,,,304.7677263370133,None,materials/speakPic.jpg,character,B_aloud,0,46,301.1171096585749,None,301.1171096585749,None,302.01793447785894,None,302.2835305785702,None,302.2835305785702,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing33,001,2019_Nov_14_1304,ProdFawcett_Revision2019,3.2.4,59.97629204653933,
1,0,1,0,,,,,,,,,,,,,,,,,309.035757615522,None,materials/singPic.jpg,write,C_sing,1,358,305.4191590954724,None,305.4191590954724,None,306.2851599395508,None,306.5515158281778,None,306.5515158281778,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing33,001,2019_Nov_14_1304,ProdFawcett_Revision2019,3.2.4,59.97629204653933,
2,0,2,0,,,,,,,,,,,,,,,,,313.3037655685621,None,materials/speakPic.jpg,grade,B_aloud,2,140,309.6377049491275,None,309.6377049491275,None,310.55310569136054,None,310.81958940351615,None,310.81958940351615,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing33,001,2019_Nov_14_1304,ProdFawcett_Revision2019,3.2.4,59.97629204653933,
3,0,3,0,,,,,,,,,,,,,,,,,317.57202512555523,None,materials/speakPic.jpg,court,B_aloud,3,75,313.8737669774273,None,313.8737669774273,None,314.8210582853353,None,315.08759486852796,None,315.08759486852796,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing33,001,2019_Nov_14_1304,ProdFawcett_Revision2019,3.2.4,59.97629204653933,
4,0,4,0,,,,,,,,,,,,,,,,,321.8398004460323,None,materials/readPic.jpg,dozen,A_silent,4,102,318.16146130568814,None,318.16146130568814,None,319.08915674115997,None,319.35619435517583,None,319.35619435517583,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing33,001,2019_Nov_14_1304,ProdFawcett_Revision2019,3.2.4,59.97629204653933,
5,0,5,0,,,,,,,,,,,,,,,,,326.1078416767414,None,materials/singPic.jpg,defeat,C_sing,5,88,322.4921304571035,None,322.4921304571035,None,323.3572520869202,None,323.62365898056305,None,323.62365898056305,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing33,001,2019_Nov_14_1304,ProdFawcett_Revision2019,3.2.4,59.97629204653933,
6,0,6,0,,,,,,,,,,,,,,,,,330.375849940785,None,materials/speakPic.jpg,block,B_aloud,6,25,326.7097280531307,None,326.7097280531307,None,327.625239202549,None,327.89169865622534,None,327.89169865622534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing33,001,2019_Nov_14_1304,ProdFawcett_Revision2019,3.2.4,59.97629204653933,
7,0,7,0,,,,,,,,,,,,,,,,,334.64390454476234,None,materials/readPic.jpg,drove,A_silent,7,106,330.9683952489286,None,330.9683952489286,None,331.89329473953694,None,332.15970318819745,None,332.15970318819745,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing33,001,2019_Nov_14_1304,ProdFawcett_Revision2019,3.2.4,59.97629204653933,
8,0,8,0,,,,,,,,,,,,,,,,,338.91195199557114,None,materials/speakPic.jpg,build,B_aloud,8,35,335.23081255631405,None,335.23081255631405,None,336.16136209474644,None,336.42773664376,None,336.42773664376,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing33,001,2019_Nov_14_1304,ProdFawcett_Revision2019,3.2.4,59.97629204653933,
9,0,9,0,,,,,,,,,,,,,,,,,343.1799521734647,None,materials/singPic.jpg,personnel,C_sing,9,219,339.53007413452724,None,339.53007413452724,None,340.4292736359057,None,340.6957819175441,None,340.6957819175441,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing33,001,2019_Nov_14_1304,ProdFawcett_Revision2019,3.2.4,59.97629204653933,
10,0,10,0,,,,,,,,,,,,,,,,,347.4480052223953,None,materials/speakPic.jpg,safety,B_aloud,10,270,343.7818472580402,None,343.7818472580402,None,344.6973235747719,None,344.9637845834659,None,344.9637845834659,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing33,001,2019_Nov_14_1304,ProdFawcett_Revision2019,3.2.4,59.97629204653933,
