StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.90233185782563,None,space,2911.051204524236,14.90233185782563,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base1,001,2019_Oct_22_1332,ProdFawcett_Revision2019,3.2.4,59.96141710308501,
,,,,,,,,,,,,,,2925.9851826464874,None,space,17.28745647147298,2925.9851826464874,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base1,001,2019_Oct_22_1332,ProdFawcett_Revision2019,3.2.4,59.96141710308501,
0,0,0,0,,,,,,,,,,,,,,,,,2948.0752306308714,None,materials/mumblePic.jpg,school,C_aloud2,0,274,2944.4478231297107,None,2944.4478231297107,None,2945.325195254467,None,2945.5910470765666,None,2945.5910470765666,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base1,001,2019_Oct_22_1332,ProdFawcett_Revision2019,3.2.4,59.96141710308501,
1,0,1,0,,,,,,,,,,,,,,,,,2952.3431845118757,None,materials/speakPic.jpg,expansion,B_aloud1,1,123,2948.697807035409,None,2948.697807035409,None,2949.5925122044864,None,2949.8590494737728,None,2949.8590494737728,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base1,001,2019_Oct_22_1332,ProdFawcett_Revision2019,3.2.4,59.96141710308501,
2,0,2,0,,,,,,,,,,,,,,,,,2956.6111806890112,None,materials/mumblePic.jpg,guide,C_aloud2,2,147,2952.9277552940766,None,2952.9277552940766,None,2953.860350703879,None,2954.1271747165592,None,2954.1271747165592,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base1,001,2019_Oct_22_1332,ProdFawcett_Revision2019,3.2.4,59.96141710308501,
3,0,3,0,,,,,,,,,,,,,,,,,2960.879110000911,None,materials/readPic.jpg,second,A_silent,3,278,2957.2116787889972,None,2957.2116787889972,None,2958.1288261343143,None,2958.3949407526525,None,2958.3949407526525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base1,001,2019_Oct_22_1332,ProdFawcett_Revision2019,3.2.4,59.96141710308501,
4,0,4,0,,,,,,,,,,,,,,,,,2965.1470999580342,None,materials/speakPic.jpg,quiet,B_aloud1,4,249,2961.4664256820106,None,2961.4664256820106,None,2962.3963066710858,None,2962.6629574559047,None,2962.6629574559047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base1,001,2019_Oct_22_1332,ProdFawcett_Revision2019,3.2.4,59.96141710308501,
5,0,5,0,,,,,,,,,,,,,,,,,2969.4150557050016,None,materials/readPic.jpg,angle,A_silent,5,7,2965.751566747611,None,2965.751566747611,None,2966.6643146662973,None,2966.9308684187126,None,2966.9308684187126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base1,001,2019_Oct_22_1332,ProdFawcett_Revision2019,3.2.4,59.96141710308501,
6,0,6,0,,,,,,,,,,,,,,,,,2973.6830294900574,None,materials/readPic.jpg,number,A_silent,6,203,2969.9982160956133,None,2969.9982160956133,None,2970.9325251234695,None,2971.198814835632,None,2971.198814835632,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base1,001,2019_Oct_22_1332,ProdFawcett_Revision2019,3.2.4,59.96141710308501,
7,0,7,0,,,,,,,,,,,,,,,,,2977.950970619975,None,materials/readPic.jpg,court,A_silent,7,75,2974.2576973638497,None,2974.2576973638497,None,2975.200461899338,None,2975.4667935967445,None,2975.4667935967445,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base1,001,2019_Oct_22_1332,ProdFawcett_Revision2019,3.2.4,59.96141710308501,
8,0,8,0,,,,,,,,,,,,,,,,,2982.2189584001317,None,materials/speakPic.jpg,alert,B_aloud1,8,6,2978.536228093435,None,2978.536228093435,None,2979.4682223374257,None,2979.7347664487897,None,2979.7347664487897,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base1,001,2019_Oct_22_1332,ProdFawcett_Revision2019,3.2.4,59.96141710308501,
9,0,9,0,,,,,,,,,,,,,,,,,2986.4869262761786,None,materials/speakPic.jpg,chief,B_aloud1,9,48,2982.802079604531,None,2982.802079604531,None,2983.736039999756,None,2984.002709755674,None,2984.002709755674,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base1,001,2019_Oct_22_1332,ProdFawcett_Revision2019,3.2.4,59.96141710308501,
10,0,10,0,,,,,,,,,,,,,,,,,2990.754879224114,None,materials/speakPic.jpg,goose,B_aloud1,10,138,2987.054560229939,None,2987.054560229939,None,2988.0043981826166,None,2988.270673588733,None,2988.270673588733,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base1,001,2019_Oct_22_1332,ProdFawcett_Revision2019,3.2.4,59.96141710308501,
