StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.187523480737582,None,space,567.4417888909229,13.187523480737582,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base9,001,2019_Oct_29_1355,ProdFawcett_Revision2019,3.2.4,59.98175587585188,
,,,,,,,,,,,,,,580.6456260496052,None,space,14.91049076319905,580.6456260496052,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base9,001,2019_Oct_29_1355,ProdFawcett_Revision2019,3.2.4,59.98175587585188,
0,0,0,0,,,,,,,,,,,,,,,,,600.3683871368994,None,materials/mumblePic.jpg,angle,C_aloud2,0,7,596.6674370217952,None,596.6674370217952,None,597.6185155812418,None,597.8842137836618,None,597.8842137836618,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base9,001,2019_Oct_29_1355,ProdFawcett_Revision2019,3.2.4,59.98175587585188,
1,0,1,0,,,,,,,,,,,,,,,,,604.6364315481624,None,materials/mumblePic.jpg,short,C_aloud2,1,285,600.9189040243509,None,600.9189040243509,None,601.8856543509173,None,602.1522006593295,None,602.1522006593295,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base9,001,2019_Oct_29_1355,ProdFawcett_Revision2019,3.2.4,59.98175587585188,
2,0,2,0,,,,,,,,,,,,,,,,,608.9044075387064,None,materials/readPic.jpg,interior,A_silent,2,164,605.2371680039796,None,605.2371680039796,None,606.1536692169029,None,606.420522796514,None,606.420522796514,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base9,001,2019_Oct_29_1355,ProdFawcett_Revision2019,3.2.4,59.98175587585188,
3,0,3,0,,,,,,,,,,,,,,,,,613.1723913043388,None,materials/readPic.jpg,people,A_silent,3,216,609.4784602226573,None,609.4784602226573,None,610.4218227902893,None,610.6881765876315,None,610.6881765876315,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base9,001,2019_Oct_29_1355,ProdFawcett_Revision2019,3.2.4,59.98175587585188,
4,0,4,0,,,,,,,,,,,,,,,,,617.4403635628405,None,materials/mumblePic.jpg,article,C_aloud2,4,11,613.7301499035675,None,613.7301499035675,None,614.6896348820883,None,614.956156932225,None,614.956156932225,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base9,001,2019_Oct_29_1355,ProdFawcett_Revision2019,3.2.4,59.98175587585188,
5,0,5,0,,,,,,,,,,,,,,,,,621.7083753187326,None,materials/readPic.jpg,addition,A_silent,5,2,618.0464442992816,None,618.0464442992816,None,618.9595935186953,None,619.2241708652,None,619.2241708652,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base9,001,2019_Oct_29_1355,ProdFawcett_Revision2019,3.2.4,59.98175587585188,
6,0,6,0,,,,,,,,,,,,,,,,,625.9763656154391,None,materials/speakPic.jpg,direction,B_aloud1,6,94,622.3097704795655,None,622.3097704795655,None,623.2258076755679,None,623.4921605398995,None,623.4921605398995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base9,001,2019_Oct_29_1355,ProdFawcett_Revision2019,3.2.4,59.98175587585188,
7,0,7,0,,,,,,,,,,,,,,,,,630.244359022181,None,materials/speakPic.jpg,principal,B_aloud1,7,236,626.5442616781802,None,626.5442616781802,None,627.4936054612044,None,627.760145549546,None,627.760145549546,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base9,001,2019_Oct_29_1355,ProdFawcett_Revision2019,3.2.4,59.98175587585188,
