StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,102.43364488414954,None,space,469.6801169613609,102.43364488414954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
,,,,,,,,,,,,,,572.1376921639312,None,space,6.5519728533690795,572.1376921639312,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
0,0,0,0,,,,,,,,,,,,,,,,,583.4911499869777,None,materials/mumblePic.jpg,native,C_aloud2,0,199,579.7950071203522,None,579.7950071203522,None,580.7410673382692,None,581.0069602126023,None,581.0069602126023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
1,0,1,0,,,,,,,,,,,,,,,,,587.7590873847948,None,materials/readPic.jpg,portion,A_silent,1,228,584.0928802746348,None,584.0928802746348,None,585.0081911564339,None,585.2749243566068,None,585.2749243566068,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
2,0,2,0,,,,,,,,,,,,,,,,,592.0270023905905,None,materials/mumblePic.jpg,expansion,C_aloud2,2,123,588.3438687151065,None,588.3438687151065,None,589.2761229563039,None,589.5428962756414,None,589.5428962756414,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
3,0,3,0,,,,,,,,,,,,,,,,,596.2951854796847,None,materials/speakPic.jpg,education,B_aloud1,3,108,592.6111542539438,None,592.6111542539438,None,593.5441166454693,None,593.810847979621,None,593.810847979621,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
4,0,4,0,,,,,,,,,,,,,,,,,600.5629732859088,None,materials/readPic.jpg,title,A_silent,4,331,596.8971076552989,None,596.8971076552989,None,597.8122356681852,None,598.0788177216891,None,598.0788177216891,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
5,0,5,0,,,,,,,,,,,,,,,,,604.8309246788267,None,materials/readPic.jpg,principal,A_silent,5,236,601.1462114268215,None,601.1462114268215,None,602.0801531620091,None,602.3467744017253,None,602.3467744017253,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
6,0,6,0,,,,,,,,,,,,,,,,,609.098879803787,None,materials/speakPic.jpg,subject,B_aloud1,6,312,605.4157178270398,None,605.4157178270398,None,606.3480327136349,None,606.6145982840098,None,606.6145982840098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
7,0,7,0,,,,,,,,,,,,,,,,,613.3668461248744,None,materials/mumblePic.jpg,committee,C_aloud2,7,62,609.6667289705947,None,609.6667289705947,None,610.615986594581,None,610.8824812567327,None,610.8824812567327,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
8,0,8,0,,,,,,,,,,,,,,,,,617.6348021827871,None,materials/mumblePic.jpg,shear,C_aloud2,8,283,613.9167166083353,None,613.9167166083353,None,614.8839438965078,None,615.1506991778733,None,615.1506991778733,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
9,0,9,0,,,,,,,,,,,,,,,,,621.9029936689185,None,materials/speakPic.jpg,force,B_aloud1,9,131,618.2188595016487,None,618.2188595016487,None,619.1520924643846,None,619.4186390638351,None,619.4186390638351,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
10,0,10,0,,,,,,,,,,,,,,,,,626.1708461634116,None,materials/mumblePic.jpg,patient,C_aloud2,10,213,622.4570878631203,None,622.4570878631203,None,623.4199620640138,None,623.6865954328096,None,623.6865954328096,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
11,0,11,0,,,,,,,,,,,,,,,,,630.4386930598412,None,materials/readPic.jpg,mayor,A_silent,11,183,626.7740981812822,None,626.7740981812822,None,627.6878842228325,None,627.9545275436249,None,627.9545275436249,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
12,0,12,0,,,,,,,,,,,,,,,,,634.7066699549323,None,materials/speakPic.jpg,thing,B_aloud1,12,328,631.040089332033,None,631.040089332033,None,631.9558284627274,None,632.2225423809141,None,632.2225423809141,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
13,0,13,0,,,,,,,,,,,,,,,,,638.9746403190074,None,materials/readPic.jpg,couch,A_silent,13,70,635.2991921114735,None,635.2991921114735,None,636.2237574636238,None,636.4905059029115,None,636.4905059029115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
14,0,14,0,,,,,,,,,,,,,,,,,643.2425948219607,None,materials/mumblePic.jpg,republic,C_aloud2,14,260,639.5300453844247,None,639.5300453844247,None,640.4917822529096,None,640.7584656928666,None,640.7584656928666,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
15,0,15,0,,,,,,,,,,,,,,,,,647.5106140132993,None,materials/readPic.jpg,attack,A_silent,15,13,643.8438253303757,None,643.8438253303757,None,644.759751683916,None,645.0264167748392,None,645.0264167748392,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
16,0,16,0,,,,,,,,,,,,,,,,,651.7785551431589,None,materials/mumblePic.jpg,addition,C_aloud2,16,2,648.0788062146166,None,648.0788062146166,None,649.0276987229008,None,649.2943759429036,None,649.2943759429036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
17,0,17,0,,,,,,,,,,,,,,,,,656.0465115121333,None,materials/mumblePic.jpg,testimony,C_aloud2,17,325,652.3284623248037,None,652.3284623248037,None,653.2957088950789,None,653.562520778738,None,653.562520778738,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
18,0,18,0,,,,,,,,,,,,,,,,,660.3144834311679,None,materials/readPic.jpg,individual,A_silent,18,160,656.6507438066183,None,656.6507438066183,None,657.5636139488779,None,657.8302995659178,None,657.8302995659178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
19,0,19,0,,,,,,,,,,,,,,,,,664.5824469531653,None,materials/speakPic.jpg,right,B_aloud1,19,265,660.9158187470166,None,660.9158187470166,None,661.8316424702061,None,662.0982786379755,None,662.0982786379755,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
20,0,20,0,,,,,,,,,,,,,,,,,668.8504593024263,None,materials/readPic.jpg,hunger,A_silent,20,155,665.1835667450214,None,665.1835667450214,None,666.0995469018817,None,666.366229097941,None,666.366229097941,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
21,0,21,0,,,,,,,,,,,,,,,,,673.1183839492733,None,materials/mumblePic.jpg,center,C_aloud2,21,44,669.4060360406293,None,669.4060360406293,None,670.3674895868171,None,670.634191064979,None,670.634191064979,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
22,0,22,0,,,,,,,,,,,,,,,,,677.3863903895253,None,materials/mumblePic.jpg,damage,C_aloud2,22,83,673.6683654602384,None,673.6683654602384,None,674.6354316497454,None,674.9021959501551,None,674.9021959501551,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
23,0,23,0,,,,,,,,,,,,,,,,,681.654291711282,None,materials/readPic.jpg,object,A_silent,23,204,677.9869771248195,None,677.9869771248195,None,678.9043064060388,None,679.170099137933,None,679.170099137933,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
24,0,24,0,,,,,,,,,,,,,,,,,685.922271094285,None,materials/mumblePic.jpg,minute,C_aloud2,24,192,682.2223564020824,None,682.2223564020824,None,683.171411564108,None,683.4381161521887,None,683.4381161521887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
25,0,25,0,,,,,,,,,,,,,,,,,690.1902694485616,None,materials/mumblePic.jpg,theme,C_aloud2,25,326,686.4721857400145,None,686.4721857400145,None,687.4394055642188,None,687.7060519950464,None,687.7060519950464,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
26,0,26,0,,,,,,,,,,,,,,,,,694.4581804112531,None,materials/mumblePic.jpg,error,C_aloud2,26,117,690.7400985687273,None,690.7400985687273,None,691.7072947568959,None,691.9740099190967,None,691.9740099190967,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
27,0,27,0,,,,,,,,,,,,,,,,,698.7264070404926,None,materials/readPic.jpg,treatment,A_silent,27,339,695.050050086691,None,695.050050086691,None,695.9752865800401,None,696.2419410969596,None,696.2419410969596,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
28,0,28,0,,,,,,,,,,,,,,,,,702.9941379334778,None,materials/readPic.jpg,concern,A_silent,28,65,699.3093267160002,None,699.3093267160002,None,700.2432364179986,None,700.5099360300228,None,700.5099360300228,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
29,0,29,0,,,,,,,,,,,,,,,,,707.2620908814715,None,materials/speakPic.jpg,shape,B_aloud1,29,282,703.5955674827565,None,703.5955674827565,None,704.5112730253022,None,704.7779007961508,None,704.7779007961508,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
30,0,30,0,,,,,,,,,,,,,,,,,711.5300488054054,None,materials/speakPic.jpg,religion,B_aloud1,30,258,707.8340769896749,None,707.8340769896749,None,708.7791830551578,None,709.0458702271571,None,709.0458702271571,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
31,0,31,0,,,,,,,,,,,,,,,,,715.7980182364117,None,materials/readPic.jpg,broad,A_silent,31,31,712.1207394743105,None,712.1207394743105,None,713.0471086349571,None,713.3138275290839,None,713.3138275290839,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
32,0,32,0,,,,,,,,,,,,,,,,,720.0659805145115,None,materials/readPic.jpg,express,A_silent,32,124,716.3704720909009,None,716.3704720909009,None,717.315106678172,None,717.5817863860866,None,717.5817863860866,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
33,0,33,0,,,,,,,,,,,,,,,,,724.3339549215743,None,materials/speakPic.jpg,management,B_aloud1,33,177,720.6673323133728,None,720.6673323133728,None,721.5830474970862,None,721.8497365351068,None,721.8497365351068,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
34,0,34,0,,,,,,,,,,,,,,,,,728.6019041375257,None,materials/speakPic.jpg,straight,B_aloud1,34,307,724.905159794027,None,724.905159794027,None,725.8511049414519,None,726.1177009900566,None,726.1177009900566,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
35,0,35,0,,,,,,,,,,,,,,,,,732.8698402913287,None,materials/speakPic.jpg,novel,B_aloud1,35,202,729.1683516206685,None,729.1683516206685,None,730.1189888471272,None,730.3856909471797,None,730.3856909471797,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
36,0,36,0,,,,,,,,,,,,,,,,,737.1378193635028,None,materials/mumblePic.jpg,member,C_aloud2,36,188,733.4250086846296,None,733.4250086846296,None,734.3869106950006,None,734.6536398521857,None,734.6536398521857,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
37,0,37,0,,,,,,,,,,,,,,,,,741.4057928374968,None,materials/speakPic.jpg,vision,B_aloud1,37,347,737.738463634043,None,737.738463634043,None,738.6548997190548,None,738.9216092831921,None,738.9216092831921,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
38,0,38,0,,,,,,,,,,,,,,,,,745.6737420534482,None,materials/readPic.jpg,group,A_silent,38,143,741.9985706373118,None,741.9985706373118,None,742.9229724026518,None,743.1895488580922,None,743.1895488580922,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
39,0,39,0,,,,,,,,,,,,,,,,,749.9417130395304,None,materials/speakPic.jpg,point,B_aloud1,39,226,746.261049648514,None,746.261049648514,None,747.1908681263449,None,747.4575154901249,None,747.4575154901249,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
40,0,40,0,,,,,,,,,,,,,,,,,754.2096591454465,None,materials/speakPic.jpg,equipment,B_aloud1,40,116,750.5248407749459,None,750.5248407749459,None,751.4589093987597,None,751.7290978251258,None,751.7290978251258,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
41,0,41,0,,,,,,,,,,,,,,,,,758.4776503465837,None,materials/mumblePic.jpg,skill,C_aloud2,41,289,754.7776482629124,None,754.7776482629124,None,755.7268810067326,None,755.9934506202117,None,755.9934506202117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
42,0,42,0,,,,,,,,,,,,,,,,,762.7455967635615,None,materials/mumblePic.jpg,drama,C_aloud2,42,103,759.0275699682534,None,759.0275699682534,None,759.9947866825387,None,760.261406367179,None,760.261406367179,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
43,0,43,0,,,,,,,,,,,,,,,,,767.0135727255838,None,materials/speakPic.jpg,guide,B_aloud1,43,147,763.3299321177183,None,763.3299321177183,None,764.2626867602812,None,764.5293770423159,None,764.5293770423159,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
44,0,44,0,,,,,,,,,,,,,,,,,771.2817648337223,None,materials/readPic.jpg,light,A_silent,44,171,767.6186509440886,None,767.6186509440886,None,768.530731764622,None,768.7973433632869,None,768.7973433632869,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base2,001,2019_Oct_22_1512,ProdFawcett_Revision2019,3.2.4,59.971929711620334,
