StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.59089044466964,None,space,916.2343605139176,11.59089044466964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing34,001,2019_Nov_14_1328,ProdFawcett_Revision2019,3.2.4,59.969804073129986,
,,,,,,,,,,,,,,927.8464817901258,None,space,3.178541449800832,927.8464817901258,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing34,001,2019_Nov_14_1328,ProdFawcett_Revision2019,3.2.4,59.969804073129986,
0,0,0,0,,,,,,,,,,,,,,,,,935.8323680222093,None,materials/readPic.jpg,military,A_silent,0,190,932.1975047358428,None,932.1975047358428,None,933.0824704209808,None,933.3481990103028,None,933.3481990103028,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing34,001,2019_Nov_14_1328,ProdFawcett_Revision2019,3.2.4,59.969804073129986,
1,0,1,0,,,,,,,,,,,,,,,,,940.1003996117215,None,materials/speakPic.jpg,under,B_aloud,1,343,936.4226149952738,None,936.4226149952738,None,937.3494495658379,None,937.6161721306853,None,937.6161721306853,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing34,001,2019_Nov_14_1328,ProdFawcett_Revision2019,3.2.4,59.969804073129986,
2,0,2,0,,,,,,,,,,,,,,,,,944.368447373563,None,materials/speakPic.jpg,disease,B_aloud,2,97,940.6750371885428,None,940.6750371885428,None,941.6174945286184,None,941.8743609990925,None,941.8743609990925,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing34,001,2019_Nov_14_1328,ProdFawcett_Revision2019,3.2.4,59.969804073129986,
3,0,3,0,,,,,,,,,,,,,,,,,948.6364823841432,None,materials/speakPic.jpg,solution,B_aloud,3,294,944.9370794225542,None,944.9370794225542,None,945.8856240850582,None,946.1522356207133,None,946.1522356207133,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing34,001,2019_Nov_14_1328,ProdFawcett_Revision2019,3.2.4,59.969804073129986,
4,0,4,0,,,,,,,,,,,,,,,,,952.9045435192238,None,materials/readPic.jpg,sight,A_silent,4,286,949.2376584226149,None,949.2376584226149,None,950.1535443343746,None,950.4202466838178,None,950.4202466838178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing34,001,2019_Nov_14_1328,ProdFawcett_Revision2019,3.2.4,59.969804073129986,
5,0,5,0,,,,,,,,,,,,,,,,,957.1725110414845,None,materials/singPic.jpg,evidence,C_sing,5,120,953.5226230503467,None,953.5226230503467,None,954.4233041848056,None,954.6882760962762,None,954.6882760962762,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing34,001,2019_Nov_14_1328,ProdFawcett_Revision2019,3.2.4,59.969804073129986,
6,0,6,0,,,,,,,,,,,,,,,,,961.4405205495714,None,materials/readPic.jpg,month,A_silent,6,193,957.7742030390946,None,957.7742030390946,None,958.6895863649843,None,958.9563160829421,None,958.9563160829421,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing34,001,2019_Nov_14_1328,ProdFawcett_Revision2019,3.2.4,59.969804073129986,
7,0,7,0,,,,,,,,,,,,,,,,,965.7085648903158,None,materials/readPic.jpg,permit,A_silent,7,218,962.0236513919954,None,962.0236513919954,None,962.9576151554356,None,963.2243386532937,None,963.2243386532937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing34,001,2019_Nov_14_1328,ProdFawcett_Revision2019,3.2.4,59.969804073129986,
