StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,22.043583690987134,None,space,2904.8281669465696,22.043583690987134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base4,001,2019_Oct_23_1600,ProdFawcett_Revision2019,3.2.4,59.96676594608899,
,,,,,,,,,,,,,,2926.904016296573,None,space,9.495166075760608,2926.904016296573,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base4,001,2019_Oct_23_1600,ProdFawcett_Revision2019,3.2.4,59.96676594608899,
0,0,0,0,,,,,,,,,,,,,,,,,2941.2084639547184,None,materials/mumblePic.jpg,level,C_aloud2,0,170,2937.590294831125,None,2937.590294831125,None,2938.458771536978,None,2938.724255458108,None,2938.724255458108,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base4,001,2019_Oct_23_1600,ProdFawcett_Revision2019,3.2.4,59.96676594608899,
1,0,1,0,,,,,,,,,,,,,,,,,2945.4764517633885,None,materials/speakPic.jpg,notice,B_aloud1,1,201,2941.829218137712,None,2941.829218137712,None,2942.725890713442,None,2942.992239223736,None,2942.992239223736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base4,001,2019_Oct_23_1600,ProdFawcett_Revision2019,3.2.4,59.96676594608899,
2,0,2,0,,,,,,,,,,,,,,,,,2949.7444495241652,None,materials/mumblePic.jpg,prime,C_aloud2,2,235,2946.044259501151,None,2946.044259501151,None,2946.9937432356783,None,2947.260251601667,None,2947.260251601667,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base4,001,2019_Oct_23_1600,ProdFawcett_Revision2019,3.2.4,59.96676594608899,
3,0,3,0,,,,,,,,,,,,,,,,,2954.0124239596944,None,materials/readPic.jpg,direction,A_silent,3,94,2950.3949763637493,None,2950.3949763637493,None,2951.2617469055176,None,2951.5282335012753,None,2951.5282335012753,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base4,001,2019_Oct_23_1600,ProdFawcett_Revision2019,3.2.4,59.96676594608899,
4,0,4,0,,,,,,,,,,,,,,,,,2958.280398706226,None,materials/readPic.jpg,break,A_silent,4,26,2954.595586863221,None,2954.595586863221,None,2955.529439883063,None,2955.796232817068,None,2955.796232817068,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base4,001,2019_Oct_23_1600,ProdFawcett_Revision2019,3.2.4,59.96676594608899,
5,0,5,0,,,,,,,,,,,,,,,,,2962.5483918019536,None,materials/speakPic.jpg,partner,B_aloud1,5,211,2958.89923866393,None,2958.89923866393,None,2959.7996364371465,None,2960.0642047645706,None,2960.0642047645706,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base4,001,2019_Oct_23_1600,ProdFawcett_Revision2019,3.2.4,59.96676594608899,
6,0,6,0,,,,,,,,,,,,,,,,,2966.8163979598185,None,materials/readPic.jpg,speech,A_silent,6,298,2963.183016420974,None,2963.183016420974,None,2964.0652976301553,None,2964.3320715929585,None,2964.3320715929585,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base4,001,2019_Oct_23_1600,ProdFawcett_Revision2019,3.2.4,59.96676594608899,
7,0,7,0,,,,,,,,,,,,,,,,,2971.0843870125027,None,materials/speakPic.jpg,payment,B_aloud1,7,215,2967.4177505131556,None,2967.4177505131556,None,2968.3337332835727,None,2968.5871816881263,None,2968.5871816881263,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base4,001,2019_Oct_23_1600,ProdFawcett_Revision2019,3.2.4,59.96676594608899,
