StudyTrials.thisRepN,StudyTrials.thisTrialN,StudyTrials.thisN,StudyTrials.thisIndex,TestTrials.thisRepN,TestTrials.thisTrialN,TestTrials.thisN,TestTrials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textReady.started,textReady.stopped,keyReady.keys,keyReady.rt,keyReady.started,keyReady.stopped,polyback_2.started,polyback_2.stopped,studyPic,studyWord,studyType,studyN,studyOrder,polyback_3.started,polyback_3.stopped,studyPicChoice.started,studyPicChoice.stopped,polyback_4.started,polyback_4.stopped,polyback.started,polyback.stopped,studyWords.started,studyWords.stopped,getResearcher.started,getResearcher.stopped,kPress2.keys,kPress2.rt,kPress2.started,kPress2.stopped,testWord,testType,testN,testOrder,polyback_5.started,polyback_5.stopped,testWords.started,testWords.stopped,textScale.started,textScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,polyback_6.started,polyback_6.stopped,studyWords_2.started,studyWords_2.stopped,polyback_7.started,polyback_7.stopped,testWords_2.started,testWords_2.stopped,textScale_2.started,textScale_2.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.473037899995688,None,space,245.85984839999583,11.473037899995688,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing40,001,2019_Nov_16_1457,ProdFawcett_Revision2019,3.2.3,60.02069513255612,
,,,,,,,,,,,,,,257.35441949998494,None,space,10.305558399995789,257.35441949998494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing40,001,2019_Nov_16_1457,ProdFawcett_Revision2019,3.2.3,60.02069513255612,
0,0,0,0,,,,,,,,,,,,,,,,,272.46893819997786,None,materials/singPic.jpg,sound,C_sing,0,295,268.8104179999791,None,268.8104179999791,None,269.73731629998656,None,269.9947408000007,None,269.9947408000007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing40,001,2019_Nov_16_1457,ProdFawcett_Revision2019,3.2.3,60.02069513255612,
1,0,1,0,,,,,,,,,,,,,,,,,276.73587340000086,None,materials/speakPic.jpg,produce,B_aloud,1,239,273.07320389995584,None,273.07320389995584,None,273.98596889997134,None,274.2428877999773,None,274.2428877999773,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing40,001,2019_Nov_16_1457,ProdFawcett_Revision2019,3.2.3,60.02069513255612,
2,0,2,0,,,,,,,,,,,,,,,,,281.00285879999865,None,materials/speakPic.jpg,plane,B_aloud,2,223,277.30784949997906,None,277.30784949997906,None,278.25447379995603,None,278.51106639998034,None,278.51106639998034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing40,001,2019_Nov_16_1457,ProdFawcett_Revision2019,3.2.3,60.02069513255612,
3,0,3,0,,,,,,,,,,,,,,,,,285.2698409999721,None,materials/singPic.jpg,style,C_sing,3,311,281.59496899996884,None,281.59496899996884,None,282.5206260999548,None,282.7779609999852,None,282.7779609999852,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing40,001,2019_Nov_16_1457,ProdFawcett_Revision2019,3.2.3,60.02069513255612,
4,0,4,0,,,,,,,,,,,,,,,,,289.53674959996715,None,materials/readPic.jpg,captain,A_silent,4,41,285.849979599996,None,285.849979599996,None,286.7874539999757,None,287.0449239999871,None,287.0449239999871,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing40,001,2019_Nov_16_1457,ProdFawcett_Revision2019,3.2.3,60.02069513255612,
5,0,5,0,,,,,,,,,,,,,,,,,293.8037340999581,None,materials/singPic.jpg,generation,C_sing,5,136,290.13078239996685,None,290.13078239996685,None,291.05450699996436,None,291.31642649997957,None,291.31642649997957,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing40,001,2019_Nov_16_1457,ProdFawcett_Revision2019,3.2.3,60.02069513255612,
6,0,6,0,,,,,,,,,,,,,,,,,298.07068599999184,None,materials/singPic.jpg,people,C_sing,6,216,294.412010799977,None,294.412010799977,None,295.3208106000093,None,295.57716709998203,None,295.57716709998203,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing40,001,2019_Nov_16_1457,ProdFawcett_Revision2019,3.2.3,60.02069513255612,
7,0,7,0,,,,,,,,,,,,,,,,,302.33765369997127,None,materials/speakPic.jpg,finish,B_aloud,7,130,298.6414000999648,None,298.6414000999648,None,299.58839399996214,None,299.84450409997953,None,299.84450409997953,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sing40,001,2019_Nov_16_1457,ProdFawcett_Revision2019,3.2.3,60.02069513255612,
