StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,keyStudy.rt,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,,,,,37.6899946,None,c,26.1339288,37.6899946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,,,,,,,,,,,SingTest,63.8690692,None,space,6.1706639,63.8690692,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
0,0,0,0,,,,,,,,,,,,,,,,,,63.8690692,None,63.8690692,None,63.8690692,None,63.8690692,None,72.5873419,None,community,22,1,sing,yellow,70.5729989,None,None,70.5729989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,75.0899323,None,poetry,62,2,sing,red,73.0878102,None,space,73.0878102,None,1.3682656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.6090504,None,curve,64,3,sing,red,75.6015902,None,None,75.6015902,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,80.1117136,None,smooth,14,4,sing,yellow,78.1111566,None,None,78.1111566,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,82.6141141,None,carry,11,5,sing,yellow,80.6120671,None,None,80.6120671,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,85.1166492,None,entrance,74,6,sing,red,83.1146254,None,None,83.1146254,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,87.6355867,None,fellow,38,7,sing,blue,85.622295,None,None,85.622295,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,90.138297,None,platform,79,8,sing,red,88.1361794,None,None,88.1361794,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,92.6574858,None,shear,50,9,sing,blue,90.6419082,None,None,90.6419082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,95.1766366,None,short,13,10,sing,yellow,93.1678923,None,None,93.1678923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,97.6792227,None,character,66,11,sing,red,95.6771923,None,None,95.6771923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,100.1983039,None,personnel,23,12,sing,yellow,98.1830297,None,None,98.1830297,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,102.7008752,None,notice,44,13,sing,blue,100.6987884,None,None,100.6987884,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,105.203496,None,space,29,14,sing,blue,103.2014384,None,None,103.2014384,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,107.7225006,None,treatment,82,15,sing,red,105.7103596,None,None,105.7103596,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,110.2250992,None,instrument,51,16,sing,blue,108.2236952,None,None,108.2236952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,112.7441484,None,right,15,17,sing,yellow,110.7339525,None,None,110.7339525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,115.2466725,None,addition,83,18,sing,red,113.2446803,None,None,113.2446803,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,117.7492059,None,device,49,19,sing,blue,115.7472236,None,None,115.7472236,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,120.2682975,None,bucket,37,20,sing,blue,118.2556906,None,None,118.2556906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,122.7709603,None,council,87,21,sing,red,120.7689282,None,None,120.7689282,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,125.2901083,None,beauty,86,22,sing,red,123.276122,None,None,123.276122,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,127.8092984,None,sunset,78,23,sing,red,125.7983191,None,None,125.7983191,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,130.3118498,None,collection,89,24,sing,red,128.3097669,None,None,128.3097669,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,132.8309335,None,swift,8,25,sing,yellow,130.8159916,None,None,130.8159916,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,135.3335728,None,court,80,26,sing,red,133.331306,None,None,133.331306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,137.8359559,None,society,32,27,sing,blue,135.8339642,None,None,135.8339642,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,140.3551694,None,column,6,28,sing,yellow,138.3444728,None,None,138.3444728,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,142.8576429,None,primary,7,29,sing,yellow,140.8554207,None,None,140.8554207,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,145.3598306,None,atmosphere,76,30,sing,red,143.3582341,None,None,143.3582341,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,147.8793509,None,cousin,12,31,sing,yellow,145.8654011,None,None,145.8654011,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,150.3817779,None,group,77,32,sing,red,148.3811731,None,None,148.3811731,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,152.8843731,None,industry,71,33,sing,red,150.8837618,None,None,150.8837618,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,155.4035465,None,committee,67,34,sing,red,153.3979279,None,None,153.3979279,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,157.9228771,None,incident,17,35,sing,yellow,155.9104194,None,None,155.9104194,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,160.4419774,None,crowd,60,36,sing,red,158.4266537,None,None,158.4266537,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,162.9444488,None,front,0,37,sing,yellow,160.9444613,None,None,160.9444613,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,165.4468757,None,mayor,88,38,sing,red,163.4466748,None,None,163.4466748,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,167.9494301,None,meeting,43,39,sing,blue,165.9500106,None,None,165.9500106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,170.4689462,None,throw,73,40,sing,red,168.4536381,None,None,168.4536381,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,172.9711046,None,weather,72,41,sing,red,170.9688213,None,None,170.9688213,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,175.4736244,None,degree,2,42,sing,yellow,173.4722029,None,None,173.4722029,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,177.9761053,None,trial,1,43,sing,yellow,175.9771341,None,None,175.9771341,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,180.478612,None,alert,36,44,sing,blue,178.4786316,None,None,178.4786316,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,182.997851,None,answer,25,45,sing,yellow,180.9825655,None,None,180.9825655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,185.5003708,None,rapid,70,46,sing,red,183.4983065,None,None,183.4983065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,188.0192016,None,whole,30,47,sing,blue,186.0074038,None,None,186.0074038,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,190.5387463,None,fashion,28,48,sing,yellow,188.5268442,None,None,188.5268442,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,193.0412422,None,trash,16,49,sing,yellow,191.0419935,None,None,191.0419935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,195.5436371,None,suspect,68,50,sing,red,193.5415195,None,None,193.5415195,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,198.0461001,None,comedy,63,51,sing,red,196.0448113,None,None,196.0448113,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,200.5649867,None,owner,65,52,sing,red,198.5539936,None,None,198.5539936,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,203.0678424,None,chief,18,53,sing,yellow,201.0654934,None,None,201.0654934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,205.5703284,None,match,81,54,sing,red,203.5680205,None,None,203.5680205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,208.0729117,None,discovery,21,55,sing,yellow,206.0709185,None,None,206.0709185,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,210.5753382,None,master,40,56,sing,blue,208.5750504,None,None,208.5750504,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,213.0944325,None,close,59,57,sing,yellow,211.0852203,None,None,211.0852203,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,215.5969918,None,split,61,58,sing,red,213.5952635,None,None,213.5952635,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,218.0992977,None,concern,10,59,sing,yellow,216.0983633,None,None,216.0983633,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,220.6019977,None,course,46,60,sing,blue,218.60006,None,None,218.60006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,223.1209197,None,question,53,61,sing,blue,221.1146938,None,None,221.1146938,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,225.6404977,None,judge,45,62,sing,blue,223.6341421,None,None,223.6341421,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,228.1428622,None,military,56,63,sing,blue,226.1408878,None,None,226.1408878,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,230.6454209,None,background,41,64,sing,blue,228.6450464,None,None,228.6450464,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,233.1477754,None,equipment,55,65,sing,blue,231.1459674,None,None,231.1459674,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,235.6504037,None,escape,58,66,sing,blue,233.6484008,None,None,233.6484008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,238.152917,None,hearing,35,67,sing,blue,236.152728,None,None,236.152728,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,240.6553676,None,exchange,19,68,sing,yellow,238.6553531,None,None,238.6553531,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,243.1745623,None,tragedy,54,69,sing,blue,241.1606229,None,None,241.1606229,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,245.6771361,None,goose,84,70,sing,red,243.6751095,None,None,243.6751095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,248.1795966,None,break,24,71,sing,yellow,246.1802436,None,None,246.1802436,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,250.6821077,None,education,26,72,sing,yellow,248.680054,None,None,248.680054,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,253.2012736,None,brilliant,52,73,sing,blue,251.1879542,None,None,251.1879542,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,255.7037559,None,permit,48,74,sing,blue,253.7019744,None,None,253.7019744,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,258.2230006,None,conference,27,75,sing,yellow,256.2083243,None,None,256.2083243,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,260.725452,None,capital,3,76,sing,yellow,258.7231891,None,None,258.7231891,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,263.2279099,None,sight,20,77,sing,yellow,261.2265445,None,None,261.2265445,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,265.7469057,None,damage,42,78,sing,blue,263.7338647,None,None,263.7338647,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,268.2660599,None,drama,69,79,sing,red,266.2536498,None,None,266.2536498,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,270.7688407,None,grade,57,80,sing,blue,268.7665478,None,None,268.7665478,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,273.2881195,None,point,33,81,sing,blue,271.2758405,None,None,271.2758405,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,275.7905142,None,youth,31,82,sing,blue,273.7896146,None,None,273.7896146,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,278.2929961,None,country,85,83,sing,red,276.2910144,None,None,276.2910144,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,280.8123315,None,evidence,47,84,sing,blue,278.7980817,None,None,278.7980817,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
