StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,keyStudy.rt,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,155,0,155,0,,,,,,,,,,,,,,,,,,,,,,806.7550423,None,,,,,,,,,,,,,,,,,,curve,64,156,sing,old,red,805.3948304,None,805.3948304,None,1,0.6612599,805.3948304,None,0.6612599,806.0920755,None,806.6045096,None,806.6045096,None,n,0.1234882,806.6045096,None,0.1234882,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,156,0,156,0,,,,,,,,,,,,,,,,,,,,,,811.7592355,None,,,,,,,,,,,,,,,,,,permit,48,157,sing,old,blue,807.2564197,None,807.2564197,None,4,3.7914832,807.2564197,None,3.7914832,811.0763527,None,811.5769308,None,811.5769308,None,f,0.1669297,811.5769308,None,0.1669297,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,157,0,157,0,,,,,,,,,,,,,,,,,,,,,,814.2472829,None,,,,,,,,,,,,,,,,,,trash,16,158,sing,old,yellow,812.2744212,None,812.2744212,None,6,1.1496516,812.2744212,None,1.1496516,813.4457942,None,813.9514258,None,813.9514258,None,r,0.2726277,813.9514258,None,0.2726277,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,158,0,158,0,,,,,,,,,,,,,,,,,,,,,,816.7479483,None,,,,,,,,,,,,,,,,,,emergency,140,159,sing,new,null,814.764688,None,814.764688,None,6,1.1952956,814.764688,None,1.1952956,815.9814546,None,816.4903982,None,816.4903982,None,r,0.2295437,816.4903982,None,0.2295437,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,159,0,159,0,,,,,,,,,,,,,,,,,,,,,,819.7898493,None,,,,,,,,,,,,,,,,,,sight,20,160,sing,old,yellow,817.2483859,None,817.2483859,None,4,1.7035283,817.2483859,None,1.7035283,818.9867762,None,819.5020998,None,819.5020998,None,f,0.2579658,819.5020998,None,0.2579658,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,160,0,160,0,,,,,,,,,,,,,,,,,,,,,,822.1419655,None,,,,,,,,,,,,,,,,,,mankind,107,161,sing,new,null,820.30534,None,820.30534,None,1,1.0705602,820.30534,None,1.0705602,821.4024104,None,821.9030627,None,821.9030627,None,n,0.2169341,821.9030627,None,0.2169341,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,161,0,161,0,,,,,,,,,,,,,,,,,,,,,,824.0885657,None,,,,,,,,,,,,,,,,,,production,153,162,sing,new,null,822.6632858,None,822.6632858,None,1,0.6966595,822.6632858,None,0.6966595,823.3887681,None,823.8928407,None,823.8928407,None,n,0.1791669,823.8928407,None,0.1791669,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,162,0,162,0,,,,,,,,,,,,,,,,,,,,,,826.0069353,None,,,,,,,,,,,,,,,,,,carry,11,163,sing,old,yellow,824.5957931,None,824.5957931,None,1,0.8042474,824.5957931,None,0.8042474,825.4253893,None,825.94053,None,825.94053,None,n,0.0515234,825.94053,None,0.0515234,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,163,0,163,0,,,,,,,,,,,,,,,,,,,,,,828.4954387,None,,,,,,,,,,,,,,,,,,owner,65,164,sing,old,red,826.5138177,None,826.5138177,None,3,1.270169,826.5138177,None,1.270169,827.8105347,None,828.3302091,None,828.3302091,None,f,0.1421045,828.3302091,None,0.1421045,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,164,0,164,0,,,,,,,,,,,,,,,,,,,,,,831.328843,None,,,,,,,,,,,,,,,,,,incident,17,165,sing,old,yellow,829.0122848,None,829.0122848,None,1,1.6037864,829.0122848,None,1.6037864,830.646255,None,831.1454992,None,831.1454992,None,n,0.1664655,831.1454992,None,0.1664655,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,165,0,165,0,,,,,,,,,,,,,,,,,,,,,,833.81485,None,,,,,,,,,,,,,,,,,,figure,132,166,sing,new,null,831.8344826,None,831.8344826,None,3,1.2135846,831.8344826,None,1.2135846,833.0708943,None,833.5814023,None,833.5814023,None,f,0.2186077,833.5814023,None,0.2186077,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,166,0,166,0,,,,,,,,,,,,,,,,,,,,,,835.8836575,None,,,,,,,,,,,,,,,,,,weight,129,167,sing,new,null,834.3244103,None,834.3244103,None,1,0.8356709,834.3244103,None,0.8356709,835.1841396,None,835.6919124,None,835.6919124,None,n,0.1720595,835.6919124,None,0.1720595,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,167,0,167,0,,,,,,,,,,,,,,,,,,,,,,839.2533664,None,,,,,,,,,,,,,,,,,,mayor,88,168,sing,old,red,836.393301,None,836.393301,None,1,0.7425433,836.393301,None,0.7425433,837.1526895,None,837.6518837,None,837.6518837,None,r,1.5720072,837.6518837,None,1.5720072,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,168,0,168,0,,,,,,,,,,,,,,,,,,,,,,842.5748906,None,,,,,,,,,,,,,,,,,,period,164,169,sing,new,null,839.753983,None,839.753983,None,3,2.0460225,839.753983,None,2.0460225,841.8242391,None,842.324217,None,842.324217,None,f,0.2200227,842.324217,None,0.2200227,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,169,0,169,0,,,,,,,,,,,,,,,,,,,,,,845.1095963,None,,,,,,,,,,,,,,,,,,birth,170,170,sing,new,null,843.0811288,None,843.0811288,None,3,1.1828369,843.0811288,None,1.1828369,844.2925245,None,844.7965734,None,844.7965734,None,f,0.2914426,844.7965734,None,0.2914426,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,170,0,170,0,,,,,,,,,,,,,,,,,,,,,,847.3451315,None,,,,,,,,,,,,,,,,,,device,49,171,sing,old,blue,845.6179506,None,845.6179506,None,3,0.958095,845.6179506,None,0.958095,846.5990774,None,847.1116694,None,847.1116694,None,f,0.2082999,847.1116694,None,0.2082999,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,171,0,171,0,,,,,,,,,,,,,,,,,,,,,,849.8321986,None,,,,,,,,,,,,,,,,,,judge,45,172,sing,old,blue,847.8581618,None,847.8581618,None,4,1.3099509,847.8581618,None,1.3099509,849.2026068,None,849.7142211,None,849.7142211,None,f,0.1018806,849.7142211,None,0.1018806,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,172,0,172,0,,,,,,,,,,,,,,,,,,,,,,851.8829957,None,,,,,,,,,,,,,,,,,,thick,146,173,sing,new,null,850.3387755,None,850.3387755,None,1,0.813483,850.3387755,None,0.813483,851.1932829,None,851.6995592,None,851.6995592,None,n,0.1644922,851.6995592,None,0.1644922,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,173,0,173,0,,,,,,,,,,,,,,,,,,,,,,854.6190771,None,,,,,,,,,,,,,,,,,,symbol,108,174,sing,new,null,852.3913995,None,852.3913995,None,4,1.4646236,852.3913995,None,1.4646236,853.8865641,None,854.3867393,None,854.3867393,None,f,0.2052379,854.3867393,None,0.2052379,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,174,0,174,0,,,,,,,,,,,,,,,,,,,,,,857.1717552,None,,,,,,,,,,,,,,,,,,story,103,175,sing,new,null,855.1232428,None,855.1232428,None,5,1.4206778,855.1232428,None,1.4206778,856.5742109,None,857.0884604,None,857.0884604,None,f,0.0634335,857.0884604,None,0.0634335,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,175,0,175,0,,,,,,,,,,,,,,,,,,,,,,860.2747116,None,,,,,,,,,,,,,,,,,,subject,169,176,sing,new,null,857.6777453,None,857.6777453,None,6,1.8422578,857.6777453,None,1.8422578,859.542988,None,860.057945,None,860.057945,None,r,0.1899906,860.057945,None,0.1899906,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,176,0,176,0,,,,,,,,,,,,,,,,,,,,,,862.7102356,None,,,,,,,,,,,,,,,,,,master,40,177,sing,old,blue,860.7784506,None,860.7784506,None,1,1.1175617,860.7784506,None,1.1175617,861.9276009,None,862.4296581,None,862.4296581,None,n,0.2584293,862.4296581,None,0.2584293,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,177,0,177,0,,,,,,,,,,,,,,,,,,,,,,864.8459581,None,,,,,,,,,,,,,,,,,,whole,30,178,sing,old,blue,863.23035,None,863.23035,None,1,0.8816707,863.23035,None,0.8816707,864.1298335,None,864.6345817,None,864.6345817,None,n,0.1894515,864.6345817,None,0.1894515,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,178,0,178,0,,,,,,,,,,,,,,,,,,,,,,867.0323688,None,,,,,,,,,,,,,,,,,,opening,122,179,sing,new,null,865.3569278,None,865.3569278,None,1,0.96299,865.3569278,None,0.96299,866.3501069,None,866.8654473,None,866.8654473,None,n,0.1426288,866.8654473,None,0.1426288,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,179,0,179,0,,,,,,,,,,,,,,,,,,,,,,869.3334273,None,,,,,,,,,,,,,,,,,,pattern,123,180,sing,new,null,867.5347758,None,867.5347758,None,4,1.033249,867.5347758,None,1.033249,868.6016469,None,869.1175268,None,869.1175268,None,f,0.1864043,869.1175268,None,0.1864043,,,Sep16Sing1,42,2022_Sep_16_1446,ProdSingRedoBetween,2021.2.3,59.87403703
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.8349371,None,,,,,,
