StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,keyStudy.rt,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,1105.2859310999993,None,,,,,,,,,,,,,,,,,,express,113,61,aloud,new,null,1100.9316342999991,None,1100.9316342999991,None,2,3.4779080000007525,1100.9316342999991,None,3.4779080000007525,1104.4412018000003,None,1104.9604911999995,None,1104.9604911999995,None,n,0.29683789999762666,1104.9604911999995,None,0.29683789999762666,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,1108.3721612000008,None,,,,,,,,,,,,,,,,,,track,53,62,aloud,old,blue,1105.8013988999992,None,1105.8013988999992,None,3,1.8318945999999414,1105.8013988999992,None,1.8318945999999414,1107.656994500001,None,1108.1760273,None,1108.1760273,None,f,0.17742160000125295,1108.1760273,None,0.17742160000125295,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,1118.7993112999975,None,,,,,,,,,,,,,,,,,,dozen,36,63,aloud,old,blue,1108.8730231000009,None,1108.8730231000009,None,2,8.544307000000117,1108.8730231000009,None,8.544307000000117,1117.452486099999,None,1117.9737548999983,None,1117.9737548999983,None,n,0.8035431999996945,1117.9737548999983,None,0.8035431999996945,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,1124.4558658999995,None,,,,,,,,,,,,,,,,,,direction,50,64,aloud,old,blue,1119.3068664999992,None,1119.3068664999992,None,2,4.350416399996902,1119.3068664999992,None,4.350416399996902,1123.688463399998,None,1124.1955976999998,None,1124.1955976999998,None,n,0.23770780000268132,1124.1955976999998,None,0.23770780000268132,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,1130.4107444,None,,,,,,,,,,,,,,,,,,debate,1,65,aloud,old,yellow,1124.959604399999,None,1124.959604399999,None,3,4.569599400001607,1124.959604399999,None,4.569599400001607,1129.560126100001,None,1130.0663749999985,None,1130.0663749999985,None,f,0.3189081999989867,1130.0663749999985,None,0.3189081999989867,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,1139.1230756000004,None,,,,,,,,,,,,,,,,,,stranger,114,66,aloud,new,null,1130.9188751000002,None,1130.9188751000002,None,2,3.7304590999992797,1130.9188751000002,None,3.7304590999992797,1134.6686055999999,None,1135.186136299999,None,1135.186136299999,None,n,3.90326080000159,1135.186136299999,None,3.90326080000159,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,1147.1777425,None,,,,,,,,,,,,,,,,,,employment,169,67,aloud,new,null,1139.6487400999977,None,1139.6487400999977,None,2,2.688794900001085,1139.6487400999977,None,2.688794900001085,1142.3765161999982,None,1142.8973449000005,None,1142.8973449000005,None,n,4.25594590000037,1142.8973449000005,None,4.25594590000037,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,1151.2318330999988,None,,,,,,,,,,,,,,,,,,finance,21,68,aloud,old,yellow,1147.687696500001,None,1147.687696500001,None,2,2.32965730000069,1147.687696500001,None,2.32965730000069,1150.048401,None,1150.5546093999983,None,1150.5546093999983,None,f,0.6546839000002365,1150.5546093999983,None,0.6546839000002365,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,1155.2381332999976,None,,,,,,,,,,,,,,,,,,region,152,69,aloud,new,null,1151.7401991000006,None,1151.7401991000006,None,2,2.4051541999979236,1151.7401991000006,None,2.4051541999979236,1154.1711775000003,None,1154.6953985,None,1154.6953985,None,f,0.5140190000020084,1154.6953985,None,0.5140190000020084,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,1159.7622396000006,None,,,,,,,,,,,,,,,,,,blind,29,70,aloud,old,blue,1155.7688215999988,None,1155.7688215999988,None,6,2.936707799999567,1155.7688215999988,None,2.936707799999567,1158.7298666999995,None,1159.2476408000002,None,1159.2476408000002,None,r,0.48176450000028126,1159.2476408000002,None,0.48176450000028126,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,1163.2938323999988,None,,,,,,,,,,,,,,,,,,drama,115,71,aloud,new,null,1160.2849475000003,None,1160.2849475000003,None,2,2.2763297999990755,1160.2849475000003,None,2.2763297999990755,1162.5930670999987,None,1163.099515599999,None,1163.099515599999,None,f,0.17396139999982552,1163.099515599999,None,0.17396139999982552,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,1167.0640267999988,None,,,,,,,,,,,,,,,,,,force,92,72,aloud,new,null,1163.8047215000006,None,1163.8047215000006,None,1,1.7646399000004749,1163.8047215000006,None,1.7646399000004749,1165.6040149,None,1166.1192837999988,None,1166.1192837999988,None,n,0.9141882000003534,1166.1192837999988,None,0.9141882000003534,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,1172.2861181999979,None,,,,,,,,,,,,,,,,,,short,149,73,aloud,new,null,1167.572106399999,None,1167.572106399999,None,3,4.07727259999956,1167.572106399999,None,4.07727259999956,1171.6724658999992,None,1172.186151400001,None,1172.186151400001,None,f,0.0712392000023101,1172.186151400001,None,0.0712392000023101,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,1177.1085658999982,None,,,,,,,,,,,,,,,,,,angle,130,74,aloud,new,null,1172.7980141999979,None,1172.7980141999979,None,1,1.9555182000003697,1172.7980141999979,None,1.9555182000003697,1174.778362099998,None,1175.2958981999982,None,1175.2958981999982,None,n,1.7855034999993222,1175.2958981999982,None,1.7855034999993222,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,1185.2991598000008,None,,,,,,,,,,,,,,,,,,store,20,75,aloud,old,yellow,1177.6180891000004,None,1177.6180891000004,None,2,6.647108999997727,1177.6180891000004,None,6.647108999997727,1184.282054700001,None,1184.7873153,None,1184.7873153,None,f,0.4940059000000474,1184.7873153,None,0.4940059000000474,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,1188.6691793999998,None,,,,,,,,,,,,,,,,,,discussion,74,76,aloud,old,red,1185.8154376999992,None,1185.8154376999992,None,4,1.9379742999990412,1185.8154376999992,None,1.9379742999990412,1187.7735514999986,None,1188.2913706,None,1188.2913706,None,f,0.34991699999955017,1188.2913706,None,0.34991699999955017,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,1191.655483800001,None,,,,,,,,,,,,,,,,,,cousin,88,77,aloud,old,red,1189.1752712999987,None,1189.1752712999987,None,6,1.7382371999992756,1189.1752712999987,None,1.7382371999992756,1190.9461613999993,None,1191.4554413000005,None,1191.4554413000005,None,r,0.1778924000027473,1191.4554413000005,None,0.1778924000027473,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,1194.2603582999982,None,,,,,,,,,,,,,,,,,,trash,83,78,aloud,old,red,1192.1599027999982,None,1192.1599027999982,None,6,1.249465599998075,1192.1599027999982,None,1.249465599998075,1193.440853,None,1193.9457225000006,None,1193.9457225000006,None,r,0.2877504999996745,1193.9457225000006,None,0.2877504999996745,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,1197.9785821999976,None,,,,,,,,,,,,,,,,,,community,177,79,aloud,new,null,1194.7819549999986,None,1194.7819549999986,None,3,2.3233761999981652,1194.7819549999986,None,2.3233761999981652,1197.128595099999,None,1197.631891500001,None,1197.631891500001,None,f,0.3214327999994566,1197.631891500001,None,0.3214327999994566,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,1201.4350940999975,None,,,,,,,,,,,,,,,,,,career,85,80,aloud,old,red,1198.479006999998,None,1198.479006999998,None,2,1.7942968000024848,1198.479006999998,None,1.7942968000024848,1200.3001361999995,None,1200.8153525999987,None,1200.8153525999987,None,f,0.5941157999986899,1200.8153525999987,None,0.5941157999986899,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,1204.5351248999978,None,,,,,,,,,,,,,,,,,,defeat,150,81,aloud,new,null,1201.953600500001,None,1201.953600500001,None,1,1.6717543999984628,1201.953600500001,None,1.6717543999984628,1203.6540573999991,None,1204.1678752000007,None,1204.1678752000007,None,n,0.34545819999766536,1204.1678752000007,None,0.34545819999766536,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,1208.3403756999978,None,,,,,,,,,,,,,,,,,,weather,110,82,aloud,new,null,1205.0482314,None,1205.0482314,None,2,2.5453402000021015,1205.0482314,None,2.5453402000021015,1207.6284391000008,None,1208.1403441000002,None,1208.1403441000002,None,f,0.1810713000013493,1208.1403441000002,None,0.1810713000013493,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,1211.8588036,None,,,,,,,,,,,,,,,,,,expansion,165,83,aloud,new,null,1208.8583856999976,None,1208.8583856999976,None,2,1.5989107999994303,1208.8583856999976,None,1.5989107999994303,1210.4766826999985,None,1210.9972554999986,None,1210.9972554999986,None,f,0.8440732000017306,1210.9972554999986,None,0.8440732000017306,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,1215.516668799999,None,,,,,,,,,,,,,,,,,,cover,142,84,aloud,new,null,1212.3705606000003,None,1212.3705606000003,None,1,1.750863199999003,1212.3705606000003,None,1.750863199999003,1214.1522530000002,None,1214.665565899999,None,1214.665565899999,None,n,0.8238908999992418,1214.665565899999,None,0.8238908999992418,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,1218.8827748000003,None,,,,,,,,,,,,,,,,,,captain,97,85,aloud,new,null,1216.0482187999987,None,1216.0482187999987,None,1,1.8571657000029518,1216.0482187999987,None,1.8571657000029518,1217.9388307000008,None,1218.4498509000005,None,1218.4498509000005,None,n,0.40756709999914165,1218.4498509000005,None,0.40756709999914165,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,1224.0711073999992,None,,,,,,,,,,,,,,,,,,education,170,86,aloud,new,null,1219.387586500001,None,1219.387586500001,None,1,2.845742400000745,1219.387586500001,None,2.845742400000745,1222.2539307999978,None,1222.757651699998,None,1222.757651699998,None,n,1.2916821999970125,1222.757651699998,None,1.2916821999970125,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,1227.5436627999989,None,,,,,,,,,,,,,,,,,,murder,68,87,aloud,old,red,1224.583133600001,None,1224.583133600001,None,6,1.6743207999970764,1224.583133600001,None,1.6743207999970764,1226.2798922000002,None,1226.7934997999982,None,1226.7934997999982,None,r,0.7278938999988895,1226.7934997999982,None,0.7278938999988895,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,1234.7319685000002,None,,,,,,,,,,,,,,,,,,sunset,38,88,aloud,old,blue,1228.0752895000005,None,1228.0752895000005,None,4,5.750167900001543,1228.0752895000005,None,5.750167900001543,1233.8609168000003,None,1234.3655144000004,None,1234.3655144000004,None,f,0.33978750000096625,1234.3655144000004,None,0.33978750000096625,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,1238.5190545999976,None,,,,,,,,,,,,,,,,,,group,163,89,aloud,new,null,1235.2465211999988,None,1235.2465211999988,None,3,2.371047399999952,1235.2465211999988,None,2.371047399999952,1237.6456902999998,None,1238.1553967,None,1238.1553967,None,f,0.3340265000006184,1238.1553967,None,0.3340265000006184,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,1244.2109815000003,None,,,,,,,,,,,,,,,,,,character,34,90,aloud,old,blue,1239.031012299998,None,1239.031012299998,None,6,4.402544799999305,1239.031012299998,None,4.402544799999305,1243.468404799998,None,1243.9758669000003,None,1243.9758669000003,None,r,0.2096185999980662,1243.9758669000003,None,0.2096185999980662,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,1247.4112624000009,None,,,,,,,,,,,,,,,,,,spoke,139,91,aloud,new,null,1244.7330594999985,None,1244.7330594999985,None,3,1.8443445000011707,1244.7330594999985,None,1.8443445000011707,1246.5954015999996,None,1247.111237099998,None,1247.111237099998,None,f,0.28215780000027735,1247.111237099998,None,0.28215780000027735,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,1250.6831238999985,None,,,,,,,,,,,,,,,,,,broad,106,92,aloud,new,null,1247.9169905999988,None,1247.9169905999988,None,1,1.6044524000026286,1247.9169905999988,None,1.6044524000026286,1249.5612499999988,None,1250.070986300001,None,1250.070986300001,None,n,0.5944128000010096,1250.070986300001,None,0.5944128000010096,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,1255.5526934000009,None,,,,,,,,,,,,,,,,,,center,122,93,aloud,new,null,1251.2033862999997,None,1251.2033862999997,None,3,3.3900156000017887,1251.2033862999997,None,3.3900156000017887,1254.6237774,None,1255.1357332000007,None,1255.1357332000007,None,f,0.3936360000006971,1255.1357332000007,None,0.3936360000006971,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,1259.1563760999998,None,,,,,,,,,,,,,,,,,,stand,81,94,aloud,old,red,1256.0675330999984,None,1256.0675330999984,None,5,2.3019223000010243,1256.0675330999984,None,2.3019223000010243,1258.4057633000011,None,1258.9099924000002,None,1258.9099924000002,None,r,0.21932600000218372,1258.9099924000002,None,0.21932600000218372,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,1262.5764476000004,None,,,,,,,,,,,,,,,,,,solution,160,95,aloud,new,null,1259.6671141999977,None,1259.6671141999977,None,3,1.9821444999979576,1259.6671141999977,None,1.9821444999979576,1261.6770183000008,None,1262.183012999998,None,1262.183012999998,None,f,0.37039110000114306,1262.183012999998,None,0.37039110000114306,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,1266.8139797000003,None,,,,,,,,,,,,,,,,,,orchestra,123,96,aloud,new,null,1263.0928276999985,None,1263.0928276999985,None,2,2.5406776999989233,1263.0928276999985,None,2.5406776999989233,1265.6699757999995,None,1266.1801818999993,None,1266.1801818999993,None,n,0.6052449999988312,1266.1801818999993,None,0.6052449999988312,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,1270.8512927999982,None,,,,,,,,,,,,,,,,,,profession,173,97,aloud,new,null,1267.3259319999997,None,1267.3259319999997,None,1,2.619455600000947,1267.3259319999997,None,2.619455600000947,1269.9694584999997,None,1270.4922208999997,None,1270.4922208999997,None,n,0.3331709000012779,1270.4922208999997,None,0.3331709000012779,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,1275.391477199999,None,,,,,,,,,,,,,,,,,,literature,73,98,aloud,old,red,1271.352417099999,None,1271.352417099999,None,2,3.225028499997279,1271.352417099999,None,3.225028499997279,1274.6104379999997,None,1275.1224674000005,None,1275.1224674000005,None,f,0.24708349999855272,1275.1224674000005,None,0.24708349999855272,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,1279.610063199998,None,,,,,,,,,,,,,,,,,,gesture,42,99,aloud,old,blue,1275.9187905,None,1275.9187905,None,3,2.8906788999993296,1275.9187905,None,2.8906788999993296,1278.8374932000006,None,1279.3467528,None,1279.3467528,None,f,0.246691300002567,1279.3467528,None,0.246691300002567,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,1283.797584,None,,,,,,,,,,,,,,,,,,member,133,100,aloud,new,null,1280.1133324000002,None,1280.1133324000002,None,2,2.831975199998851,1280.1133324000002,None,2.831975199998851,1282.9632257999983,None,1283.4736914999994,None,1283.4736914999994,None,n,0.29573309999977937,1283.4736914999994,None,0.29573309999977937,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,1288.0206615999996,None,,,,,,,,,,,,,,,,,,pretty,59,101,aloud,old,yellow,1284.3117409000006,None,1284.3117409000006,None,6,1.9535935999992944,1284.3117409000006,None,1.9535935999992944,1286.2902362999994,None,1286.8066056999996,None,1286.8066056999996,None,r,1.1947944999992615,1286.8066056999996,None,1.1947944999992615,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,1293.3070794999985,None,,,,,,,,,,,,,,,,,,welcome,63,102,aloud,old,red,1288.5388249999996,None,1288.5388249999996,None,4,3.7425776999989466,1288.5388249999996,None,3.7425776999989466,1292.311235199999,None,1292.8260521999982,None,1292.8260521999982,None,f,0.4632967999968969,1292.8260521999982,None,0.4632967999968969,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,1296.2965584999984,None,,,,,,,,,,,,,,,,,,attack,14,103,aloud,old,yellow,1293.8103468000008,None,1293.8103468000008,None,6,1.3030969999999797,1293.8103468000008,None,1.3030969999999797,1295.1458491999983,None,1295.6679597000002,None,1295.6679597000002,None,r,0.6054946999975073,1295.6679597000002,None,0.6054946999975073,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,1299.2630626999999,None,,,,,,,,,,,,,,,,,,route,82,104,aloud,old,red,1296.8190593,None,1296.8190593,None,6,1.6064260000021022,1296.8190593,None,1.6064260000021022,1298.4500886999995,None,1298.9629157999989,None,1298.9629157999989,None,r,0.27852420000272105,1298.9629157999989,None,0.27852420000272105,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,1302.2339608000002,None,,,,,,,,,,,,,,,,,,accident,78,105,aloud,old,red,1299.775735799998,None,1299.775735799998,None,6,1.4097246000019368,1299.775735799998,None,1.4097246000019368,1301.2212058000005,None,1301.7324642999993,None,1301.7324642999993,None,r,0.46901860000070883,1301.7324642999993,None,0.46901860000070883,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,1306.9040559999994,None,,,,,,,,,,,,,,,,,,bucket,0,106,aloud,old,yellow,1302.739230700001,None,1302.739230700001,None,3,3.2542390000016894,1302.739230700001,None,3.2542390000016894,1306.0339041999978,None,1306.537879200001,None,1306.537879200001,None,f,0.3356296999991173,1306.537879200001,None,0.3356296999991173,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,1311.2127030999982,None,,,,,,,,,,,,,,,,,,smooth,147,107,aloud,new,null,1307.4199907000002,None,1307.4199907000002,None,1,2.6294253999985813,1307.4199907000002,None,2.6294253999985813,1310.0791882999983,None,1310.5950477999977,None,1310.5950477999977,None,n,0.5905434000014793,1310.5950477999977,None,0.5905434000014793,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,1314.6127495,None,,,,,,,,,,,,,,,,,,material,16,108,aloud,old,yellow,1311.7354837999992,None,1311.7354837999992,None,2,2.0099570999991556,1311.7354837999992,None,2.0099570999991556,1313.765596199999,None,1314.2782361999998,None,1314.2782361999998,None,n,0.30722469999818713,1314.2782361999998,None,0.30722469999818713,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,1318.7992712999985,None,,,,,,,,,,,,,,,,,,clear,19,109,aloud,old,yellow,1315.116245199999,None,1315.116245199999,None,3,2.8452832000002672,1315.116245199999,None,2.8452832000002672,1317.9915213999993,None,1318.5009229999996,None,1318.5009229999996,None,f,0.2685071000014432,1318.5009229999996,None,0.2685071000014432,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,1322.420463800001,None,,,,,,,,,,,,,,,,,,generation,37,110,aloud,old,blue,1319.3062900999976,None,1319.3062900999976,None,5,2.2711115999991307,1319.3062900999976,None,2.2711115999991307,1321.6066318999983,None,1322.128664699998,None,1322.128664699998,None,r,0.26481739999871934,1322.128664699998,None,0.26481739999871934,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,1325.022134499999,None,,,,,,,,,,,,,,,,,,fight,143,111,aloud,new,null,1322.933567600001,None,1322.933567600001,None,6,1.2438991999988502,1322.933567600001,None,1.2438991999988502,1324.2160818999982,None,1324.7216695999996,None,1324.7216695999996,None,r,0.27973779999956605,1324.7216695999996,None,0.27973779999956605,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,1329.4600396999995,None,,,,,,,,,,,,,,,,,,skill,55,112,aloud,old,blue,1325.5277741999998,None,1325.5277741999998,None,4,3.161705200000142,1325.5277741999998,None,3.161705200000142,1328.721652100001,None,1329.229443600001,None,1329.229443600001,None,r,0.21186149999994086,1329.229443600001,None,0.21186149999994086,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,1333.2135815000001,None,,,,,,,,,,,,,,,,,,story,103,113,aloud,new,null,1329.9613977000008,None,1329.9613977000008,None,3,2.3359765999994124,1329.9613977000008,None,2.3359765999994124,1332.3140697999988,None,1332.8133338000007,None,1332.8133338000007,None,f,0.37208950000058394,1332.8133338000007,None,0.37208950000058394,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,1339.6540679999998,None,,,,,,,,,,,,,,,,,,height,127,114,aloud,new,null,1333.719000699999,None,1333.719000699999,None,2,4.658378600001015,1333.719000699999,None,4.658378600001015,1338.4021794,None,1338.9106189999984,None,1338.9106189999984,None,f,0.7148350999996183,1338.9106189999984,None,0.7148350999996183,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,1342.8400120000006,None,,,,,,,,,,,,,,,,,,crowd,96,115,aloud,new,null,1340.1681637000002,None,1340.1681637000002,None,2,1.721170799999527,1340.1681637000002,None,1.721170799999527,1341.9075907999977,None,1342.428029499999,None,1342.428029499999,None,n,0.3894122999990941,1342.428029499999,None,0.3894122999990941,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
,,,,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,1345.4925785999985,None,,,,,,,,,,,,,,,,,,under,171,116,aloud,new,null,1343.3425079000008,None,1343.3425079000008,None,1,1.2829100000017206,1343.3425079000008,None,1.2829100000017206,1344.6463194999997,None,1345.162146999999,None,1345.162146999999,None,n,0.30317610000201967,1345.162146999999,None,0.30317610000201967,,,122,001,2022_Dec_01_1732,ProdSingRedoBetween,2021.2.3,59.94043119902105,
