StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,22.65832579974085,None,a,3.0287394002079964,22.65832579974085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Silent,001,2022_Nov_17_1047,ProdSingRedoBetween,2021.2.3,60.40226702924166,
,,,,,,,,,,,,,,SilentTest,25.7651920998469,None,space,1068.6076817000285,25.7651920998469,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Silent,001,2022_Nov_17_1047,ProdSingRedoBetween,2021.2.3,60.40226702924166,
0,0,0,0,,,,,,,,,,,,,,,,,,25.7651920998469,None,25.7651920998469,None,25.7651920998469,None,25.7651920998469,None,1096.9169584996998,None,crime,87,1,silent,red,1094.9025338003412,None,None,1094.9025338003412,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Silent,001,2022_Nov_17_1047,ProdSingRedoBetween,2021.2.3,60.40226702924166,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1099.4194318000227,None,audience,77,2,silent,red,1097.4198562996462,None,None,1097.4198562996462,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Silent,001,2022_Nov_17_1047,ProdSingRedoBetween,2021.2.3,60.40226702924166,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,1101.938515899703,None,society,56,3,silent,blue,1099.9239822998643,None,None,1099.9239822998643,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Silent,001,2022_Nov_17_1047,ProdSingRedoBetween,2021.2.3,60.40226702924166,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,1104.4578559994698,None,point,21,4,silent,yellow,1102.454067800194,None,None,1102.454067800194,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Silent,001,2022_Nov_17_1047,ProdSingRedoBetween,2021.2.3,60.40226702924166,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,1106.9768211003393,None,ground,23,5,silent,yellow,1104.9620123002678,None,None,1104.9620123002678,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Silent,001,2022_Nov_17_1047,ProdSingRedoBetween,2021.2.3,60.40226702924166,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,1109.4792638001963,None,disease,64,6,silent,red,1107.4798946995288,None,None,1107.4798946995288,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Silent,001,2022_Nov_17_1047,ProdSingRedoBetween,2021.2.3,60.40226702924166,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,1111.981579899788,None,agency,17,7,silent,yellow,1109.9807363003492,None,None,1109.9807363003492,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Silent,001,2022_Nov_17_1047,ProdSingRedoBetween,2021.2.3,60.40226702924166,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,1114.4844329003245,None,message,58,8,silent,blue,1112.4834436001256,None,None,1112.4834436001256,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Silent,001,2022_Nov_17_1047,ProdSingRedoBetween,2021.2.3,60.40226702924166,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,1117.0035985996947,None,measure,10,9,silent,yellow,1114.9882730999961,None,None,1114.9882730999961,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Silent,001,2022_Nov_17_1047,ProdSingRedoBetween,2021.2.3,60.40226702924166,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,1119.5060601001605,None,force,68,10,silent,red,1117.5041562998667,None,None,1117.5041562998667,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Silent,001,2022_Nov_17_1047,ProdSingRedoBetween,2021.2.3,60.40226702924166,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,1122.0084282997996,None,vision,34,11,silent,blue,1120.006540399976,None,None,1120.006540399976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Silent,001,2022_Nov_17_1047,ProdSingRedoBetween,2021.2.3,60.40226702924166,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,1124.5111490003765,None,guest,69,12,silent,red,1122.512267800048,None,None,1122.512267800048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Silent,001,2022_Nov_17_1047,ProdSingRedoBetween,2021.2.3,60.40226702924166,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,1127.030207999982,None,accident,81,13,silent,red,1125.0155822997913,None,None,1125.0155822997913,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Silent,001,2022_Nov_17_1047,ProdSingRedoBetween,2021.2.3,60.40226702924166,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,1129.549229199998,None,personnel,51,14,silent,blue,1127.5417798003182,None,None,1127.5417798003182,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Silent,001,2022_Nov_17_1047,ProdSingRedoBetween,2021.2.3,60.40226702924166,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,1132.0519409999251,None,population,83,15,silent,red,1130.0496856998652,None,None,1130.0496856998652,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Silent,001,2022_Nov_17_1047,ProdSingRedoBetween,2021.2.3,60.40226702924166,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,1134.5547259002924,None,style,74,16,silent,red,1132.5538296001032,None,None,1132.5538296001032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 Silent,001,2022_Nov_17_1047,ProdSingRedoBetween,2021.2.3,60.40226702924166,
