StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,135,0,135,0,,,,,,,,,,,,,,,,,,,,,,1641.409493,None,,,,,,,,,,,,,,,,,brilliant,176,136,silent,new,null,1634.936451,None,1634.936451,None,1,3.2926273,1634.936451,None,3.2926273,1638.263272,None,1638.775977,None,1638.775977,None,n,2.6051648,1638.775977,None,2.6051648,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,136,0,136,0,,,,,,,,,,,,,,,,,,,,,,1646.631368,None,,,,,,,,,,,,,,,,,close,68,137,silent,old,red,1641.922161,None,1641.922161,None,1,4.0829864,1641.922161,None,4.0829864,1646.032541,None,1646.548068,None,1646.548068,None,n,0.0570956,1646.548068,None,0.0570956,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,137,0,137,0,,,,,,,,,,,,,,,,,,,,,,1650.018077,None,,,,,,,,,,,,,,,,,bitter,116,138,silent,new,null,1647.135146,None,1647.135146,None,1,2.0379721,1647.135146,None,2.0379721,1649.200556,None,1649.704214,None,1649.704214,None,n,0.2929786,1649.704214,None,0.2929786,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,138,0,138,0,,,,,,,,,,,,,,,,,,,,,,1658.04288,None,,,,,,,,,,,,,,,,,staff,150,139,silent,new,null,1650.525391,None,1650.525391,None,2,5.0798605,1650.525391,None,5.0798605,1655.633488,None,1656.141047,None,1656.141047,None,n,1.8802639,1656.141047,None,1.8802639,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,139,0,139,0,,,,,,,,,,,,,,,,,,,,,,1662.365561,None,,,,,,,,,,,,,,,,,pretty,132,140,silent,new,null,1658.552571,None,1658.552571,None,1,2.9566118,1658.552571,None,2.9566118,1661.531313,None,1662.050911,None,1662.050911,None,n,0.2824682,1662.050911,None,0.2824682,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,140,0,140,0,,,,,,,,,,,,,,,,,,,,,,1667.185269,None,,,,,,,,,,,,,,,,,message,79,141,silent,old,red,1662.887934,None,1662.887934,None,1,1.9412433,1662.887934,None,1.9412433,1664.850797,None,1665.355138,None,1665.355138,None,n,1.8099178,1665.355138,None,1.8099178,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,141,0,141,0,,,,,,,,,,,,,,,,,,,,,,1676.01069,None,,,,,,,,,,,,,,,,,course,54,142,silent,old,blue,1667.694812,None,1667.694812,None,3,7.0464575,1667.694812,None,7.0464575,1674.768091,None,1675.280582,None,1675.280582,None,f,0.70861,1675.280582,None,0.70861,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,142,0,142,0,,,,,,,,,,,,,,,,,,,,,,1681.599782,None,,,,,,,,,,,,,,,,,council,108,143,silent,new,null,1676.519588,None,1676.519588,None,1,3.381594,1676.519588,None,3.381594,1679.932971,None,1680.434278,None,1680.434278,None,n,1.1388125,1680.434278,None,1.1388125,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,143,0,143,0,,,,,,,,,,,,,,,,,,,,,,1692.510577,None,,,,,,,,,,,,,,,,,reach,95,144,silent,new,null,1682.105207,None,1682.105207,None,1,8.6360048,1682.105207,None,8.6360048,1690.758754,None,1691.264975,None,1691.264975,None,n,1.2282672,1691.264975,None,1.2282672,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,144,0,144,0,,,,,,,,,,,,,,,,,,,,,,1697.298648,None,,,,,,,,,,,,,,,,,election,126,145,silent,new,null,1693.019454,None,1693.019454,None,1,3.3297339,1693.019454,None,3.3297339,1696.365087,None,1696.877186,None,1696.877186,None,n,0.3920034,1696.877186,None,0.3920034,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,145,0,145,0,,,,,,,,,,,,,,,,,,,,,,1700.118208,None,,,,,,,,,,,,,,,,,fashion,122,146,silent,new,null,1697.80856,None,1697.80856,None,1,1.4365397,1697.80856,None,1.4365397,1699.267893,None,1699.767945,None,1699.767945,None,n,0.3331994,1699.767945,None,0.3331994,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,146,0,146,0,,,,,,,,,,,,,,,,,,,,,,1703.472162,None,,,,,,,,,,,,,,,,,drama,145,147,silent,new,null,1700.620624,None,1700.620624,None,1,2.0725865,1700.620624,None,2.0725865,1702.72172,None,1703.225174,None,1703.225174,None,n,0.2200724,1703.225174,None,0.2200724,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,147,0,147,0,,,,,,,,,,,,,,,,,,,,,,1706.207678,None,,,,,,,,,,,,,,,,,skill,117,148,silent,new,null,1703.983882,None,1703.983882,None,1,1.517345,1703.983882,None,1.517345,1705.526854,None,1706.040904,None,1706.040904,None,n,0.1403366,1706.040904,None,0.1403366,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
