StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,,,,,947.8389842,None,b,158.1824096,947.8389842,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
,,,,,,,,,,,,,,AloudTest,1106.086525,None,space,8.9583817,1106.086525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
0,0,0,0,,,,,,,,,,,,,,,,,,1106.086525,None,1106.086525,None,1106.086525,None,1106.086525,None,1117.586959,None,empty,2,1,aloud,yellow,1115.579921,None,None,1115.579921,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1120.089475,None,under,44,2,aloud,blue,1118.087474,None,None,1118.087474,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,1122.591985,None,column,84,3,aloud,red,1120.591791,None,None,1120.591791,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,1125.094407,None,capital,86,4,aloud,red,1123.092758,None,None,1123.092758,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,1127.61361,None,dozen,11,5,aloud,yellow,1125.598854,None,None,1125.598854,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,1130.132817,None,count,58,6,aloud,blue,1128.117125,None,None,1128.117125,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,1132.635215,None,frank,48,7,aloud,blue,1130.635889,None,None,1130.635889,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,1135.15449,None,guard,29,8,aloud,blue,1133.141144,None,None,1133.141144,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,1137.656911,None,poetry,71,9,aloud,red,1135.654983,None,None,1135.654983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,1140.176188,None,tough,50,10,aloud,blue,1138.161356,None,None,1138.161356,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,1142.678348,None,safety,82,11,aloud,red,1140.679072,None,None,1140.679072,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,1145.181194,None,opening,33,12,aloud,blue,1143.179026,None,None,1143.179026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,1147.68336,None,break,59,13,aloud,yellow,1145.683737,None,None,1145.683737,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,1150.186091,None,instrument,19,14,aloud,yellow,1148.18415,None,None,1148.18415,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,1152.704961,None,object,66,15,aloud,red,1150.692633,None,None,1150.692633,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,1155.224426,None,state,15,16,aloud,yellow,1153.210144,None,None,1153.210144,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,1157.727085,None,breath,32,17,aloud,blue,1155.724828,None,None,1155.724828,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,1160.246017,None,testimony,60,18,aloud,red,1158.233555,None,None,1158.233555,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,1162.765303,None,conference,30,19,aloud,blue,1160.761184,None,None,1160.761184,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,1165.284597,None,universal,4,20,aloud,yellow,1163.269569,None,None,1163.269569,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,1167.787038,None,discovery,41,21,aloud,blue,1165.784991,None,None,1165.784991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,1170.289441,None,length,47,22,aloud,blue,1168.287568,None,None,1168.287568,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,1172.808437,None,orchestra,87,23,aloud,red,1170.798759,None,None,1170.798759,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,1175.327949,None,write,45,24,aloud,blue,1173.3134,None,None,1173.3134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,1177.830367,None,title,42,25,aloud,blue,1175.830983,None,None,1175.830983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,1180.349665,None,vision,76,26,aloud,red,1178.339914,None,None,1178.339914,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,1182.851986,None,height,9,27,aloud,yellow,1180.849987,None,None,1180.849987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov28Aloud1,104,2022_Nov_28_1700,ProdSingRedoBetween,2021.2.3,59.94707868
