StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,keyStudy.rt,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,948.0036493,None,,,,,,,,,,,,,,,,,,guard,161,112,silent,new,null,945.5580046,None,945.5580046,None,3,1.8436269,945.5580046,None,1.8436269,947.4222586,None,947.9402319,None,947.9402319,None,f,0.0376354,947.9402319,None,0.0376354,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,952.5915409,None,,,,,,,,,,,,,,,,,,season,45,113,silent,old,blue,948.5145682,None,948.5145682,None,1,2.0152102,948.5145682,None,2.0152102,950.5571652,None,951.0665114,None,951.0665114,None,n,1.4952258,951.0665114,None,1.4952258,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,955.3943374,None,,,,,,,,,,,,,,,,,,problem,14,114,silent,old,yellow,953.0949236,None,953.0949236,None,5,1.6028184,953.0949236,None,1.6028184,954.7316018,None,955.2442678,None,955.2442678,None,f,0.133395,955.2442678,None,0.133395,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,960.5994995,None,,,,,,,,,,,,,,,,,,voice,7,115,silent,old,yellow,955.9063794,None,955.9063794,None,1,3.967301,955.9063794,None,3.967301,959.9000977,None,960.4056403,None,960.4056403,None,n,0.1720745,960.4056403,None,0.1720745,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,963.2539458,None,,,,,,,,,,,,,,,,,,trial,70,116,silent,old,red,961.1070828,None,961.1070828,None,6,1.2785346,961.1070828,None,1.2785346,962.4189621,None,962.9286679,None,962.9286679,None,r,0.305044,962.9286679,None,0.305044,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,966.3719421,None,,,,,,,,,,,,,,,,,,whole,43,117,silent,old,blue,963.7814441,None,963.7814441,None,1,1.6202161,963.7814441,None,1.6202161,965.4223413,None,965.9251178,None,965.9251178,None,n,0.4206277,965.9251178,None,0.4206277,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,971.1600285,None,,,,,,,,,,,,,,,,,,under,158,118,silent,new,null,966.8741086,None,966.8741086,None,6,1.855566,966.8741086,None,1.855566,968.7576562,None,969.2636552,None,969.2636552,None,f,1.8659967,969.2636552,None,1.8659967,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,974.0648918,None,,,,,,,,,,,,,,,,,,enemy,33,119,silent,old,blue,971.6674994,None,971.6674994,None,6,1.4542411,971.6674994,None,1.4542411,973.1505556,None,973.6626976,None,973.6626976,None,r,0.3790636,973.6626976,None,0.3790636,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,977.4830915,None,,,,,,,,,,,,,,,,,,hunger,21,120,silent,old,yellow,974.5965026,None,974.5965026,None,6,1.5011517,974.5965026,None,1.5011517,976.1148256,None,976.6176598,None,976.6176598,None,r,0.8398564,976.6176598,None,0.8398564,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,120,0,120,0,,,,,,,,,,,,,,,,,,,,,,981.3535862,None,,,,,,,,,,,,,,,,,,symbol,167,121,silent,new,null,977.9928499,None,977.9928499,None,4,2.4968469,977.9928499,None,2.4968469,980.5225548,None,981.0365671,None,981.0365671,None,f,0.3010405,981.0365671,None,0.3010405,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,121,0,121,0,,,,,,,,,,,,,,,,,,,,,,987.8290695,None,,,,,,,,,,,,,,,,,,beginning,67,122,silent,old,red,981.8567115,None,981.8567115,None,3,4.5609825,981.8567115,None,4.5609825,986.4452299,None,986.9605077,None,986.9605077,None,f,0.8412463,986.9605077,None,0.8412463,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,122,0,122,0,,,,,,,,,,,,,,,,,,,,,,990.64617,None,,,,,,,,,,,,,,,,,,judge,166,123,silent,new,null,988.3500017,None,988.3500017,None,1,1.5556331,988.3500017,None,1.5556331,989.9300639,None,990.4293976,None,990.4293976,None,n,0.1963348,990.4293976,None,0.1963348,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,123,0,123,0,,,,,,,,,,,,,,,,,,,,,,993.0651359,None,,,,,,,,,,,,,,,,,,discovery,127,124,silent,new,null,991.150798,None,991.150798,None,6,1.2667725,991.150798,None,1.2667725,992.4497168,None,992.9653492,None,992.9653492,None,r,0.0843957,992.9653492,None,0.0843957,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,124,0,124,0,,,,,,,,,,,,,,,,,,,,,,995.5841756,None,,,,,,,,,,,,,,,,,,error,5,125,silent,old,yellow,993.5804027,None,993.5804027,None,6,1.213218,993.5804027,None,1.213218,994.8180731,None,995.3175528,None,995.3175528,None,r,0.2444085,995.3175528,None,0.2444085,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,125,0,125,0,,,,,,,,,,,,,,,,,,,,,,998.2203711,None,,,,,,,,,,,,,,,,,,scene,178,126,silent,new,null,996.0885708,None,996.0885708,None,6,0.9609098,996.0885708,None,0.9609098,997.0710912,None,997.5865767,None,997.5865767,None,r,0.6070138,997.5865767,None,0.6070138,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,126,0,126,0,,,,,,,,,,,,,,,,,,,,,,1001.291474,None,,,,,,,,,,,,,,,,,,company,102,127,silent,new,null,998.7237034,None,998.7237034,None,6,1.67002,998.7237034,None,1.67002,1000.426987,None,1000.943806,None,1000.943806,None,r,0.3299024,1000.943806,None,0.3299024,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,127,0,127,0,,,,,,,,,,,,,,,,,,,,,,1004.346524,None,,,,,,,,,,,,,,,,,,suspect,3,128,silent,old,yellow,1001.795433,None,1001.795433,None,4,1.726175,1001.795433,None,1.726175,1003.543679,None,1004.046826,None,1004.046826,None,f,0.2669081,1004.046826,None,0.2669081,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,128,0,128,0,,,,,,,,,,,,,,,,,,,,,,1007.629622,None,,,,,,,,,,,,,,,,,,death,53,129,silent,old,blue,1004.860707,None,1004.860707,None,6,1.2848252,1004.860707,None,1.2848252,1006.163242,None,1006.678805,None,1006.678805,None,f,0.9307306,1006.678805,None,0.9307306,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,129,0,129,0,,,,,,,,,,,,,,,,,,,,,,1013.068519,None,,,,,,,,,,,,,,,,,,background,128,130,silent,new,null,1008.133379,None,1008.133379,None,3,4.2602583,1008.133379,None,4.2602583,1012.423861,None,1012.939274,None,1012.939274,None,f,0.1103527,1012.939274,None,0.1103527,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,130,0,130,0,,,,,,,,,,,,,,,,,,,,,,1017.756474,None,,,,,,,,,,,,,,,,,,fashion,111,131,silent,new,null,1013.57298,None,1013.57298,None,2,1.3966476,1013.57298,None,1.3966476,1014.989729,None,1015.504412,None,1015.504412,None,f,2.2332637,1015.504412,None,2.2332637,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,131,0,131,0,,,,,,,,,,,,,,,,,,,,,,1020.675832,None,,,,,,,,,,,,,,,,,,evidence,116,132,silent,new,null,1018.26433,None,1018.26433,None,4,1.6013843,1018.26433,None,1.6013843,1019.893331,None,1020.398095,None,1020.398095,None,f,0.2515019,1020.398095,None,0.2515019,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,132,0,132,0,,,,,,,,,,,,,,,,,,,,,,1023.71258,None,,,,,,,,,,,,,,,,,,silence,88,133,silent,old,red,1021.179382,None,1021.179382,None,3,1.9262022,1021.179382,None,1.9262022,1023.129921,None,1023.636108,None,1023.636108,None,f,0.0615423,1023.636108,None,0.0615423,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,133,0,133,0,,,,,,,,,,,,,,,,,,,,,,1026.265017,None,,,,,,,,,,,,,,,,,,drove,10,134,silent,old,yellow,1024.221889,None,1024.221889,None,1,1.3718266,1024.221889,None,1.3718266,1025.622003,None,1026.131621,None,1026.131621,None,n,0.1101577,1026.131621,None,0.1101577,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,134,0,134,0,,,,,,,,,,,,,,,,,,,,,,1028.80084,None,,,,,,,,,,,,,,,,,,dream,23,135,silent,old,yellow,1026.771667,None,1026.771667,None,5,1.3819131,1026.771667,None,1.3819131,1028.183599,None,1028.684203,None,1028.684203,None,f,0.1013522,1028.684203,None,0.1013522,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,135,0,135,0,,,,,,,,,,,,,,,,,,,,,,1031.253331,None,,,,,,,,,,,,,,,,,,degree,81,136,silent,old,red,1029.310123,None,1029.310123,None,5,1.2753782,1029.310123,None,1.2753782,1030.602612,None,1031.105777,None,1031.105777,None,f,0.1197158,1031.105777,None,0.1197158,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,136,0,136,0,,,,,,,,,,,,,,,,,,,,,,1033.690844,None,,,,,,,,,,,,,,,,,,society,169,137,silent,new,null,1031.7641,None,1031.7641,None,2,1.2454454,1031.7641,None,1.2454454,1033.041324,None,1033.556502,None,1033.556502,None,n,0.1171415,1033.556502,None,0.1171415,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,137,0,137,0,,,,,,,,,,,,,,,,,,,,,,1036.860945,None,,,,,,,,,,,,,,,,,,master,147,138,silent,new,null,1034.210754,None,1034.210754,None,1,1.9267917,1034.210754,None,1.9267917,1036.160277,None,1036.681487,None,1036.681487,None,n,0.1520695,1036.681487,None,0.1520695,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,138,0,138,0,,,,,,,,,,,,,,,,,,,,,,1039.094293,None,,,,,,,,,,,,,,,,,,thing,66,139,silent,old,red,1037.376371,None,1037.376371,None,1,1.0811068,1037.376371,None,1.0811068,1038.477126,None,1038.981534,None,1038.981534,None,n,0.0841499,1038.981534,None,0.0841499,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,139,0,139,0,,,,,,,,,,,,,,,,,,,,,,1041.99738,None,,,,,,,,,,,,,,,,,,meeting,138,140,silent,new,null,1039.595135,None,1039.595135,None,1,1.574317,1039.595135,None,1.574317,1041.196588,None,1041.701539,None,1041.701539,None,n,0.275993,1041.701539,None,0.275993,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,140,0,140,0,,,,,,,,,,,,,,,,,,,,,,1046.585298,None,,,,,,,,,,,,,,,,,,review,52,141,silent,old,blue,1042.509116,None,1042.509116,None,4,2.1723046,1042.509116,None,2.1723046,1044.701659,None,1045.217416,None,1045.217416,None,f,1.3441477,1045.217416,None,1.3441477,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,141,0,141,0,,,,,,,,,,,,,,,,,,,,,,1050.005339,None,,,,,,,,,,,,,,,,,,south,13,142,silent,old,yellow,1047.096465,None,1047.096465,None,3,2.153146,1047.096465,None,2.153146,1049.272598,None,1049.775538,None,1049.775538,None,f,0.2019486,1049.775538,None,0.2019486,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,142,0,142,0,,,,,,,,,,,,,,,,,,,,,,1052.541217,None,,,,,,,,,,,,,,,,,,little,101,143,silent,new,null,1050.511961,None,1050.511961,None,1,1.1854925,1050.511961,None,1.1854925,1051.723731,None,1052.228338,None,1052.228338,None,n,0.2851838,1052.228338,None,0.2851838,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,143,0,143,0,,,,,,,,,,,,,,,,,,,,,,1055.110391,None,,,,,,,,,,,,,,,,,,junior,113,144,silent,new,null,1053.04855,None,1053.04855,None,1,1.2409676,1053.04855,None,1.2409676,1054.310883,None,1054.814495,None,1054.814495,None,n,0.2750993,1054.814495,None,0.2750993,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,144,0,144,0,,,,,,,,,,,,,,,,,,,,,,1058.347024,None,,,,,,,,,,,,,,,,,,private,134,145,silent,new,null,1055.624375,None,1055.624375,None,3,1.9291345,1055.624375,None,1.9291345,1057.580784,None,1058.091598,None,1058.091598,None,n,0.2378233,1058.091598,None,0.2378233,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,145,0,145,0,,,,,,,,,,,,,,,,,,,,,,1061.168311,None,,,,,,,,,,,,,,,,,,commercial,79,146,silent,old,red,1058.857843,None,1058.857843,None,6,1.3037004,1058.857843,None,1.3037004,1060.186703,None,1060.706135,None,1060.706135,None,r,0.4315909,1060.706135,None,0.4315909,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,146,0,146,0,,,,,,,,,,,,,,,,,,,,,,1063.972606,None,,,,,,,,,,,,,,,,,,volume,35,147,silent,old,blue,1061.694067,None,1061.694067,None,3,1.5714273,1061.694067,None,1.5714273,1063.288767,None,1063.809751,None,1063.809751,None,f,0.1356323,1063.809751,None,0.1356323,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,147,0,147,0,,,,,,,,,,,,,,,,,,,,,,1066.539007,None,,,,,,,,,,,,,,,,,,damage,27,148,silent,old,yellow,1064.494468,None,1064.494468,None,6,1.3072428,1064.494468,None,1.3072428,1065.829459,None,1066.338243,None,1066.338243,None,r,0.1833364,1066.338243,None,0.1833364,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,148,0,148,0,,,,,,,,,,,,,,,,,,,,,,1069.307884,None,,,,,,,,,,,,,,,,,,dance,76,149,silent,old,red,1067.042451,None,1067.042451,None,4,1.5910321,1067.042451,None,1.5910321,1068.657422,None,1069.157644,None,1069.157644,None,f,0.1238951,1069.157644,None,0.1238951,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,149,0,149,0,,,,,,,,,,,,,,,,,,,,,,1075.130448,None,,,,,,,,,,,,,,,,,,broad,84,150,silent,old,red,1069.808596,None,1069.808596,None,5,4.456865,1069.808596,None,4.456865,1074.296915,None,1074.799816,None,1074.799816,None,f,0.3136263,1074.799816,None,0.3136263,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,150,0,150,0,,,,,,,,,,,,,,,,,,,,,,1077.699627,None,,,,,,,,,,,,,,,,,,substance,18,151,silent,old,yellow,1075.640869,None,1075.640869,None,5,1.3765975,1075.640869,None,1.3765975,1077.033579,None,1077.536224,None,1077.536224,None,f,0.1452051,1077.536224,None,0.1452051,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,151,0,151,0,,,,,,,,,,,,,,,,,,,,,,1081.670157,None,,,,,,,,,,,,,,,,,,ground,36,152,silent,old,blue,1078.200268,None,1078.200268,None,1,2.3772417,1078.200268,None,2.3772417,1080.603505,None,1081.103251,None,1081.103251,None,n,0.5463376,1081.103251,None,0.5463376,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,152,0,152,0,,,,,,,,,,,,,,,,,,,,,,1085.435535,None,,,,,,,,,,,,,,,,,,science,177,153,silent,new,null,1082.177227,None,1082.177227,None,2,2.408335,1082.177227,None,2.408335,1084.613124,None,1085.123814,None,1085.123814,None,n,0.2777008,1085.123814,None,0.2777008,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,153,0,153,0,,,,,,,,,,,,,,,,,,,,,,1089.044237,None,,,,,,,,,,,,,,,,,,leader,2,154,silent,old,yellow,1085.963969,None,1085.963969,None,1,2.3175172,1085.963969,None,2.3175172,1088.310856,None,1088.810857,None,1088.810857,None,n,0.2066639,1088.810857,None,0.2066639,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,154,0,154,0,,,,,,,,,,,,,,,,,,,,,,1092.447699,None,,,,,,,,,,,,,,,,,,opening,131,155,silent,new,null,1089.561603,None,1089.561603,None,1,2.2478504,1089.561603,None,2.2478504,1091.831581,None,1092.337167,None,1092.337167,None,n,0.088312,1092.337167,None,0.088312,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,155,0,155,0,,,,,,,,,,,,,,,,,,,,,,1095.70095,None,,,,,,,,,,,,,,,,,,angle,105,156,silent,new,null,1092.95027,None,1092.95027,None,1,1.8273742,1092.95027,None,1.8273742,1094.806077,None,1095.318369,None,1095.318369,None,n,0.355031,1095.318369,None,0.355031,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,156,0,156,0,,,,,,,,,,,,,,,,,,,,,,1098.388309,None,,,,,,,,,,,,,,,,,,murder,9,157,silent,old,yellow,1096.209064,None,1096.209064,None,1,1.4803535,1096.209064,None,1.4803535,1097.72176,None,1098.23696,None,1098.23696,None,n,0.1326582,1098.23696,None,0.1326582,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,157,0,157,0,,,,,,,,,,,,,,,,,,,,,,1101.356441,None,,,,,,,,,,,,,,,,,,chief,140,158,silent,new,null,1098.891074,None,1098.891074,None,3,1.7343702,1098.891074,None,1.7343702,1100.655868,None,1101.164985,None,1101.164985,None,n,0.1724717,1101.164985,None,0.1724717,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,158,0,158,0,,,,,,,,,,,,,,,,,,,,,,1103.949091,None,,,,,,,,,,,,,,,,,,drink,119,159,silent,new,null,1101.85911,None,1101.85911,None,1,1.4544014,1101.85911,None,1.4544014,1103.345145,None,1103.860091,None,1103.860091,None,n,0.0535398,1103.860091,None,0.0535398,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,159,0,159,0,,,,,,,,,,,,,,,,,,,,,,1108.964168,None,,,,,,,,,,,,,,,,,,department,28,160,silent,old,yellow,1104.460263,None,1104.460263,None,1,2.8373152,1104.460263,None,2.8373152,1107.320674,None,1107.830436,None,1107.830436,None,n,1.1149928,1107.830436,None,1.1149928,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,160,0,160,0,,,,,,,,,,,,,,,,,,,,,,1112.283896,None,,,,,,,,,,,,,,,,,,shock,157,161,silent,new,null,1109.474012,None,1109.474012,None,2,1.6794198,1109.474012,None,1.6794198,1111.186671,None,1111.704309,None,1111.704309,None,n,0.561121,1111.704309,None,0.561121,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,161,0,161,0,,,,,,,,,,,,,,,,,,,,,,1115.687585,None,,,,,,,,,,,,,,,,,,charter,129,162,silent,new,null,1112.786106,None,1112.786106,None,1,2.2792855,1112.786106,None,2.2792855,1115.087928,None,1115.587695,None,1115.587695,None,n,0.0698707,1115.587695,None,0.0698707,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,162,0,162,0,,,,,,,,,,,,,,,,,,,,,,1119.574825,None,,,,,,,,,,,,,,,,,,religion,39,163,silent,old,blue,1116.197325,None,1116.197325,None,4,2.7240806,1116.197325,None,2.7240806,1118.941966,None,1119.443958,None,1119.443958,None,f,0.1015479,1119.443958,None,0.1015479,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,163,0,163,0,,,,,,,,,,,,,,,,,,,,,,1122.243908,None,,,,,,,,,,,,,,,,,,blind,117,164,silent,new,null,1120.082897,None,1120.082897,None,1,1.510463,1120.082897,None,1.510463,1121.610952,None,1122.112734,None,1122.112734,None,n,0.1126208,1122.112734,None,0.1126208,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,164,0,164,0,,,,,,,,,,,,,,,,,,,,,,1126.481878,None,,,,,,,,,,,,,,,,,,region,171,165,silent,new,null,1122.75135,None,1122.75135,None,6,2.6100514,1122.75135,None,2.6100514,1125.381355,None,1125.884605,None,1125.884605,None,f,0.5727582,1125.884605,None,0.5727582,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,165,0,165,0,,,,,,,,,,,,,,,,,,,,,,1129.417973,None,,,,,,,,,,,,,,,,,,conference,89,166,silent,old,red,1126.986934,None,1126.986934,None,4,1.8544189,1126.986934,None,1.8544189,1128.868583,None,1129.367785,None,1129.367785,None,f,0.0337121,1129.367785,None,0.0337121,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,166,0,166,0,,,,,,,,,,,,,,,,,,,,,,1131.987137,None,,,,,,,,,,,,,,,,,,stand,65,167,silent,old,red,1129.929374,None,1129.929374,None,1,1.423916,1129.929374,None,1.423916,1131.375446,None,1131.887168,None,1131.887168,None,n,0.0821632,1131.887168,None,0.0821632,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,167,0,167,0,,,,,,,,,,,,,,,,,,,,,,1136.908691,None,,,,,,,,,,,,,,,,,,couch,86,168,silent,old,red,1132.487481,None,1132.487481,None,1,3.7619239,1132.487481,None,3.7619239,1136.274518,None,1136.779719,None,1136.779719,None,n,0.1096464,1136.779719,None,0.1096464,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,168,0,168,0,,,,,,,,,,,,,,,,,,,,,,1140.616475,None,,,,,,,,,,,,,,,,,,victory,83,169,silent,old,red,1137.412509,None,1137.412509,None,1,2.5168725,1137.412509,None,2.5168725,1139.949542,None,1140.466406,None,1140.466406,None,n,0.1270398,1140.466406,None,0.1270398,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,169,0,169,0,,,,,,,,,,,,,,,,,,,,,,1144.751506,None,,,,,,,,,,,,,,,,,,number,173,170,silent,new,null,1141.135655,None,1141.135655,None,1,2.8577182,1141.135655,None,2.8577182,1144.015753,None,1144.520435,None,1144.520435,None,n,0.2010083,1144.520435,None,0.2010083,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,170,0,170,0,,,,,,,,,,,,,,,,,,,,,,1148.119845,None,,,,,,,,,,,,,,,,,,orchestra,160,171,silent,new,null,1145.26805,None,1145.26805,None,1,2.0055611,1145.26805,None,2.0055611,1147.303382,None,1147.80887,None,1147.80887,None,n,0.2885677,1147.80887,None,0.2885677,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,171,0,171,0,,,,,,,,,,,,,,,,,,,,,,1152.843768,None,,,,,,,,,,,,,,,,,,service,64,172,silent,old,red,1148.632169,None,1148.632169,None,3,2.3291448,1148.632169,None,2.3291448,1150.991497,None,1151.508166,None,1151.508166,None,f,1.3091763,1151.508166,None,1.3091763,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,172,0,172,0,,,,,,,,,,,,,,,,,,,,,,1157.629135,None,,,,,,,,,,,,,,,,,,power,98,173,silent,new,null,1153.363951,None,1153.363951,None,1,3.3655094,1153.363951,None,3.3655094,1156.754976,None,1157.262183,None,1157.262183,None,n,0.3390849,1157.262183,None,0.3390849,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,173,0,173,0,,,,,,,,,,,,,,,,,,,,,,1160.515405,None,,,,,,,,,,,,,,,,,,government,146,174,silent,new,null,1158.129952,None,1158.129952,None,1,1.5754988,1158.129952,None,1.5754988,1159.732839,None,1160.231943,None,1160.231943,None,n,0.2573987,1160.231943,None,0.2573987,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
,,,,174,0,174,0,,,,,,,,,,,,,,,,,,,,,,1166.174591,None,,,,,,,,,,,,,,,,,,union,56,175,silent,old,blue,1161.01607,None,1161.01607,None,3,4.4816002,1161.01607,None,4.4816002,1165.52153,None,1166.02995,None,1166.02995,None,f,0.1233919,1166.02995,None,0.1233919,,,Sep30Silent1,58,2022_Sep_30_1430,ProdSingRedoBetween,2021.2.3,59.93267161
