StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,keyStudy.rt,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,782.2587040998042,None,,,,,,,,,,,,,,,,,,session,17,70,aloud,old,yellow,778.5591609003022,None,778.5591609003022,None,6,2.069227499887347,778.5591609003022,None,2.069227499887347,780.6579458005726,None,781.1576420003548,None,781.1576420003548,None,r,1.0707262996584177,781.1576420003548,None,1.0707262996584177,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,787.7317115999758,None,,,,,,,,,,,,,,,,,,beginning,65,71,aloud,old,red,782.7594800004736,None,782.7594800004736,None,3,4.084936999715865,782.7594800004736,None,4.084936999715865,786.8640775997192,None,787.37099079974,None,787.37099079974,None,n,0.3373869005590677,787.37099079974,None,0.3373869005590677,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,791.5512915002182,None,,,,,,,,,,,,,,,,,,marriage,105,72,aloud,new,null,788.243742399849,None,788.243742399849,None,2,2.3846134999766946,788.243742399849,None,2.3846134999766946,790.65133399982,None,791.1509779002517,None,791.1509779002517,None,n,0.3733515003696084,791.1509779002517,None,0.3733515003696084,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,795.3048047004268,None,,,,,,,,,,,,,,,,,,crime,83,73,aloud,old,red,792.0637651002035,None,792.0637651002035,None,1,2.372515800409019,792.0637651002035,None,2.372515800409019,794.4559717001393,None,794.9751351997256,None,794.9751351997256,None,n,0.3092105994001031,794.9751351997256,None,0.3092105994001031,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,799.9933603005484,None,,,,,,,,,,,,,,,,,,cover,7,74,aloud,old,yellow,795.8146633999422,None,795.8146633999422,None,3,3.397661100141704,795.8146633999422,None,3.397661100141704,799.243972199969,None,799.7470300998539,None,799.7470300998539,None,n,0.21737660001963377,799.7470300998539,None,0.21737660001963377,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,804.1471730004996,None,,,,,,,,,,,,,,,,,,union,8,75,aloud,old,yellow,800.502547999844,None,800.502547999844,None,5,2.405673200264573,800.502547999844,None,2.405673200264573,802.9293081006035,None,803.4323954004794,None,803.4323954004794,None,f,0.6838343003764749,803.4323954004794,None,0.6838343003764749,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,809.0185211002827,None,,,,,,,,,,,,,,,,,,position,131,76,aloud,new,null,804.6542114000767,None,804.6542114000767,None,6,3.438112199306488,804.6542114000767,None,3.438112199306488,808.1190277002752,None,808.6348652997985,None,808.6348652997985,None,r,0.36932789999991655,808.6348652997985,None,0.36932789999991655,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,813.6065811002627,None,,,,,,,,,,,,,,,,,,burden,58,77,aloud,old,blue,809.51928950008,None,809.51928950008,None,4,3.437262300401926,809.51928950008,None,3.437262300401926,812.9798852000386,None,813.490175999701,None,813.490175999701,None,f,0.09016159921884537,813.490175999701,None,0.09016159921884537,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,817.6273063998669,None,,,,,,,,,,,,,,,,,,portion,141,78,aloud,new,null,814.1096159005538,None,814.1096159005538,None,2,2.510693700052798,814.1096159005538,None,2.510693700052798,816.6439992999658,None,817.1460362002254,None,817.1460362002254,None,n,0.45828070025891066,817.1460362002254,None,0.45828070025891066,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,820.6968916002661,None,,,,,,,,,,,,,,,,,,military,147,79,aloud,new,null,818.1293109003454,None,818.1293109003454,None,1,1.6989564998075366,818.1293109003454,None,1.6989564998075366,819.8472849000245,None,820.3467274997383,None,820.3467274997383,None,n,0.3295621005818248,820.3467274997383,None,0.3295621005818248,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,824.6704433001578,None,,,,,,,,,,,,,,,,,,prime,111,80,aloud,new,null,821.1973179997876,None,821.1973179997876,None,1,2.7349713006988168,821.1973179997876,None,2.7349713006988168,823.9514645002782,None,824.4519825000316,None,824.4519825000316,None,n,0.19253419991582632,824.4519825000316,None,0.19253419991582632,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,828.7883766004816,None,,,,,,,,,,,,,,,,,,power,69,81,aloud,old,red,825.2055518003181,None,825.2055518003181,None,2,2.7828296003863215,825.2055518003181,None,2.7828296003863215,828.0130008002743,None,828.5239649005234,None,828.5239649005234,None,n,0.2403506003320217,828.5239649005234,None,0.2403506003320217,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,832.0080367000774,None,,,,,,,,,,,,,,,,,,center,28,82,aloud,old,yellow,829.2996500004083,None,829.2996500004083,None,2,1.848560499958694,829.2996500004083,None,1.848560499958694,831.1748842997476,None,831.6786666000262,None,831.6786666000262,None,n,0.30193910002708435,831.6786666000262,None,0.30193910002708435,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,834.9778680000454,None,,,,,,,,,,,,,,,,,,afternoon,107,83,aloud,new,null,832.5130964005366,None,832.5130964005366,None,1,1.6671791998669505,832.5130964005366,None,1.6671791998669505,834.2113402998075,None,834.7169701000676,None,834.7169701000676,None,n,0.2394572999328375,834.7169701000676,None,0.2394572999328375,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,837.8807559004053,None,,,,,,,,,,,,,,,,,,style,40,84,aloud,old,blue,835.4831875003874,None,835.4831875003874,None,6,1.5451268004253507,835.4831875003874,None,1.5451268004253507,837.0543402004987,None,837.5685045002028,None,837.5685045002028,None,r,0.28377179987728596,837.5685045002028,None,0.28377179987728596,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,841.1674691000953,None,,,,,,,,,,,,,,,,,,incident,33,85,aloud,old,blue,838.3827772000805,None,838.3827772000805,None,6,1.9974671993404627,838.3827772000805,None,1.9974671993404627,840.3997563999146,None,840.9006091002375,None,840.9006091002375,None,r,0.2397528998553753,840.9006091002375,None,0.2397528998553753,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,844.3539243005216,None,,,,,,,,,,,,,,,,,,smell,133,86,aloud,new,null,841.683819600381,None,841.683819600381,None,1,1.9123999997973442,841.683819600381,None,1.9123999997973442,843.6210345998406,None,844.129599600099,None,844.129599600099,None,n,0.19468319974839687,844.129599600099,None,0.19468319974839687,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,850.2430925006047,None,,,,,,,,,,,,,,,,,,rough,24,87,aloud,old,yellow,844.8663544999436,None,844.8663544999436,None,4,4.561859200708568,844.8663544999436,None,4.561859200708568,849.4589899005368,None,849.962362700142,None,849.962362700142,None,f,0.26591460034251213,849.962362700142,None,0.26591460034251213,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,855.6158177005127,None,,,,,,,,,,,,,,,,,,history,52,88,aloud,old,blue,850.7503398004919,None,850.7503398004919,None,6,4.061936900019646,850.7503398004919,None,4.061936900019646,854.8321626000106,None,855.335197600536,None,855.335197600536,None,r,0.26112599950283766,855.335197600536,None,0.26112599950283766,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,858.6682567996904,None,,,,,,,,,,,,,,,,,,junior,12,89,aloud,old,yellow,856.116247500293,None,856.116247500293,None,4,1.656011899933219,856.116247500293,None,1.656011899933219,857.801516700536,None,858.3063382003456,None,858.3063382003456,None,f,0.3458879003301263,858.3063382003456,None,0.3458879003301263,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,863.6565340999514,None,,,,,,,,,,,,,,,,,,court,49,90,aloud,old,blue,859.180761099793,None,859.180761099793,None,6,3.6394597003236413,859.180761099793,None,3.6394597003236413,862.8388745002449,None,863.3421726999804,None,863.3421726999804,None,r,0.28606760036200285,863.3421726999804,None,0.28606760036200285,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,866.7463113004342,None,,,,,,,,,,,,,,,,,,month,173,91,aloud,new,null,864.1623812001199,None,864.1623812001199,None,1,1.9619381995871663,864.1623812001199,None,1.9619381995871663,866.1516901003197,None,866.6593623002991,None,866.6593623002991,None,n,0.05687240045517683,866.6593623002991,None,0.05687240045517683,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,870.5139295002446,None,,,,,,,,,,,,,,,,,,drink,104,92,aloud,new,null,867.27605890017,None,867.27605890017,None,1,1.9281454998999834,867.27605890017,None,1.9281454998999834,869.2319523999467,None,869.7460484001786,None,869.7460484001786,None,n,0.7382640996947885,869.7460484001786,None,0.7382640996947885,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,873.199289499782,None,,,,,,,,,,,,,,,,,,surface,149,93,aloud,new,null,871.0195345999673,None,871.0195345999673,None,1,1.3525885995477438,871.0195345999673,None,1.3525885995477438,872.4003290003166,None,872.9180637998506,None,872.9180637998506,None,n,0.25406309962272644,872.9180637998506,None,0.25406309962272644,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,876.3024690998718,None,,,,,,,,,,,,,,,,,,empty,118,94,aloud,new,null,873.7077788999304,None,873.7077788999304,None,1,1.8163188993930817,873.7077788999304,None,1.8163188993930817,875.5524655999616,None,876.0582634005696,None,876.0582634005696,None,n,0.21785600017756224,876.0582634005696,None,0.21785600017756224,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,879.240609000437,None,,,,,,,,,,,,,,,,,,motion,165,95,aloud,new,null,876.8118535997346,None,876.8118535997346,None,2,1.7442659996449947,876.8118535997346,None,1.7442659996449947,878.5723077002913,None,879.0720159001648,None,879.0720159001648,None,n,0.14815849997103214,879.0720159001648,None,0.14815849997103214,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,883.1448226002976,None,,,,,,,,,,,,,,,,,,threat,61,96,aloud,old,red,879.7564602997154,None,879.7564602997154,None,4,2.7758341003209352,879.7564602997154,None,2.7758341003209352,882.5592806003988,None,883.0590706001967,None,883.0590706001967,None,f,0.05700580030679703,883.0590706001967,None,0.05700580030679703,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,885.5665532005951,None,,,,,,,,,,,,,,,,,,personnel,46,97,aloud,old,blue,883.6708816001192,None,883.6708816001192,None,6,1.33322439994663,883.6708816001192,None,1.33322439994663,885.027632500045,None,885.5283768000081,None,885.5283768000081,None,r,0.011746600270271301,885.5283768000081,None,0.011746600270271301,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,888.734438800253,None,,,,,,,,,,,,,,,,,,cousin,143,98,aloud,new,null,886.0833938000724,None,886.0833938000724,None,1,1.6808297000825405,886.0833938000724,None,1.6808297000825405,887.7816689005122,None,888.2856550998986,None,888.2856550998986,None,n,0.4227083995938301,888.2856550998986,None,0.4227083995938301,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,892.1021936004981,None,,,,,,,,,,,,,,,,,,medicine,117,99,aloud,new,null,889.2535506002605,None,889.2535506002605,None,1,1.9988341005519032,889.2535506002605,None,1.9988341005519032,891.2743306998163,None,891.7902735006064,None,891.7902735006064,None,n,0.28591099940240383,891.7902735006064,None,0.28591099940240383,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,897.0731073003262,None,,,,,,,,,,,,,,,,,,report,9,100,aloud,old,yellow,892.6052165003493,None,892.6052165003493,None,3,3.654959199950099,892.6052165003493,None,3.654959199950099,896.2897749999538,None,896.7948200004175,None,896.7948200004175,None,n,0.24942449945956469,896.7948200004175,None,0.24942449945956469,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,900.980987300165,None,,,,,,,,,,,,,,,,,,break,123,101,aloud,new,null,897.5943633997813,None,897.5943633997813,None,3,2.5937820998951793,897.5943633997813,None,2.5937820998951793,900.2109791003168,None,900.7153109004721,None,900.7153109004721,None,n,0.24112780019640923,900.7153109004721,None,0.24112780019640923,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,904.8642554003745,None,,,,,,,,,,,,,,,,,,stand,166,102,aloud,new,null,901.4968236004934,None,901.4968236004934,None,2,2.643319300375879,901.4968236004934,None,2.643319300375879,904.1647947002202,None,904.6674359999597,None,904.6674359999597,None,n,0.16876670066267252,904.6674359999597,None,0.16876670066267252,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,908.184234100394,None,,,,,,,,,,,,,,,,,,bitter,129,103,aloud,new,null,905.3646860998124,None,905.3646860998124,None,1,2.1354286996647716,905.3646860998124,None,2.1354286996647716,907.5175302997231,None,908.020902399905,None,908.020902399905,None,n,0.13525399938225746,908.020902399905,None,0.13525399938225746,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,910.7081380002201,None,,,,,,,,,,,,,,,,,,goose,90,104,aloud,new,null,908.6955417003483,None,908.6955417003483,None,1,1.3966013994067907,908.6955417003483,None,1.3966013994067907,910.1240889998153,None,910.6408227002248,None,910.6408227002248,None,n,0.035461099818348885,910.6408227002248,None,0.035461099818348885,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,914.3749596998096,None,,,,,,,,,,,,,,,,,,defeat,22,105,aloud,old,yellow,911.2257134998217,None,911.2257134998217,None,3,2.2505751997232437,911.2257134998217,None,2.2505751997232437,913.5124939000234,None,914.032054499723,None,914.032054499723,None,n,0.32413459941744804,914.032054499723,None,0.32413459941744804,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,917.1644874000922,None,,,,,,,,,,,,,,,,,,short,159,106,aloud,new,null,914.8834022004157,None,914.8834022004157,None,3,1.6727167004719377,914.8834022004157,None,1.6727167004719377,916.575915100053,None,917.0818611001596,None,917.0818611001596,None,n,0.050439899787306786,917.0818611001596,None,0.050439899787306786,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,921.1304755005985,None,,,,,,,,,,,,,,,,,,article,154,107,aloud,new,null,917.6804758002982,None,917.6804758002982,None,6,2.827645999379456,917.6804758002982,None,2.827645999379456,920.5308102006093,None,921.0369846997783,None,921.0369846997783,None,r,0.07127190008759499,921.0369846997783,None,0.07127190008759499,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,923.800819600001,None,,,,,,,,,,,,,,,,,,waste,20,108,aloud,old,yellow,921.6384260002524,None,921.6384260002524,None,4,1.5097257997840643,921.6384260002524,None,1.5097257997840643,923.1724569005892,None,923.683991599828,None,923.683991599828,None,f,0.08819529972970486,923.683991599828,None,0.08819529972970486,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,928.1902830004692,None,,,,,,,,,,,,,,,,,,testimony,156,109,aloud,new,null,924.3048050003126,None,924.3048050003126,None,3,2.819441500119865,924.3048050003126,None,2.819441500119865,927.1595692997798,None,927.6796655999497,None,927.6796655999497,None,n,0.4846449997276068,927.6796655999497,None,0.4846449997276068,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,934.0266835996881,None,,,,,,,,,,,,,,,,,,contract,66,110,aloud,old,red,928.7060548998415,None,928.7060548998415,None,4,4.473956700414419,928.7060548998415,None,4.473956700414419,933.2092257002369,None,933.7120059998706,None,933.7120059998706,None,f,0.292119599878788,933.7120059998706,None,0.292119599878788,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,937.7968746004626,None,,,,,,,,,,,,,,,,,,degree,29,111,aloud,old,blue,934.5344072999433,None,934.5344072999433,None,4,2.605673199519515,934.5344072999433,None,2.605673199519515,937.162913300097,None,937.663774699904,None,937.663774699904,None,f,0.11632320005446672,937.663774699904,None,0.11632320005446672,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,941.7353575006127,None,,,,,,,,,,,,,,,,,,nation,157,112,aloud,new,null,938.3120828997344,None,938.3120828997344,None,3,2.731984999962151,938.3120828997344,None,2.731984999962151,941.0667735002935,None,941.5752840004861,None,941.5752840004861,None,n,0.132842599414289,941.5752840004861,None,0.132842599414289,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,944.9041731003672,None,,,,,,,,,,,,,,,,,,appearance,144,113,aloud,new,null,942.2400732003152,None,942.2400732003152,None,1,1.9399887006729841,942.2400732003152,None,1.9399887006729841,944.2046427000314,None,944.7084389999509,None,944.7084389999509,None,n,0.17570329923182726,944.7084389999509,None,0.17570329923182726,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,949.5421304004267,None,,,,,,,,,,,,,,,,,,population,67,114,aloud,old,red,945.4158014999703,None,945.4158014999703,None,4,3.2602733997628093,945.4158014999703,None,3.2602733997628093,948.6954298997298,None,949.2086966000497,None,949.2086966000497,None,f,0.3072964996099472,949.2086966000497,None,0.3072964996099472,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,953.9465789003298,None,,,,,,,,,,,,,,,,,,people,31,115,aloud,old,blue,950.0509945005178,None,950.0509945005178,None,2,2.0972723001614213,950.0509945005178,None,2.0972723001614213,952.1841333005577,None,952.696221800521,None,952.696221800521,None,n,1.21983249951154,952.696221800521,None,1.21983249951154,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,958.0005349004641,None,,,,,,,,,,,,,,,,,,election,106,116,aloud,new,null,954.4543107999489,None,954.4543107999489,None,2,2.3817582996562123,954.4543107999489,None,2.3817582996562123,956.8659845003858,None,957.3687348999083,None,957.3687348999083,None,n,0.6113576991483569,957.3687348999083,None,0.6113576991483569,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,961.4706626003608,None,,,,,,,,,,,,,,,,,,listen,35,117,aloud,old,blue,958.5086379004642,None,958.5086379004642,None,3,2.143409600481391,958.5086379004642,None,2.143409600481391,960.6722344001755,None,961.1872421000153,None,961.1872421000153,None,n,0.26485069934278727,961.1872421000153,None,0.26485069934278727,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,965.4580477997661,None,,,,,,,,,,,,,,,,,,interior,163,118,aloud,new,null,961.985215799883,None,961.985215799883,None,3,2.330891899764538,961.985215799883,None,2.330891899764538,964.3561917003244,None,964.857583399862,None,964.857583399862,None,n,0.5784967998042703,964.857583399862,None,0.5784967998042703,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,968.5974185001105,None,,,,,,,,,,,,,,,,,,shock,27,119,aloud,old,yellow,965.9633379997686,None,965.9633379997686,None,3,1.6407038001343608,965.9633379997686,None,1.6407038001343608,967.6295060003176,None,968.1441460000351,None,968.1441460000351,None,n,0.4279730003327131,968.1441460000351,None,0.4279730003327131,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,971.5686288001016,None,,,,,,,,,,,,,,,,,,quick,113,120,aloud,new,null,969.1257413998246,None,969.1257413998246,None,1,1.7504011997953057,969.1257413998246,None,1.7504011997953057,970.9042119998485,None,971.4140774002299,None,971.4140774002299,None,n,0.13402209989726543,971.4140774002299,None,0.13402209989726543,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,120,0,120,0,,,,,,,,,,,,,,,,,,,,,,978.4713102998212,None,,,,,,,,,,,,,,,,,,primary,151,121,aloud,new,null,972.0855418005958,None,972.0855418005958,None,2,5.57444960065186,972.0855418005958,None,5.57444960065186,977.6878300001845,None,978.193664200604,None,978.193664200604,None,n,0.2584574995562434,978.193664200604,None,0.2584574995562434,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,121,0,121,0,,,,,,,,,,,,,,,,,,,,,,981.8743757000193,None,,,,,,,,,,,,,,,,,,object,19,122,aloud,old,yellow,978.974339700304,None,978.974339700304,None,3,2.1816742001101375,978.974339700304,None,2.1816742001101375,981.1748192999512,None,981.6782788001001,None,981.6782788001001,None,n,0.16573149990290403,981.6782788001001,None,0.16573149990290403,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,122,0,122,0,,,,,,,,,,,,,,,,,,,,,,984.8774308003485,None,,,,,,,,,,,,,,,,,,mechanical,30,123,aloud,old,blue,982.3841991005465,None,982.3841991005465,None,3,1.7317451993003488,982.3841991005465,None,1.7317451993003488,984.1433538002893,None,984.6439255997539,None,984.6439255997539,None,n,0.21608909964561462,984.6439255997539,None,0.21608909964561462,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,123,0,123,0,,,,,,,,,,,,,,,,,,,,,,987.8637001998723,None,,,,,,,,,,,,,,,,,,industry,146,124,aloud,new,null,985.386374800466,None,985.386374800466,None,1,1.8177260998636484,985.386374800466,None,1.8177260998636484,987.2342039998621,None,987.7485605003312,None,987.7485605003312,None,n,0.08741619996726513,987.7485605003312,None,0.08741619996726513,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,124,0,124,0,,,,,,,,,,,,,,,,,,,,,,990.4830448003486,None,,,,,,,,,,,,,,,,,,drama,84,125,aloud,old,red,988.3767133997753,None,988.3767133997753,None,2,1.2912419000640512,988.3767133997753,None,1.2912419000640512,989.6994821997359,None,990.2037978004664,None,990.2037978004664,None,n,0.2561959996819496,990.2037978004664,None,0.2561959996819496,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,125,0,125,0,,,,,,,,,,,,,,,,,,,,,,997.7234781002626,None,,,,,,,,,,,,,,,,,,dispute,77,126,aloud,old,red,990.9911957997829,None,990.9911957997829,None,5,5.86094790045172,990.9911957997829,None,5.86094790045172,996.8788207005709,None,997.3918305002153,None,997.3918305002153,None,f,0.3082140004262328,997.3918305002153,None,0.3082140004262328,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
