StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,keyStudy.rt,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,548.4087947998196,None,,,,,,,,,,,,,,,,,,problem,136,13,aloud,new,null,543.3900655005127,None,543.3900655005127,None,2,4.022732799872756,543.3900655005127,None,4.022732799872756,547.4452654002234,None,547.958425800316,None,547.958425800316,None,n,0.4223648002371192,547.958425800316,None,0.4223648002371192,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,553.0134150004014,None,,,,,,,,,,,,,,,,,,escape,167,14,aloud,new,null,548.9175971001387,None,548.9175971001387,None,3,3.2952082995325327,548.9175971001387,None,3.2952082995325327,552.2304600002244,None,552.7322220997885,None,552.7322220997885,None,n,0.2645232994109392,552.7322220997885,None,0.2645232994109392,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,556.4835163997486,None,,,,,,,,,,,,,,,,,,blind,76,15,aloud,old,red,553.5155207002535,None,553.5155207002535,None,5,2.2972378004342318,553.5155207002535,None,2.2972378004342318,555.8338325005025,None,556.3423758000135,None,556.3423758000135,None,f,0.11843189969658852,556.3423758000135,None,0.11843189969658852,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,562.7898468002677,None,,,,,,,,,,,,,,,,,,color,97,16,aloud,new,null,556.9861500998959,None,556.9861500998959,None,6,4.06666489969939,556.9861500998959,None,4.06666489969939,561.0815864996985,None,561.5887513002381,None,561.5887513002381,None,r,1.1761314999312162,561.5887513002381,None,1.1761314999312162,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,568.3046927005053,None,,,,,,,,,,,,,,,,,,answer,21,17,aloud,old,yellow,563.3025272004306,None,563.3025272004306,None,4,2.870201200246811,563.3025272004306,None,2.870201200246811,566.1931207003072,None,566.7024603001773,None,566.7024603001773,None,f,1.5662337997928262,566.7024603001773,None,1.5662337997928262,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,573.3002676004544,None,,,,,,,,,,,,,,,,,,clean,178,18,aloud,new,null,568.8122851997614,None,568.8122851997614,None,4,3.064741099253297,568.8122851997614,None,3.064741099253297,571.9041477004066,None,572.4161288999021,None,572.4161288999021,None,f,0.8685801001265645,572.4161288999021,None,0.8685801001265645,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,577.137432700023,None,,,,,,,,,,,,,,,,,,school,174,19,aloud,new,null,573.8166545005515,None,573.8166545005515,None,2,2.3241600999608636,573.8166545005515,None,2.3241600999608636,576.1706248000264,None,576.6704845000058,None,576.6704845000058,None,n,0.4462387003004551,576.6704845000058,None,0.4462387003004551,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,581.5918741999194,None,,,,,,,,,,,,,,,,,,spoke,121,20,aloud,new,null,577.6477653002366,None,577.6477653002366,None,2,2.812838999554515,577.6477653002366,None,2.812838999554515,580.4906542003155,None,580.9943458000198,None,580.9943458000198,None,n,0.5703322002664208,580.9943458000198,None,0.5703322002664208,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,584.8117532003671,None,,,,,,,,,,,,,,,,,,thick,164,21,aloud,new,null,582.0993331000209,None,582.0993331000209,None,1,1.881559000350535,582.0993331000209,None,1.881559000350535,584.015290800482,None,584.5324862999842,None,584.5324862999842,None,n,0.26422199979424477,584.5324862999842,None,0.26422199979424477,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,588.5191149003804,None,,,,,,,,,,,,,,,,,,piece,48,22,aloud,old,blue,585.3235820000991,None,585.3235820000991,None,6,2.5691753001883626,585.3235820000991,None,2.5691753001883626,587.9219321999699,None,588.438969200477,None,588.438969200477,None,r,0.05393490009009838,588.438969200477,None,0.05393490009009838,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,592.7400673003867,None,,,,,,,,,,,,,,,,,,beauty,152,23,aloud,new,null,589.0348963998258,None,589.0348963998258,None,1,2.569799699820578,589.0348963998258,None,2.569799699820578,591.6378837004304,None,592.1550238998607,None,592.1550238998607,None,n,0.5619408003985882,592.1550238998607,None,0.5619408003985882,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,595.7393180998042,None,,,,,,,,,,,,,,,,,,payment,172,24,aloud,new,null,593.2731419000775,None,593.2731419000775,None,1,1.7235296005383134,593.2731419000775,None,1.7235296005383134,595.0230564000085,None,595.5265278005973,None,595.5265278005973,None,n,0.19017240032553673,595.5265278005973,None,0.19017240032553673,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,599.8600909002125,None,,,,,,,,,,,,,,,,,,heavy,78,25,aloud,old,red,596.2514741001651,None,596.2514741001651,None,3,2.889245799742639,596.2514741001651,None,2.889245799742639,599.1591966999695,None,599.6646459000185,None,599.6646459000185,None,n,0.18005899991840124,599.6646459000185,None,0.18005899991840124,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,604.3479140000418,None,,,,,,,,,,,,,,,,,,count,0,26,aloud,old,yellow,600.364713200368,None,600.364713200368,None,4,3.37625790014863,600.364713200368,None,3.37625790014863,603.7751235002652,None,604.2880663005635,None,604.2880663005635,None,f,0.04458519909530878,604.2880663005635,None,0.04458519909530878,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,608.7574113998562,None,,,,,,,,,,,,,,,,,,place,75,27,aloud,old,red,604.8589567998424,None,604.8589567998424,None,3,3.0416647996753454,604.8589567998424,None,3.0416647996753454,607.9191388003528,None,608.4230022002012,None,608.4230022002012,None,n,0.3099315008148551,608.4230022002012,None,0.3099315008148551,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,612.9064297005534,None,,,,,,,,,,,,,,,,,,business,135,28,aloud,new,null,609.2788768997416,None,609.2788768997416,None,1,2.3897860003635287,609.2788768997416,None,2.3897860003635287,611.6897013001144,None,612.1963836997747,None,612.1963836997747,None,n,0.6802408006042242,612.1963836997747,None,0.6802408006042242,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,616.1261504003778,None,,,,,,,,,,,,,,,,,,measure,115,29,aloud,new,null,613.4153927005827,None,613.4153927005827,None,1,1.9653557995334268,613.4153927005827,None,1.9653557995334268,615.4096832005307,None,615.9125677999109,None,615.9125677999109,None,n,0.19608480017632246,615.9125677999109,None,0.19608480017632246,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,620.1656582001597,None,,,,,,,,,,,,,,,,,,trial,60,30,aloud,old,red,616.6267114998773,None,616.6267114998773,None,5,2.7459390992298722,616.6267114998773,None,2.7459390992298722,619.3972027003765,None,619.8994926000014,None,619.8994926000014,None,f,0.2334733996540308,619.8994926000014,None,0.2334733996540308,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,624.389909800142,None,,,,,,,,,,,,,,,,,,plane,145,31,aloud,new,null,620.6810322999954,None,620.6810322999954,None,2,3.0116135999560356,620.6810322999954,None,3.0116135999560356,623.719389599748,None,624.2389737004414,None,624.2389737004414,None,n,0.12605080008506775,624.2389737004414,None,0.12605080008506775,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,627.7397062005475,None,,,,,,,,,,,,,,,,,,harmony,74,32,aloud,old,red,624.9086921997368,None,624.9086921997368,None,2,2.143876299262047,624.9086921997368,None,2.143876299262047,627.0717118997127,None,627.5750903999433,None,627.5750903999433,None,n,0.14160639978945255,627.5750903999433,None,0.14160639978945255,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,631.3581376001239,None,,,,,,,,,,,,,,,,,,research,175,33,aloud,new,null,628.2751404000446,None,628.2751404000446,None,2,2.2574562998488545,628.2751404000446,None,2.2574562998488545,630.5660736998543,None,631.0744080999866,None,631.0744080999866,None,n,0.2662259005010128,631.0744080999866,None,0.2662259005010128,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,637.0972551004961,None,,,,,,,,,,,,,,,,,,story,92,34,aloud,new,null,631.8586507998407,None,631.8586507998407,None,1,4.353936400264502,631.8586507998407,None,4.353936400264502,636.23367960006,None,636.7523734997958,None,636.7523734997958,None,n,0.3169247005134821,636.7523734997958,None,0.3169247005134821,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,640.6674290001392,None,,,,,,,,,,,,,,,,,,fight,124,35,aloud,new,null,637.6010509999469,None,637.6010509999469,None,1,2.347559900023043,637.6010509999469,None,2.347559900023043,639.9739661002532,None,640.4840647997335,None,640.4840647997335,None,n,0.15250749979168177,640.4840647997335,None,0.15250749979168177,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,646.3578888997436,None,,,,,,,,,,,,,,,,,,silence,101,36,aloud,new,null,641.1777947004884,None,641.1777947004884,None,3,3.546926699578762,641.1777947004884,None,3.546926699578762,644.7557583004236,None,645.2635112004355,None,645.2635112004355,None,n,1.0771899996325374,645.2635112004355,None,1.0771899996325374,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,650.8943145005032,None,,,,,,,,,,,,,,,,,,management,42,37,aloud,old,blue,646.8661756003276,None,646.8661756003276,None,6,2.7704275995492935,646.8661756003276,None,2.7704275995492935,649.6610294999555,None,650.1604714998975,None,650.1604714998975,None,r,0.7081597996875644,650.1604714998975,None,0.7081597996875644,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,655.2486394997686,None,,,,,,,,,,,,,,,,,,narrow,13,38,aloud,old,yellow,651.4036405999213,None,651.4036405999213,None,6,2.897069999948144,651.4036405999213,None,2.897069999948144,654.338814300485,None,654.8505185004324,None,654.8505185004324,None,r,0.3700795993208885,654.8505185004324,None,0.3700795993208885,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,660.1202054005116,None,,,,,,,,,,,,,,,,,,order,169,39,aloud,new,null,655.7569797001779,None,655.7569797001779,None,4,3.4395642997696996,655.7569797001779,None,3.4395642997696996,659.2222319003195,None,659.7365787001327,None,659.7365787001327,None,f,0.36403079982846975,659.7365787001327,None,0.36403079982846975,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,663.4754494000226,None,,,,,,,,,,,,,,,,,,property,72,40,aloud,old,red,660.6251359004527,None,660.6251359004527,None,5,1.955447799526155,660.6251359004527,None,1.955447799526155,662.6073070997372,None,663.11169099994,None,663.11169099994,None,f,0.34089289978146553,663.11169099994,None,0.34089289978146553,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,667.7817524997517,None,,,,,,,,,,,,,,,,,,whole,161,41,aloud,new,null,664.0022398997098,None,664.0022398997098,None,1,3.050367900170386,664.0022398997098,None,3.050367900170386,667.0856689000502,None,667.5945378998294,None,667.5945378998294,None,n,0.15397240035235882,667.5945378998294,None,0.15397240035235882,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,672.349051900208,None,,,,,,,,,,,,,,,,,,expansion,26,42,aloud,old,yellow,668.3148223999888,None,668.3148223999888,None,6,2.5297343004494905,668.3148223999888,None,2.5297343004494905,670.8661535996944,None,671.3862498998642,None,671.3862498998642,None,r,0.9383351001888514,671.3862498998642,None,0.9383351001888514,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,675.2686497997493,None,,,,,,,,,,,,,,,,,,level,127,43,aloud,new,null,672.8599303998053,None,672.8599303998053,None,1,1.560598099604249,672.8599303998053,None,1.560598099604249,674.452169300057,None,674.9558094004169,None,674.9558094004169,None,n,0.28872770071029663,674.9558094004169,None,0.28872770071029663,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,678.2049128003418,None,,,,,,,,,,,,,,,,,,carry,140,44,aloud,new,null,675.7826492004097,None,675.7826492004097,None,1,1.7019020998850465,675.7826492004097,None,1.7019020998850465,677.5054294001311,None,678.0097069004551,None,678.0097069004551,None,n,0.17883369978517294,678.0097069004551,None,0.17883369978517294,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,682.1421181000769,None,,,,,,,,,,,,,,,,,,reading,62,45,aloud,old,red,678.7099518002942,None,678.7099518002942,None,2,2.118652400560677,678.7099518002942,None,2.118652400560677,680.8576263999566,None,681.3605668004602,None,681.3605668004602,None,n,0.7638753997161984,681.3605668004602,None,0.7638753997161984,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,685.7133958004415,None,,,,,,,,,,,,,,,,,,general,6,46,aloud,old,yellow,682.6486848006025,None,682.6486848006025,None,6,2.0197361996397376,682.6486848006025,None,2.0197361996397376,684.69750460051,None,685.2131122006103,None,685.2131122006103,None,r,0.47141189966350794,685.2131122006103,None,0.47141189966350794,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,689.416129000485,None,,,,,,,,,,,,,,,,,,little,125,47,aloud,new,null,686.2160791000351,None,686.2160791000351,None,1,1.6043846001848578,686.2160791000351,None,1.6043846001848578,687.8485270002857,None,688.359481099993,None,688.359481099993,None,n,1.037028300575912,688.359481099993,None,1.037028300575912,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,696.6065485002473,None,,,,,,,,,,,,,,,,,,dream,109,48,aloud,new,null,689.9226476997137,None,689.9226476997137,None,3,4.937787899747491,689.9226476997137,None,4.937787899747491,694.8882672004402,None,695.3887926004827,None,695.3887926004827,None,n,1.191728500649333,695.3887926004827,None,1.191728500649333,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,701.2278915997595,None,,,,,,,,,,,,,,,,,,present,47,49,aloud,old,blue,697.1170944003388,None,697.1170944003388,None,6,3.1353835994377732,697.1170944003388,None,3.1353835994377732,700.2874068003148,None,700.7980741001666,None,700.7980741001666,None,r,0.39843819942325354,700.7980741001666,None,0.39843819942325354,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,703.8638706002384,None,,,,,,,,,,,,,,,,,,fellow,179,50,aloud,new,null,701.7384313996881,None,701.7384313996881,None,1,1.4421621998772025,701.7384313996881,None,1.4421621998772025,703.1977113001049,None,703.6992573002353,None,703.6992573002353,None,n,0.14526870008558035,703.6992573002353,None,0.14526870008558035,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,706.3492835005745,None,,,,,,,,,,,,,,,,,,opening,112,51,aloud,new,null,704.3743254002184,None,704.3743254002184,None,1,1.3821163000538945,704.3743254002184,None,1.3821163000538945,705.7833860004321,None,706.2874734001234,None,706.2874734001234,None,n,0.03700860030949116,706.2874734001234,None,0.03700860030949116,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,709.7225337000564,None,,,,,,,,,,,,,,,,,,design,14,52,aloud,old,yellow,706.8578508999199,None,706.8578508999199,None,6,2.314651899971068,706.8578508999199,None,2.314651899971068,709.2033318001777,None,709.7065992997959,None,709.7065992997959,None,r,0.002129599452018738,709.7065992997959,None,0.002129599452018738,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,715.6421450003982,None,,,,,,,,,,,,,,,,,,discovery,59,53,aloud,old,yellow,710.2466567000374,None,710.2466567000374,None,5,4.36583869997412,710.2466567000374,None,4.36583869997412,714.6442438000813,None,715.1669541997835,None,715.1669541997835,None,f,0.4455655002966523,715.1669541997835,None,0.4455655002966523,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,718.6007663002238,None,,,,,,,,,,,,,,,,,,murder,73,54,aloud,old,red,716.1455982001498,None,716.1455982001498,None,2,1.6989105995744467,716.1455982001498,None,1.6989105995744467,717.8612099001184,None,718.3640985004604,None,718.3640985004604,None,n,0.20827419962733984,718.3640985004604,None,0.20827419962733984,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,721.5481193996966,None,,,,,,,,,,,,,,,,,,corner,4,55,aloud,old,yellow,719.1123655997217,None,719.1123655997217,None,6,1.6361597999930382,719.1123655997217,None,1.6361597999930382,720.77123640012,None,721.2830782001838,None,721.2830782001838,None,r,0.24939369969069958,721.2830782001838,None,0.24939369969069958,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,726.0190276000649,None,,,,,,,,,,,,,,,,,,patient,126,56,aloud,new,null,722.0502997003496,None,722.0502997003496,None,4,3.218335499987006,722.0502997003496,None,3.218335499987006,725.2910046000034,None,725.8105094004422,None,725.8105094004422,None,f,0.1781201995909214,725.8105094004422,None,0.1781201995909214,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,731.8081769999117,None,,,,,,,,,,,,,,,,,,evidence,120,57,aloud,new,null,726.5316800000146,None,726.5316800000146,None,3,4.448735699988902,726.5316800000146,None,4.448735699988902,731.0084247002378,None,731.5134179005399,None,731.5134179005399,None,n,0.27507130056619644,731.5134179005399,None,0.27507130056619644,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,735.8623997000977,None,,,,,,,,,,,,,,,,,,build,2,58,aloud,old,yellow,732.3161227004603,None,732.3161227004603,None,4,2.7766733998432755,732.3161227004603,None,2.7766733998432755,735.118560500443,None,735.6289630001411,None,735.6289630001411,None,f,0.20740079972893,735.6289630001411,None,0.20740079972893,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,742.7858718000352,None,,,,,,,,,,,,,,,,,,conference,15,59,aloud,old,yellow,736.3705305000767,None,736.3705305000767,None,3,5.618057299405336,736.3705305000767,None,5.618057299405336,742.0205511003733,None,742.5374469002709,None,742.5374469002709,None,n,0.21904749982059002,742.5374469002709,None,0.21904749982059002,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,745.4219161001965,None,,,,,,,,,,,,,,,,,,minor,99,60,aloud,new,null,743.3031454002485,None,743.3031454002485,None,1,1.5012692995369434,743.3031454002485,None,1.5012692995369434,744.8278395002708,None,745.3405766002834,None,745.3405766002834,None,n,0.06385600008070469,745.3405766002834,None,0.06385600008070469,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,748.3081951998174,None,,,,,,,,,,,,,,,,,,quarter,25,61,aloud,old,yellow,745.9241877999157,None,745.9241877999157,None,6,1.5282434998080134,745.9241877999157,None,1.5282434998080134,747.4769331999123,None,747.9923930997029,None,747.9923930997029,None,r,0.3000357002019882,747.9923930997029,None,0.3000357002019882,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,751.1287462003529,None,,,,,,,,,,,,,,,,,,republic,89,62,aloud,old,red,748.8099786005914,None,748.8099786005914,None,6,1.4584630001336336,748.8099786005914,None,1.4584630001336336,750.2955192998052,None,750.8147772001103,None,750.8147772001103,None,r,0.2857403000816703,750.8147772001103,None,0.2857403000816703,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,754.0138100003824,None,,,,,,,,,,,,,,,,,,trash,114,63,aloud,new,null,751.6354998005554,None,751.6354998005554,None,1,1.592909200116992,751.6354998005554,None,1.592909200116992,753.2477166997269,None,753.7524070004001,None,753.7524070004001,None,n,0.24396419990807772,753.7524070004001,None,0.24396419990807772,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,756.8189791003242,None,,,,,,,,,,,,,,,,,,crowd,119,64,aloud,new,null,754.523781100288,None,754.523781100288,None,2,1.432510199956596,754.523781100288,None,1.432510199956596,755.9837105004117,None,756.4878641003743,None,756.4878641003743,None,n,0.3084856001660228,756.4878641003743,None,0.3084856001660228,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,760.4368823003024,None,,,,,,,,,,,,,,,,,,write,3,65,aloud,old,yellow,757.3339341999963,None,757.3339341999963,None,3,2.2945472998544574,757.3339341999963,None,2.2945472998544574,759.6539396997541,None,760.1534759998322,None,760.1534759998322,None,n,0.2589620007202029,760.1534759998322,None,0.2589620007202029,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,763.1729621002451,None,,,,,,,,,,,,,,,,,,bicycle,79,66,aloud,old,red,760.949703999795,None,760.949703999795,None,6,1.4227041993290186,760.949703999795,None,1.4227041993290186,762.3901311000809,None,762.8960030004382,None,762.8960030004382,None,r,0.26036780048161745,762.8960030004382,None,0.26036780048161745,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,767.7275470001623,None,,,,,,,,,,,,,,,,,,bucket,18,67,aloud,old,yellow,763.6879757000133,None,763.6879757000133,None,4,3.3404272003099322,763.6879757000133,None,3.3404272003099322,767.0446731001139,None,767.5527082998306,None,767.5527082998306,None,f,0.15567579958587885,767.5527082998306,None,0.15567579958587885,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,773.6001968001947,None,,,,,,,,,,,,,,,,,,produce,168,68,aloud,new,null,768.2357179000974,None,768.2357179000974,None,5,4.560736900195479,768.2357179000974,None,4.560736900195479,772.825938699767,None,773.3353251004592,None,773.3353251004592,None,f,0.2451945999637246,773.3353251004592,None,0.2451945999637246,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,778.0544503005221,None,,,,,,,,,,,,,,,,,,atmosphere,91,69,aloud,new,null,774.107846500352,None,774.107846500352,None,3,3.1604474000632763,774.107846500352,None,3.1604474000632763,777.2876180000603,None,777.7919739000499,None,777.7919739000499,None,n,0.23643869999796152,777.7919739000499,None,0.23643869999796152,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
