StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,,,,,54.3967199,None,b,89.6926821,54.3967199,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Aloud3,89,2022_Nov_18_1551,ProdSingRedoBetween,2021.2.3,59.91102001
,,,,,,,,,,,,,,AloudTest,144.1343788,None,space,11.4191242,144.1343788,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Aloud3,89,2022_Nov_18_1551,ProdSingRedoBetween,2021.2.3,59.91102001
0,0,0,0,,,,,,,,,,,,,,,,,,144.1343788,None,144.1343788,None,144.1343788,None,144.1343788,None,158.0944995,None,sweet,26,1,aloud,yellow,156.0801581,None,None,156.0801581,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Aloud3,89,2022_Nov_18_1551,ProdSingRedoBetween,2021.2.3,59.91102001
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,160.613671,None,crime,79,2,aloud,red,158.6019863,None,None,158.6019863,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Aloud3,89,2022_Nov_18_1551,ProdSingRedoBetween,2021.2.3,59.91102001
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,163.1326707,None,department,17,3,aloud,yellow,161.118211,None,None,161.118211,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Aloud3,89,2022_Nov_18_1551,ProdSingRedoBetween,2021.2.3,59.91102001
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,165.6355216,None,sunset,85,4,aloud,red,163.6335892,None,None,163.6335892,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Aloud3,89,2022_Nov_18_1551,ProdSingRedoBetween,2021.2.3,59.91102001
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,168.1545667,None,curve,43,5,aloud,blue,166.1403773,None,None,166.1403773,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Aloud3,89,2022_Nov_18_1551,ProdSingRedoBetween,2021.2.3,59.91102001
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,170.6737046,None,swift,31,6,aloud,blue,168.6600208,None,None,168.6600208,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Aloud3,89,2022_Nov_18_1551,ProdSingRedoBetween,2021.2.3,59.91102001
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,173.1761728,None,colonel,16,7,aloud,yellow,171.1742179,None,None,171.1742179,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Aloud3,89,2022_Nov_18_1551,ProdSingRedoBetween,2021.2.3,59.91102001
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,175.67873,None,number,18,8,aloud,yellow,173.6767633,None,None,173.6767633,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Aloud3,89,2022_Nov_18_1551,ProdSingRedoBetween,2021.2.3,59.91102001
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,178.1813594,None,empty,4,9,aloud,yellow,176.1811805,None,None,176.1811805,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Aloud3,89,2022_Nov_18_1551,ProdSingRedoBetween,2021.2.3,59.91102001
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,180.6836642,None,universal,44,10,aloud,blue,178.6814094,None,None,178.6814094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Aloud3,89,2022_Nov_18_1551,ProdSingRedoBetween,2021.2.3,59.91102001
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,183.1861767,None,collection,56,11,aloud,blue,181.1841864,None,None,181.1841864,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Aloud3,89,2022_Nov_18_1551,ProdSingRedoBetween,2021.2.3,59.91102001
