StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.rt,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,1432.8504381999992,None,,,,,,,,,,,,,,,,,,escape,64,85,aloud,old,red,1425.4873773999989,None,1425.4873773999989,None,4,6.569951699999365,1425.4873773999989,None,6.569951699999365,1432.0778986000005,None,1432.597967399999,None,1432.597967399999,None,f,0.22719580000011774,1432.597967399999,None,0.22719580000011774,,,116 aloud,001,2022_Dec_01_1247,ProdSingRedoBetween,2021.2.3,59.936335624028885,
,,,,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,1437.3489523999997,None,,,,,,,,,,,,,,,,,,patient,167,86,aloud,new,null,1433.370683199999,None,1433.370683199999,None,5,2.726402899999812,1433.370683199999,None,2.726402899999812,1436.1150354000001,None,1436.6309595999992,None,1436.6309595999992,None,r,0.6901618000010785,1436.6309595999992,None,0.6901618000010785,,,116 aloud,001,2022_Dec_01_1247,ProdSingRedoBetween,2021.2.3,59.936335624028885,
,,,,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,1443.138358099999,None,,,,,,,,,,,,,,,,,,murder,145,87,aloud,new,null,1437.866120499999,None,1437.866120499999,None,3,4.254955599999448,1437.866120499999,None,4.254955599999448,1442.1539883999994,None,1442.6691971,None,1442.6691971,None,f,0.45197920000100567,1442.6691971,None,0.45197920000100567,,,116 aloud,001,2022_Dec_01_1247,ProdSingRedoBetween,2021.2.3,59.936335624028885,
,,,,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,1445.9735456999988,None,,,,,,,,,,,,,,,,,,right,25,88,aloud,old,yellow,1443.6723932000004,None,1443.6723932000004,None,6,1.552679000000353,1443.6723932000004,None,1.552679000000353,1445.257080899999,None,1445.7725888999994,None,1445.7725888999994,None,r,0.1724794000001566,1445.7725888999994,None,0.1724794000001566,,,116 aloud,001,2022_Dec_01_1247,ProdSingRedoBetween,2021.2.3,59.936335624028885,
,,,,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,1452.8652970000003,None,,,,,,,,,,,,,,,,,,answer,78,89,aloud,old,red,1446.4758475999988,None,1446.4758475999988,None,6,5.677265800000896,1446.4758475999988,None,5.677265800000896,1452.1845563999996,None,1452.7041606999992,None,1452.7041606999992,None,r,0.1290874000005715,1452.7041606999992,None,0.1290874000005715,,,116 aloud,001,2022_Dec_01_1247,ProdSingRedoBetween,2021.2.3,59.936335624028885,
,,,,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,1457.1313075999988,None,,,,,,,,,,,,,,,,,,burden,79,90,aloud,old,red,1453.382336499999,None,1453.382336499999,None,6,2.9707579999994778,1453.382336499999,None,2.9707579999994778,1456.3848786999988,None,1456.9006792,None,1456.9006792,None,r,0.18838229999892064,1456.9006792,None,0.18838229999892064,,,116 aloud,001,2022_Dec_01_1247,ProdSingRedoBetween,2021.2.3,59.936335624028885,
,,,,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,1464.541312199999,None,,,,,,,,,,,,,,,,,,appeal,110,91,aloud,new,null,1457.6359807999997,None,1457.6359807999997,None,5,6.253124099999695,1457.6359807999997,None,6.253124099999695,1463.9110161999997,None,1464.4302408000003,None,1464.4302408000003,None,r,0.07525089999944612,1464.4302408000003,None,0.07525089999944612,,,116 aloud,001,2022_Dec_01_1247,ProdSingRedoBetween,2021.2.3,59.936335624028885,
,,,,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,1467.7122732999997,None,,,,,,,,,,,,,,,,,,spoke,67,92,aloud,old,red,1465.0495886999997,None,1465.0495886999997,None,5,1.7598567999993975,1465.0495886999997,None,1.7598567999993975,1466.830829299999,None,1467.345073999999,None,1467.345073999999,None,r,0.3360482000007323,1467.345073999999,None,0.3360482000007323,,,116 aloud,001,2022_Dec_01_1247,ProdSingRedoBetween,2021.2.3,59.936335624028885,
,,,,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,1473.1183972,None,,,,,,,,,,,,,,,,,,partner,164,93,aloud,new,null,1468.2143319999996,None,1468.2143319999996,None,3,4.042796699999599,1468.2143319999996,None,4.042796699999599,1472.2846592000005,None,1472.7999407999996,None,1472.7999407999996,None,f,0.2891194000003452,1472.7999407999996,None,0.2891194000003452,,,116 aloud,001,2022_Dec_01_1247,ProdSingRedoBetween,2021.2.3,59.936335624028885,
,,,,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,1476.6882485999995,None,,,,,,,,,,,,,,,,,,mankind,126,94,aloud,new,null,1473.6453456,None,1473.6453456,None,1,2.195712700000513,1473.6453456,None,2.195712700000513,1475.8727686000002,None,1476.3866132999992,None,1476.3866132999992,None,n,0.27855079999972077,1476.3866132999992,None,0.27855079999972077,,,116 aloud,001,2022_Dec_01_1247,ProdSingRedoBetween,2021.2.3,59.936335624028885,
,,,,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,1480.5084258999996,None,,,,,,,,,,,,,,,,,,orchestra,115,95,aloud,new,null,1477.190051399999,None,1477.190051399999,None,1,2.563279699999839,1477.190051399999,None,2.563279699999839,1479.776323,None,1480.2906408999988,None,1480.2906408999988,None,n,0.19869239999934507,1480.2906408999988,None,0.19869239999934507,,,116 aloud,001,2022_Dec_01_1247,ProdSingRedoBetween,2021.2.3,59.936335624028885,
,,,,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,1483.4575191000004,None,,,,,,,,,,,,,,,,,,recall,1,96,aloud,old,yellow,1481.0163155999999,None,1481.0163155999999,None,6,1.673112200000105,1481.0163155999999,None,1.673112200000105,1482.7141143999997,None,1483.2288563000002,None,1483.2288563000002,None,r,0.18828020000000834,1483.2288563000002,None,0.18828020000000834,,,116 aloud,001,2022_Dec_01_1247,ProdSingRedoBetween,2021.2.3,59.936335624028885,
,,,,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,1486.7989560999995,None,,,,,,,,,,,,,,,,,,point,80,97,aloud,old,red,1483.969787099999,None,1483.969787099999,None,6,1.999410500000522,1483.969787099999,None,1.999410500000522,1485.9980295000005,None,1486.5135673000004,None,1486.5135673000004,None,r,0.25548929999968095,1486.5135673000004,None,0.25548929999968095,,,116 aloud,001,2022_Dec_01_1247,ProdSingRedoBetween,2021.2.3,59.936335624028885,
,,,,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,1491.1861181999993,None,,,,,,,,,,,,,,,,,,range,146,98,aloud,new,null,1487.3237604999995,None,1487.3237604999995,None,5,3.2053766999997606,1487.3237604999995,None,3.2053766999997606,1490.5519800000002,None,1491.0524413000003,None,1491.0524413000003,None,f,0.11667709999892395,1491.0524413000003,None,0.11667709999892395,,,116 aloud,001,2022_Dec_01_1247,ProdSingRedoBetween,2021.2.3,59.936335624028885,
,,,,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,1494.3393139,None,,,,,,,,,,,,,,,,,,express,43,99,aloud,old,blue,1491.7036864000002,None,1491.7036864000002,None,6,1.8254156000002695,1491.7036864000002,None,1.8254156000002695,1493.5554993000005,None,1494.0708393000004,None,1494.0708393000004,None,r,0.24240499999905296,1494.0708393000004,None,0.24240499999905296,,,116 aloud,001,2022_Dec_01_1247,ProdSingRedoBetween,2021.2.3,59.936335624028885,
,,,,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,1498.6776267000005,None,,,,,,,,,,,,,,,,,,command,5,100,aloud,old,yellow,1494.8563756000003,None,1494.8563756000003,None,6,3.128740600001038,1494.8563756000003,None,3.128740600001038,1498.0103118999996,None,1498.525007799999,None,1498.525007799999,None,r,0.12414739999985613,1498.525007799999,None,0.12414739999985613,,,116 aloud,001,2022_Dec_01_1247,ProdSingRedoBetween,2021.2.3,59.936335624028885,
,,,,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,1502.8304430999997,None,,,,,,,,,,,,,,,,,,employment,144,101,aloud,new,null,1499.1945856999992,None,1499.1945856999992,None,3,2.5265230999993946,1499.1945856999992,None,2.5265230999993946,1501.7474450999998,None,1502.2626433999994,None,1502.2626433999994,None,f,0.5468357999998261,1502.2626433999994,None,0.5468357999998261,,,116 aloud,001,2022_Dec_01_1247,ProdSingRedoBetween,2021.2.3,59.936335624028885,
,,,,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,1509.233397099999,None,,,,,,,,,,,,,,,,,,medicine,53,102,aloud,old,blue,1503.3354357999997,None,1503.3354357999997,None,5,2.0497206000000006,1503.3354357999997,None,2.0497206000000006,1505.4226691000003,None,1505.9326745999988,None,1505.9326745999988,None,r,3.268450199999279,1505.9326745999988,None,3.268450199999279,,,116 aloud,001,2022_Dec_01_1247,ProdSingRedoBetween,2021.2.3,59.936335624028885,
