StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,,,,,23.126661,None,a,136.0751429,23.126661,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Silent3,88,2022_Nov_18_1527,ProdSingRedoBetween,2021.2.3,59.94553348
,,,,,,,,,,,,,,SilentTest,159.2416918,None,space,4.328085,159.2416918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Silent3,88,2022_Nov_18_1527,ProdSingRedoBetween,2021.2.3,59.94553348
0,0,0,0,,,,,,,,,,,,,,,,,,159.2416918,None,159.2416918,None,159.2416918,None,159.2416918,None,166.1184107,None,object,54,1,silent,blue,164.103451,None,None,164.103451,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Silent3,88,2022_Nov_18_1527,ProdSingRedoBetween,2021.2.3,59.94553348
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,168.6205799,None,engineer,52,2,silent,blue,166.6187391,None,None,166.6187391,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Silent3,88,2022_Nov_18_1527,ProdSingRedoBetween,2021.2.3,59.94553348
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,171.1230443,None,block,20,3,silent,yellow,169.1211441,None,None,169.1211441,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Silent3,88,2022_Nov_18_1527,ProdSingRedoBetween,2021.2.3,59.94553348
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,173.6255442,None,cousin,53,4,silent,blue,171.623419,None,None,171.623419,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Silent3,88,2022_Nov_18_1527,ProdSingRedoBetween,2021.2.3,59.94553348
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,176.1280589,None,scene,64,5,silent,red,174.126375,None,None,174.126375,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Silent3,88,2022_Nov_18_1527,ProdSingRedoBetween,2021.2.3,59.94553348
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,178.6307718,None,solution,51,6,silent,blue,176.6287319,None,None,176.6287319,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Silent3,88,2022_Nov_18_1527,ProdSingRedoBetween,2021.2.3,59.94553348
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,181.1331219,None,match,24,7,silent,yellow,179.1312013,None,None,179.1312013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Silent3,88,2022_Nov_18_1527,ProdSingRedoBetween,2021.2.3,59.94553348
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,183.6356802,None,tennis,72,8,silent,red,181.6335695,None,None,181.6335695,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov18Silent3,88,2022_Nov_18_1527,ProdSingRedoBetween,2021.2.3,59.94553348
