StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,148,0,148,0,,,,,,,,,,,,,,,,,,,,,,1481.024275,None,,,,,,,,,,,,,,,,,listen,13,149,aloud,old,yellow,1475.845313,None,1475.845313,None,6,3.098159401,1475.845313,None,3.098159401,1478.974784,None,1479.495961,None,1479.495961,None,r,1.503699699,1479.495961,None,1.503699699,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,149,0,149,0,,,,,,,,,,,,,,,,,,,,,,1484.945004,None,,,,,,,,,,,,,,,,,opening,179,150,aloud,new,null,1481.533176,None,1481.533176,None,1,2.002240499,1481.533176,None,2.002240499,1483.56122,None,1484.062696,None,1484.062696,None,n,0.8647132,1484.062696,None,0.8647132,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,150,0,150,0,,,,,,,,,,,,,,,,,,,,,,1494.354684,None,,,,,,,,,,,,,,,,,skill,9,151,aloud,old,yellow,1485.458966,None,1485.458966,None,4,7.4365907,1485.458966,None,7.4365907,1492.920237,None,1493.423526,None,1493.423526,None,f,0.9118453,1493.423526,None,0.9118453,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,151,0,151,0,,,,,,,,,,,,,,,,,,,,,,1504.247441,None,,,,,,,,,,,,,,,,,property,133,152,aloud,new,null,1494.862477,None,1494.862477,None,3,8.0249514,1494.862477,None,8.0249514,1502.916818,None,1503.430025,None,1503.430025,None,f,0.801487,1503.430025,None,0.801487,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,152,0,152,0,,,,,,,,,,,,,,,,,,,,,,1507.684288,None,,,,,,,,,,,,,,,,,audience,112,153,aloud,new,null,1504.758407,None,1504.758407,None,1,1.649011901,1504.758407,None,1.649011901,1506.432735,None,1506.933215,None,1506.933215,None,n,0.7221585,1506.933215,None,0.7221585,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,153,0,153,0,,,,,,,,,,,,,,,,,,,,,,1514.073929,None,,,,,,,,,,,,,,,,,straight,47,154,aloud,old,blue,1508.186495,None,1508.186495,None,6,3.404890399,1508.186495,None,3.404890399,1511.624166,None,1512.141147,None,1512.141147,None,r,1.9141513,1512.141147,None,1.9141513,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,154,0,154,0,,,,,,,,,,,,,,,,,,,,,,1517.777615,None,,,,,,,,,,,,,,,,,growth,97,155,aloud,new,null,1514.574493,None,1514.574493,None,1,1.6568647,1514.574493,None,1.6568647,1516.263239,None,1516.776671,None,1516.776671,None,n,0.9747513,1516.776671,None,0.9747513,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,155,0,155,0,,,,,,,,,,,,,,,,,,,,,,1524.05121,None,,,,,,,,,,,,,,,,,industry,131,156,aloud,new,null,1518.287251,None,1518.287251,None,1,1.5841498,1518.287251,None,1.5841498,1519.899153,None,1520.413692,None,1520.413692,None,n,3.6176188,1520.413692,None,3.6176188,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,156,0,156,0,,,,,,,,,,,,,,,,,,,,,,1529.455872,None,,,,,,,,,,,,,,,,,search,95,157,aloud,new,null,1524.551235,None,1524.551235,None,1,3.4721253,1524.551235,None,3.4721253,1528.06101,None,1528.576785,None,1528.576785,None,n,0.8626446,1528.576785,None,0.8626446,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,157,0,157,0,,,,,,,,,,,,,,,,,,,,,,1534.160296,None,,,,,,,,,,,,,,,,,captain,162,158,aloud,new,null,1529.957719,None,1529.957719,None,1,2.7298279,1529.957719,None,2.7298279,1532.708945,None,1533.215464,None,1533.215464,None,n,0.927884,1533.215464,None,0.927884,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,158,0,158,0,,,,,,,,,,,,,,,,,,,,,,1540.500203,None,,,,,,,,,,,,,,,,,edition,121,159,aloud,new,null,1534.66829,None,1534.66829,None,1,3.899305901,1534.66829,None,3.899305901,1538.601785,None,1539.116333,None,1539.116333,None,n,1.3550286,1539.116333,None,1.3550286,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,159,0,159,0,,,,,,,,,,,,,,,,,,,,,,1544.324228,None,,,,,,,,,,,,,,,,,worker,96,160,aloud,new,null,1541.000601,None,1541.000601,None,1,1.7267575,1541.000601,None,1.7267575,1542.754005,None,1543.263528,None,1543.263528,None,n,1.0319124,1543.263528,None,1.0319124,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,160,0,160,0,,,,,,,,,,,,,,,,,,,,,,1550.176098,None,,,,,,,,,,,,,,,,,century,82,161,aloud,old,red,1544.849299,None,1544.849299,None,1,3.814074799,1544.849299,None,3.814074799,1548.692713,None,1549.198225,None,1549.198225,None,n,0.9454057,1549.198225,None,0.9454057,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,161,0,161,0,,,,,,,,,,,,,,,,,,,,,,1555.081368,None,,,,,,,,,,,,,,,,,guest,31,162,aloud,old,blue,1550.687687,None,1550.687687,None,1,2.9515504,1550.687687,None,2.9515504,1553.671384,None,1554.180789,None,1554.180789,None,n,0.882502301,1554.180789,None,0.882502301,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,162,0,162,0,,,,,,,,,,,,,,,,,,,,,,1559.585905,None,,,,,,,,,,,,,,,,,grade,139,163,aloud,new,null,1555.591256,None,1555.591256,None,1,2.6321722,1555.591256,None,2.6321722,1558.262303,None,1558.768518,None,1558.768518,None,n,0.790762999,1558.768518,None,0.790762999,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,163,0,163,0,,,,,,,,,,,,,,,,,,,,,,1563.706839,None,,,,,,,,,,,,,,,,,music,107,164,aloud,new,null,1560.094688,None,1560.094688,None,1,2.1048092,1560.094688,None,2.1048092,1562.229549,None,1562.744293,None,1562.744293,None,n,0.9429959,1562.744293,None,0.9429959,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,164,0,164,0,,,,,,,,,,,,,,,,,,,,,,1567.262568,None,,,,,,,,,,,,,,,,,tennis,142,165,aloud,new,null,1564.21975,None,1564.21975,None,1,1.6275643,1564.21975,None,1.6275643,1565.876919,None,1566.392865,None,1566.392865,None,n,0.8463576,1566.392865,None,0.8463576,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,165,0,165,0,,,,,,,,,,,,,,,,,,,,,,1571.033901,None,,,,,,,,,,,,,,,,,portion,111,166,aloud,new,null,1567.789827,None,1567.789827,None,1,1.8014462,1567.789827,None,1.8014462,1569.614531,None,1570.135982,None,1570.135982,None,n,0.879345,1570.135982,None,0.879345,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,166,0,166,0,,,,,,,,,,,,,,,,,,,,,,1575.151492,None,,,,,,,,,,,,,,,,,author,12,167,aloud,old,yellow,1571.548033,None,1571.548033,None,6,2.1633521,1571.548033,None,2.1633521,1573.736084,None,1574.25062,None,1574.25062,None,r,0.884607299,1574.25062,None,0.884607299,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,167,0,167,0,,,,,,,,,,,,,,,,,,,,,,1578.710448,None,,,,,,,,,,,,,,,,,fashion,63,168,aloud,old,red,1575.656108,None,1575.656108,None,6,1.5592329,1575.656108,None,1.5592329,1577.24301,None,1577.75497,None,1577.75497,None,r,0.9325884,1577.75497,None,0.9325884,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,168,0,168,0,,,,,,,,,,,,,,,,,,,,,,1582.291897,None,,,,,,,,,,,,,,,,,solution,163,169,aloud,new,null,1579.228588,None,1579.228588,None,1,1.6665812,1579.228588,None,1.6665812,1580.925346,None,1581.430204,None,1581.430204,None,n,0.8409806,1581.430204,None,0.8409806,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
,,,,169,0,169,0,,,,,,,,,,,,,,,,,,,,,,1585.86405,None,,,,,,,,,,,,,,,,,background,40,170,aloud,old,blue,1582.80568,None,1582.80568,None,6,1.4814685,1582.80568,None,1.4814685,1584.318272,None,1584.827648,None,1584.827648,None,r,1.0035989,1584.827648,None,1.0035989,,,Nov21Aloud3,95,2022_Nov_21_1653,ProdSingRedoBetween,2021.2.3,59.9501335
