StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.rt,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,473.8268021999975,None,express,62,89,sing,red,471.8232523999759,None,None,,471.8232523999759,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,476.3444989999989,None,device,22,90,sing,yellow,474.3438948999974,None,None,,474.3438948999974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.8452116000117,None,k,49.430516199965496,476.8452116000117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,534.502434999973,None,,,,,,,,,,,,,,,,,,error,161,1,sing,new,null,526.8122181000072,None,526.8122181000072,None,3,4.711472499999218,526.8122181000072,None,4.711472499999218,531.5522506000125,None,532.0667539999704,None,532.0667539999704,None,f,2.4090110999532044,532.0667539999704,None,2.4090110999532044,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,540.5751629999722,None,,,,,,,,,,,,,,,,,,little,146,2,sing,new,null,535.0122881999705,None,535.0122881999705,None,1,2.5355572999687865,535.0122881999705,None,2.5355572999687865,537.5790170999826,None,538.0903246999951,None,538.0903246999951,None,n,2.4574149000109173,538.0903246999951,None,2.4574149000109173,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,546.7313605999807,None,,,,,,,,,,,,,,,,,,title,59,3,sing,old,yellow,541.0871077000047,None,541.0871077000047,None,3,3.5806795000098646,541.0871077000047,None,3.5806795000098646,544.6959588999744,None,545.2018434999627,None,545.2018434999627,None,f,1.5059226999874227,545.2018434999627,None,1.5059226999874227,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,553.0380297999945,None,,,,,,,,,,,,,,,,,,state,14,4,sing,old,yellow,547.2471112000057,None,547.2471112000057,None,6,3.2126412999932654,547.2471112000057,None,3.2126412999932654,550.4864210999804,None,550.9857488999842,None,550.9857488999842,None,r,2.0339284000219777,550.9857488999842,None,2.0339284000219777,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,556.6078892999794,None,,,,,,,,,,,,,,,,,,novel,68,5,sing,old,red,553.5393215999939,None,553.5393215999939,None,1,2.0324001000262797,553.5393215999939,None,2.0324001000262797,555.5914280000143,None,556.090929900005,None,556.090929900005,None,n,0.4969683999661356,556.090929900005,None,0.4969683999661356,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,562.3803762999596,None,,,,,,,,,,,,,,,,,,election,30,6,sing,old,blue,557.1154219000018,None,557.1154219000018,None,6,2.784303100022953,557.1154219000018,None,2.784303100022953,559.927848399966,None,560.4284977999632,None,560.4284977999632,None,r,1.9352581999846734,560.4284977999632,None,1.9352581999846734,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,568.3371533000027,None,,,,,,,,,,,,,,,,,,country,60,7,sing,old,red,562.8894956000149,None,562.8894956000149,None,1,3.626205199980177,562.8894956000149,None,3.626205199980177,566.5355813999777,None,567.0410291000153,None,567.0410291000153,None,n,1.266740999999456,567.0410291000153,None,1.266740999999456,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,572.6571562999743,None,,,,,,,,,,,,,,,,,,reach,65,8,sing,old,red,568.839771799976,None,568.839771799976,None,6,2.483972000016365,568.839771799976,None,2.483972000016365,571.3410239999648,None,571.8584453999647,None,571.8584453999647,None,r,0.7693453999818303,571.8584453999647,None,0.7693453999818303,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,576.0940027000033,None,,,,,,,,,,,,,,,,,,smell,80,9,sing,old,red,573.1604229999939,None,573.1604229999939,None,1,2.059369600028731,573.1604229999939,None,2.059369600028731,575.2456265999936,None,575.7605414999998,None,575.7605414999998,None,n,0.3150848000077531,575.7605414999998,None,0.3150848000077531,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,578.9804300999967,None,,,,,,,,,,,,,,,,,,addition,85,10,sing,old,red,576.6047943999874,None,576.6047943999874,None,6,1.535041099996306,576.6047943999874,None,1.535041099996306,578.1708365000086,None,578.6800730999676,None,578.6800730999676,None,r,0.2755566000123508,578.6800730999676,None,0.2755566000123508,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,581.9351438999875,None,,,,,,,,,,,,,,,,,,guard,24,11,sing,old,yellow,579.4845192999928,None,579.4845192999928,None,6,1.6872790000052191,579.4845192999928,None,1.6872790000052191,581.1989326999756,None,581.6996500999667,None,581.6996500999667,None,r,0.2082257999572903,581.6996500999667,None,0.2082257999572903,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,586.4544920999906,None,,,,,,,,,,,,,,,,,,corner,64,12,sing,old,red,582.4635381000116,None,582.4635381000116,None,6,1.6122901000198908,582.4635381000116,None,1.6122901000198908,584.103796899959,None,584.6243570999941,None,584.6243570999941,None,r,1.8032971000066027,584.6243570999941,None,1.8032971000066027,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,589.4238127999706,None,,,,,,,,,,,,,,,,,,problem,175,13,sing,new,null,586.9627087999834,None,586.9627087999834,None,1,1.6569063999922946,586.9627087999834,None,1.6569063999922946,588.6457012000028,None,589.1572538999608,None,589.1572538999608,None,n,0.23838270001579076,589.1572538999608,None,0.23838270001579076,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,593.6615399000002,None,,,,,,,,,,,,,,,,,,couch,10,14,sing,old,yellow,589.9341366000008,None,589.9341366000008,None,6,2.541570699948352,589.9341366000008,None,2.541570699948352,592.4935341000091,None,592.9940974999918,None,592.9940974999918,None,r,0.6496021999628283,592.9940974999918,None,0.6496021999628283,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,596.4977348999819,None,,,,,,,,,,,,,,,,,,disease,72,15,sing,old,red,594.1718031999771,None,594.1718031999771,None,6,1.4319644999923185,594.1718031999771,None,1.4319644999923185,595.6341741000069,None,596.1517801000155,None,596.1517801000155,None,r,0.31591179996030405,596.1517801000155,None,0.31591179996030405,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,599.5866984999739,None,,,,,,,,,,,,,,,,,,platform,1,16,sing,old,yellow,597.0015463999589,None,597.0015463999589,None,1,1.618217299983371,597.0015463999589,None,1.618217299983371,598.6538453999674,None,599.1728175999597,None,599.1728175999597,None,n,0.38301759999012575,599.1728175999597,None,0.38301759999012575,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,602.4870382999652,None,,,,,,,,,,,,,,,,,,equipment,46,17,sing,old,blue,600.1135721000028,None,600.1135721000028,None,6,1.290068699978292,600.1135721000028,None,1.290068699978292,601.4212176000001,None,601.9365340999793,None,601.9365340999793,None,r,0.5231115999631584,601.9365340999793,None,0.5231115999631584,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,605.3231135999667,None,,,,,,,,,,,,,,,,,,owner,19,18,sing,old,yellow,602.9948402000009,None,602.9948402000009,None,6,1.528891299967654,602.9948402000009,None,1.528891299967654,604.5391181000159,None,605.0469343999866,None,605.0469343999866,None,r,0.25276709999889135,605.0469343999866,None,0.25276709999889135,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,607.958862599975,None,,,,,,,,,,,,,,,,,,goose,3,19,sing,old,yellow,605.8344749999815,None,605.8344749999815,None,6,1.1291955999913625,605.8344749999815,None,1.1291955999913625,606.9933630999876,None,607.5129075999721,None,607.5129075999721,None,r,0.4188475999981165,607.5129075999721,None,0.4188475999981165,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,610.6451825000113,None,,,,,,,,,,,,,,,,,,region,142,20,sing,new,null,608.4616150999791,None,608.4616150999791,None,1,1.3181596000213176,608.4616150999791,None,1.3181596000213176,609.8111433999729,None,610.3127777999616,None,610.3127777999616,None,n,0.31494730000849813,610.3127777999616,None,0.31494730000849813,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,614.5990951000131,None,,,,,,,,,,,,,,,,,,south,151,21,sing,new,null,611.1508740999852,None,611.1508740999852,None,3,1.6849189000204206,611.1508740999852,None,1.6849189000204206,612.8655857999693,None,613.3825966999866,None,613.3825966999866,None,f,1.1890692000160925,613.3825966999866,None,1.1890692000160925,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,617.2351197999669,None,,,,,,,,,,,,,,,,,,impact,76,22,sing,old,red,615.1021308999625,None,615.1021308999625,None,6,1.0696749999769963,615.1021308999625,None,1.0696749999769963,616.2045911999885,None,616.7275558999972,None,616.7275558999972,None,r,0.49207630002638325,616.7275558999972,None,0.49207630002638325,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,621.4729106000159,None,,,,,,,,,,,,,,,,,,store,102,23,sing,new,null,617.7475489999633,None,617.7475489999633,None,1,3.03216640005121,617.7475489999633,None,3.03216640005121,620.8066969999927,None,621.3059423000086,None,621.3059423000086,None,n,0.13804890000028536,621.3059423000086,None,0.13804890000028536,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,624.2921315999702,None,,,,,,,,,,,,,,,,,,distance,122,24,sing,new,null,621.9774051000131,None,621.9774051000131,None,3,1.4343093000352383,621.9774051000131,None,1.4343093000352383,623.4423513999791,None,623.9426484999713,None,623.9426484999713,None,f,0.3250561999739148,623.9426484999713,None,0.3250561999739148,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,627.1950632999651,None,,,,,,,,,,,,,,,,,,bucket,17,25,sing,old,yellow,624.7937792000012,None,624.7937792000012,None,6,1.4579281999613158,624.7937792000012,None,1.4579281999613158,626.2804098000051,None,626.8014423999703,None,626.8014423999703,None,r,0.36227709997911006,626.8014423999703,None,0.36227709997911006,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,630.067096899962,None,,,,,,,,,,,,,,,,,,solution,160,26,sing,new,null,627.7087681000121,None,627.7087681000121,None,1,1.7190922000445426,627.7087681000121,None,1.7190922000445426,629.4470132999704,None,629.9502409999841,None,629.9502409999841,None,n,0.09357960004126653,629.9502409999841,None,0.09357960004126653,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,632.7505379999639,None,,,,,,,,,,,,,,,,,,point,156,27,sing,new,null,630.586949599965,None,630.586949599965,None,1,1.272746799979359,630.586949599965,None,1.272746799979359,631.8855097999913,None,632.4041808999609,None,632.4041808999609,None,n,0.3195448000333272,632.4041808999609,None,0.3195448000333272,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,635.4031392000034,None,,,,,,,,,,,,,,,,,,birth,87,28,sing,old,red,633.2527992000105,None,633.2527992000105,None,6,1.2630873000016436,633.2527992000105,None,1.2630873000016436,634.5355148999952,None,635.0362031999975,None,635.0362031999975,None,r,0.3434897999977693,635.0362031999975,None,0.3434897999977693,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,637.7558082999894,None,,,,,,,,,,,,,,,,,,shear,27,29,sing,old,yellow,635.9086945999879,None,635.9086945999879,None,6,1.0070067000342533,635.9086945999879,None,1.0070067000342533,636.9402633999707,None,637.4553598999628,None,637.4553598999628,None,r,0.268485700013116,637.4553598999628,None,0.268485700013116,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,640.3248000000021,None,,,,,,,,,,,,,,,,,,style,157,30,sing,new,null,638.2562555999612,None,638.2562555999612,None,6,1.2114380999701098,638.2562555999612,None,1.2114380999701098,639.4925902999821,None,640.0079343999969,None,640.0079343999969,None,r,0.29182819998823106,640.0079343999969,None,0.29182819998823106,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,643.1941384999664,None,,,,,,,,,,,,,,,,,,dozen,36,31,sing,old,blue,640.826510999992,None,640.826510999992,None,6,1.5931863999576308,640.826510999992,None,1.5931863999576308,642.4449219999951,None,642.9443209000165,None,642.9443209000165,None,r,0.22739100002218038,642.9443209000165,None,0.22739100002218038,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,645.5299981000135,None,,,,,,,,,,,,,,,,,,express,62,32,sing,old,red,643.7025448000059,None,643.7025448000059,None,6,0.9411787000135519,643.7025448000059,None,0.9411787000135519,644.6700533999829,None,645.1797431000159,None,645.1797431000159,None,r,0.3279350000084378,645.1797431000159,None,0.3279350000084378,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,650.7183009000146,None,,,,,,,,,,,,,,,,,,death,154,33,sing,new,null,646.0390635000076,None,646.0390635000076,None,6,1.0686108999652788,646.0390635000076,None,1.0686108999652788,647.1325436999905,None,647.6321460999898,None,647.6321460999898,None,n,3.0595412999973632,647.6321460999898,None,3.0595412999973632,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,654.2763352000038,None,,,,,,,,,,,,,,,,,,broke,166,34,sing,new,null,651.2297596000135,None,651.2297596000135,None,1,2.2299790999968536,651.2297596000135,None,2.2299790999968536,653.4914195999736,None,654.0052055999986,None,654.0052055999986,None,n,0.23834440001519397,654.0052055999986,None,0.23834440001519397,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,657.2750070999609,None,,,,,,,,,,,,,,,,,,heavy,58,35,sing,old,blue,654.789249399968,None,654.789249399968,None,3,1.7904302999959327,654.789249399968,None,1.7904302999959327,656.6090844999999,None,657.1125229999889,None,657.1125229999889,None,n,0.1470833999919705,657.1125229999889,None,0.1470833999919705,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,662.1798292999738,None,,,,,,,,,,,,,,,,,,fellow,147,36,sing,new,null,657.7847733999952,None,657.7847733999952,None,6,2.4749822999583557,657.7847733999952,None,2.4749822999583557,660.2792538999929,None,660.7850982999662,None,660.7850982999662,None,f,1.3705702000297606,660.7850982999662,None,1.3705702000297606,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,664.7324602999724,None,,,,,,,,,,,,,,,,,,direction,55,37,sing,old,blue,662.6887987999944,None,662.6887987999944,None,6,1.3310885000391863,662.6887987999944,None,1.3310885000391863,664.0577695000102,None,664.5670032000053,None,664.5670032000053,None,r,0.14069909998215735,664.5670032000053,None,0.14069909998215735,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,667.1849963999703,None,,,,,,,,,,,,,,,,,,husband,107,38,sing,new,null,665.2414397000102,None,665.2414397000102,None,1,1.3062335000140592,665.2414397000102,None,1.3062335000140592,666.5695781999966,None,667.0848919000127,None,667.0848919000127,None,n,0.07877929997630417,667.0848919000127,None,0.07877929997630417,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,670.137871599989,None,,,,,,,,,,,,,,,,,,subject,53,39,sing,old,blue,667.6890300000086,None,667.6890300000086,None,6,1.7628335999906994,667.6890300000086,None,1.7628335999906994,669.4716570000164,None,669.9777131999726,None,669.9777131999726,None,r,0.13799690001178533,669.9777131999726,None,0.13799690001178533,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,677.0280766999931,None,,,,,,,,,,,,,,,,,,passage,15,40,sing,old,yellow,670.6500516000087,None,670.6500516000087,None,6,5.2495773999835365,670.6500516000087,None,5.2495773999835365,675.9288613999961,None,676.4442934999825,None,676.4442934999825,None,r,0.5594566000509076,676.4442934999825,None,0.5594566000509076,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,679.4235164999845,None,,,,,,,,,,,,,,,,,,universal,56,41,sing,old,blue,677.5430490999715,None,677.5430490999715,None,6,1.1084915000246838,677.5430490999715,None,1.1084915000246838,678.6870030999999,None,679.1969242999912,None,679.1969242999912,None,r,0.1906853000400588,679.1969242999912,None,0.1906853000400588,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,682.7670934000053,None,,,,,,,,,,,,,,,,,,listen,23,42,sing,old,yellow,679.9335978999734,None,679.9335978999734,None,3,1.902054300007876,679.9335978999734,None,1.902054300007876,681.868730599992,None,682.3867748999619,None,682.3867748999619,None,f,0.3528208000352606,682.3867748999619,None,0.3528208000352606,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,685.6366791999899,None,,,,,,,,,,,,,,,,,,patient,133,43,sing,new,null,683.2744575999677,None,683.2744575999677,None,3,1.6812212000368163,683.2744575999677,None,1.6812212000368163,684.9927870999672,None,685.5136638999684,None,685.5136638999684,None,f,0.09792149998247623,685.5136638999684,None,0.09792149998247623,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,688.5562643000158,None,,,,,,,,,,,,,,,,,,motion,163,44,sing,new,null,686.1389763999614,None,686.1389763999614,None,3,1.8406313000014052,686.1389763999614,None,1.8406313000014052,688.0054790999857,None,688.5128073999658,None,688.5128073999658,None,f,0.01885899994522333,688.5128073999658,None,0.01885899994522333,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,691.4424426999758,None,,,,,,,,,,,,,,,,,,produce,95,45,sing,new,null,689.0642443000106,None,689.0642443000106,None,1,1.6434895999846049,689.0642443000106,None,1.6434895999846049,690.7263095999951,None,691.2304187999689,None,691.2304187999689,None,n,0.18922250001924112,691.2304187999689,None,0.18922250001924112,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,693.8447961999918,None,,,,,,,,,,,,,,,,,,union,111,46,sing,new,null,691.9431281000143,None,691.9431281000143,None,1,1.2683962999726646,691.9431281000143,None,1.2683962999726646,693.2275132999639,None,693.7339584999718,None,693.7339584999718,None,n,0.09368769999127835,693.7339584999718,None,0.09368769999127835,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,696.1638050999609,None,,,,,,,,,,,,,,,,,,government,49,47,sing,old,blue,694.3494826999959,None,694.3494826999959,None,6,1.2383532999665476,694.3494826999959,None,1.2383532999665476,695.6232576000039,None,696.1337150000036,None,696.1337150000036,None,r,0.005992799997329712,696.1337150000036,None,0.005992799997329712,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,698.632921100012,None,,,,,,,,,,,,,,,,,,property,4,48,sing,old,yellow,696.6670311999624,None,696.6670311999624,None,6,1.104579399980139,696.6670311999624,None,1.104579399980139,697.8015546000097,None,698.3187892999849,None,698.3187892999849,None,r,0.2930258000269532,698.3187892999849,None,0.2930258000269532,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,701.6526039000018,None,,,,,,,,,,,,,,,,,,place,9,49,sing,old,yellow,699.1419818999711,None,699.1419818999711,None,1,1.9016575999557972,699.1419818999711,None,1.9016575999557972,701.0700471000164,None,701.575119199988,None,701.575119199988,None,n,0.052593100001104176,701.575119199988,None,0.052593100001104176,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,704.0550319000031,None,,,,,,,,,,,,,,,,,,damage,38,50,sing,old,blue,702.1643357999856,None,702.1643357999856,None,6,1.1113043000223115,702.1643357999856,None,1.1113043000223115,703.3049472999992,None,703.8106450999621,None,703.8106450999621,None,r,0.21692760003497824,703.8106450999621,None,0.21692760003497824,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,706.507452299993,None,,,,,,,,,,,,,,,,,,plane,104,51,sing,new,null,704.5655469999765,None,704.5655469999765,None,1,1.1580332999583334,704.5655469999765,None,1.1580332999583334,705.741325400013,None,706.247080400004,None,706.247080400004,None,n,0.2444827000144869,706.247080400004,None,0.2444827000144869,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,709.1619100999669,None,,,,,,,,,,,,,,,,,,color,0,52,sing,old,yellow,707.0108914999873,None,707.0108914999873,None,1,1.544668999966234,707.0108914999873,None,1.544668999966234,708.5799631999689,None,709.0934258999769,None,709.0934258999769,None,n,0.04609429999254644,709.0934258999769,None,0.04609429999254644,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,711.5622714000056,None,,,,,,,,,,,,,,,,,,concern,176,53,sing,new,null,709.6840765000088,None,709.6840765000088,None,1,1.1755812999908812,709.6840765000088,None,1.1755812999908812,710.8784008999937,None,711.3830398999853,None,711.3830398999853,None,n,0.1645896999980323,711.3830398999853,None,0.1645896999980323,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,714.2485204999684,None,,,,,,,,,,,,,,,,,,second,168,54,sing,new,null,712.0685151999933,None,712.0685151999933,None,1,1.3992548999958672,712.0685151999933,None,1.3992548999958672,713.4987804999691,None,713.9983743999619,None,713.9983743999619,None,n,0.22120569995604455,713.9983743999619,None,0.22120569995604455,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
,,,,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,716.7343926999602,None,,,,,,,,,,,,,,,,,,review,8,55,sing,old,yellow,714.7612043999834,None,714.7612043999834,None,1,1.2745267999707721,714.7612043999834,None,1.2745267999707721,716.0717852999805,None,716.585299999977,None,716.585299999977,None,n,0.12226979999104515,716.585299999977,None,0.12226979999104515,,,36 Sing,001,2022_Aug_30_1156,ProdSingRedoBetween,2021.2.3,59.966814349603034,
