StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.601064899999983,None,c,2.535587899999882,17.601064899999983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
,,,,,,,,,,,,,,SingTest,20.17913159999989,None,space,374.22153749999984,20.17913159999989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
0,0,0,0,,,,,,,,,,,,,,,,,,20.17913159999989,None,20.17913159999989,None,20.17913159999989,None,20.17913159999989,None,396.9374022000002,None,impact,64,1,sing,red,394.9269933999999,None,None,394.9269933999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,399.4566254000001,None,express,62,2,sing,red,397.4427292999999,None,None,397.4427292999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,401.9758075999998,None,company,68,3,sing,red,399.96300569999994,None,None,399.96300569999994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,404.4782482999999,None,right,19,4,sing,yellow,402.47617779999973,None,None,402.47617779999973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,406.9805372999999,None,capital,46,5,sing,blue,404.98118829999976,None,None,404.98118829999976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,409.48309830000017,None,suggestion,84,6,sing,red,407.4827286999998,None,None,407.4827286999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,411.9854203,None,solution,48,7,sing,blue,409.9855981999999,None,None,409.9855981999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,414.50490039999977,None,beginning,27,8,sing,yellow,412.4949780000002,None,None,412.4949780000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,417.0073754,None,court,45,9,sing,blue,415.0057777000002,None,None,415.0057777000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,419.52663170000005,None,device,32,10,sing,blue,417.5148822000001,None,None,417.5148822000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,422.04554039999994,None,break,29,11,sing,blue,420.03283169999986,None,None,420.03283169999986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,424.5483088000001,None,fight,34,12,sing,blue,422.54808950000006,None,None,422.54808950000006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,427.05075669999997,None,oxygen,11,13,sing,yellow,425.04879919999985,None,None,425.04879919999985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,429.5701583,None,surprise,58,14,sing,blue,427.5657513000001,None,None,427.5657513000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,432.08923719999984,None,substance,79,15,sing,red,430.0808953999999,None,None,430.0808953999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,434.6083254,None,business,17,16,sing,yellow,432.60084449999977,None,None,432.60084449999977,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,437.1274816,None,style,7,17,sing,yellow,435.1123812000001,None,None,435.1123812000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Sing,001,2022_Dec_01_1024,ProdSingRedoBetween,2021.2.3,59.9397844925132,
